#NodeID	NodeType	Abundance	Color	Size	Shape
blast_1.0	sample	3.0	blast	3.0	blast_1.0
rtax_single	sample	3.0	rtax	3.0	rtax_single
rdp_0.6	sample	3.0	rdp	3.0	rdp_0.6
rdp_0.7	sample	3.0	rdp	3.0	rdp_0.7
rdp_0.4	sample	3.0	rdp	3.0	rdp_0.4
rdp_0.5	sample	3.0	rdp	3.0	rdp_0.5
rdp_0.2	sample	3.0	rdp	3.0	rdp_0.2
rdp_0.3	sample	3.0	rdp	3.0	rdp_0.3
rdp_0.0	sample	3.0	rdp	3.0	rdp_0.0
rdp_0.1	sample	3.0	rdp	3.0	rdp_0.1
Expected	sample	2.9547	Expected	2.9547	Expected
blast_1e-06	sample	3.0	blast	3.0	blast_1e-06
rdp_0.8	sample	3.0	rdp	3.0	rdp_0.8
rdp_0.9	sample	3.0	rdp	3.0	rdp_0.9
mothur_1.0	sample	3.0	mothur	3.0	mothur_1.0
blast_1e-30	sample	3.0	blast	3.0	blast_1e-30
blast_100.0	sample	3.0	blast	3.0	blast_100.0
blast_1e-10	sample	3.0	blast	3.0	blast_1e-10
blast_0.0001	sample	3.0	blast	3.0	blast_0.0001
rdp_1.0	sample	3.0	rdp	3.0	rdp_1.0
mothur_0.8	sample	3.0	mothur	3.0	mothur_0.8
mothur_0.9	sample	3.0	mothur	3.0	mothur_0.9
mothur_0.4	sample	3.0	mothur	3.0	mothur_0.4
mothur_0.5	sample	3.0	mothur	3.0	mothur_0.5
mothur_0.6	sample	3.0	mothur	3.0	mothur_0.6
mothur_0.7	sample	3.0	mothur	3.0	mothur_0.7
mothur_0.0	sample	3.0	mothur	3.0	mothur_0.0
mothur_0.1	sample	3.0	mothur	3.0	mothur_0.1
mothur_0.2	sample	3.0	mothur	3.0	mothur_0.2
mothur_0.3	sample	3.0	mothur	3.0	mothur_0.3
199	otu	0.000137280922528	p__Actinobacteria	0.000137280922528	f__Coriobacteriaceae_Other
198	otu	0.000377522536951	p__Bacteroidetes	0.000377522536951	f___g__
344	otu	0.000224356097998	p__Bacteroidetes	0.000224356097998	f__Porphyromonadaceae_g__Paludibacter
345	otu	0.00138203356367	p__Proteobacteria	0.00138203356367	f__Xanthomonadaceae_g__Lysobacter
346	otu	3.58969756798e-05	p__Proteobacteria	3.58969756798e-05	f__Xanthomonadaceae_g__Wohlfahrtiimonas
347	otu	0.0	p__Cyanobacteria	0.0	f__Nostocaceae_g__Nodularia
340	otu	2.69227317598e-05	p__Actinobacteria	2.69227317598e-05	Other_Other
341	otu	1.79484878399e-05	p__Firmicutes	1.79484878399e-05	f__Contubernalisaceae_g__
342	otu	0.0147	p__Firmicutes	0.0147	f__Peptococcaceae_g__
343	otu	0.000125639414879	p__Firmicutes	0.000125639414879	f__Clostridiaceae_g__Caloramator
348	otu	1.79484878399e-05	p__Proteobacteria	1.79484878399e-05	Other_Other
349	otu	0.00446019922821	p__Firmicutes	0.00446019922821	f__Lachnospiraceae_g__Lachnobacterium
719	otu	0.163636221016	p__Firmicutes	0.163636221016	Other_Other
718	otu	0.000101973580998	p__Proteobacteria	0.000101973580998	f__Enterobacteriaceae_g__Photorhabdus
717	otu	0.00140409776913	p__Firmicutes	0.00140409776913	f__Clostridiaceae_g__Sarcina
716	otu	5.49088513068e-05	p__Proteobacteria	5.49088513068e-05	f__Enterobacteriaceae_g__Arsenophonus
715	otu	0.0	p__Proteobacteria	0.0	f__Coxiellaceae_g__
714	otu	3.92206080763e-05	p__	3.92206080763e-05	f___g__
713	otu	0.75267519375	p__Firmicutes	0.75267519375	f__Lachnospiraceae_g__Roseburia
712	otu	0.264315521948	p__Proteobacteria	0.264315521948	Other_Other
711	otu	0.000133350067459	p__Proteobacteria	0.000133350067459	Other_Other
710	otu	1.22901697468	p__Firmicutes	1.22901697468	f__Erysipelotrichaceae_g__
129	otu	1.31695827118	p__Firmicutes	1.31695827118	f__Streptococcaceae_g__Streptococcus
619	otu	7.84412161526e-06	p__Firmicutes	7.84412161526e-06	f__Erysipelotrichaceae_g__Bulleidia
298	otu	0.0294	p__Firmicutes	0.0294	f__Coriobacteriaceae_g__Collinsella
299	otu	0.000134613658799	p__Proteobacteria	0.000134613658799	f___g__
296	otu	0.00578838732837	p__Proteobacteria	0.00578838732837	f__Enterobacteriaceae_g__Trabulsiella
297	otu	0.187992461635	p__Firmicutes	0.187992461635	f__Ruminococcaceae_g__Faecalibacterium
294	otu	3.58969756798e-05	p__Proteobacteria	3.58969756798e-05	f__Crenotrichaceae_g__Crenothrix
295	otu	0.0	p__Bacteroidetes	0.0	f__[Paraprevotellaceae]_g__YRC22
292	otu	0.0	p__Proteobacteria	0.0	f__Hahellaceae_g__Hahella
293	otu	0.0	p__Bacteroidetes	0.0	f__[Paraprevotellaceae]_g__
290	otu	3.58969756798e-05	p__Proteobacteria	3.58969756798e-05	f__Enterobacteriaceae_g__Brenneria
291	otu	0.196330476532	p__Firmicutes	0.196330476532	f__Ruminococcaceae_g__Ruminococcus
591	otu	0.0	p__NC10	0.0	f___g__
590	otu	3.1376486461e-05	p__Actinobacteria	3.1376486461e-05	f__Coriobacteriaceae_g__
593	otu	0.0147469486367	p__Firmicutes	0.0147469486367	f__[Mogibacteriaceae]_g__
592	otu	0.0	p__Actinobacteria	0.0	f__Micrococcaceae_Other
595	otu	1.56882432305e-05	p__Proteobacteria	1.56882432305e-05	Other_Other
594	otu	0.00133350067459	p__Bacteroidetes	0.00133350067459	f__Bacteroidaceae_g__5-7N15
597	otu	4.70647296916e-05	p__Firmicutes	4.70647296916e-05	f__Caldicellulosiruptoraceae_g__Caldicellulosiruptor
596	otu	0.000423582567224	p__Bacteroidetes	0.000423582567224	f__RF16_g__
195	otu	0.236305729191	p__Bacteroidetes	0.236305729191	f__Rikenellaceae_g__
194	otu	8.00805381411e-05	p__Firmicutes	8.00805381411e-05	f__Bacillaceae_g__
197	otu	0.00145288976342	p__Firmicutes	0.00145288976342	f__Veillonellaceae_g__
196	otu	0.000137280922528	p__Bacteroidetes	0.000137280922528	f__Porphyromonadaceae_g__Tannerella
191	otu	4.57603075092e-05	p__Actinobacteria	4.57603075092e-05	f__Microbacteriaceae_g__Microbacterium
190	otu	2.28801537546e-05	p__Proteobacteria	2.28801537546e-05	f__HTCC2188_g__
193	otu	6.86404612639e-05	p__Cyanobacteria	6.86404612639e-05	Other_Other
192	otu	0.302440813618	p__Bacteroidetes	0.302440813618	f__Prevotellaceae_g__Prevotella
270	otu	0.000251278829759	p__Firmicutes	0.000251278829759	Other_Other
271	otu	0.000691016781836	p__Firmicutes	0.000691016781836	f__Clostridiaceae_g__02d06
272	otu	0.000358969756798	p__Firmicutes	0.000358969756798	Other_Other
273	otu	0.000780759221034	p__Proteobacteria	0.000780759221034	f__Moraxellaceae_g__Acinetobacter
274	otu	0.0	p__Cyanobacteria	0.0	f__Phormidiaceae_g__Trichodesmium
275	otu	1.7895180831	p__Actinobacteria	1.7895180831	f__Coriobacteriaceae_g__Collinsella
276	otu	0.00433455981334	Other	0.00433455981334	Other_Other
277	otu	1.79484878399e-05	p__Proteobacteria	1.79484878399e-05	f__[Chromatiaceae]_g__
278	otu	8.97424391995e-06	p__Proteobacteria	8.97424391995e-06	f__Alteromonadaceae_g__
279	otu	0.0	p__Bacteroidetes	0.0	f___g__
524	otu	7.84412161526e-06	p__Firmicutes	7.84412161526e-06	f__Clostridiaceae_g__Natronincola_Anaerovirgula
525	otu	3.1376486461e-05	p__Bacteroidetes	3.1376486461e-05	f__Flammeovirgaceae_g__Persicobacter
526	otu	0.0070910859402	p__Proteobacteria	0.0070910859402	f__Enterobacteriaceae_g__Klebsiella
527	otu	1.56882432305e-05	p__Proteobacteria	1.56882432305e-05	f__Xanthomonadaceae_g__Ignatzschineria
520	otu	4.70647296916e-05	p__Proteobacteria	4.70647296916e-05	f__Beijerinckiaceae_g__Methylocella
521	otu	0.0	p__Bacteroidetes	0.0	f__Sphingobacteriaceae_g__Parapedobacter
522	otu	0.0157511122964	p__Firmicutes	0.0157511122964	f__Lachnospiraceae_g__Coprococcus
523	otu	8.62853377678e-05	p__Firmicutes	8.62853377678e-05	f__[Acidaminobacteraceae]_g__WH1-8
528	otu	0.000745191553451	p__Firmicutes	0.000745191553451	f__Peptostreptococcaceae_g__Peptostreptococcus
529	otu	0.0	p__Bacteroidetes	0.0	f__Sphingobacteriaceae_Other
449	otu	0.000125639414879	p__Bacteroidetes	0.000125639414879	f__Rikenellaceae_g__PW3
448	otu	0.10341021269	p__Proteobacteria	0.10341021269	Other_Other
443	otu	0.000107690927039	p__Proteobacteria	0.000107690927039	Other_Other
442	otu	3.58969756798e-05	p__Proteobacteria	3.58969756798e-05	f___g__
441	otu	0.104639872566	p__Proteobacteria	0.104639872566	f__Enterobacteriaceae_g__Citrobacter
440	otu	2.69227317598e-05	p__Firmicutes	2.69227317598e-05	f__Thermoactinomycetaceae_Other
447	otu	3.58969756798e-05	p__Actinobacteria	3.58969756798e-05	f__Microbacteriaceae_Other
446	otu	0.010652427533	p__Firmicutes	0.010652427533	f__Lactobacillaceae_g__Lactobacillus
445	otu	0.0	p__Proteobacteria	0.0	f__Pseudomonadaceae_g__Pseudomonas
444	otu	0.00276406712734	p__Firmicutes	0.00276406712734	f__Erysipelotrichaceae_g__Sharpea
108	otu	1.14400768773e-05	p__Proteobacteria	1.14400768773e-05	Other_Other
109	otu	0.00561707774676	p__Firmicutes	0.00561707774676	f__Lachnospiraceae_g__Lachnobacterium
102	otu	0.0147	p__Firmicutes	0.0147	f__Peptococcaceae_g__
103	otu	0.00029744199881	p__Firmicutes	0.00029744199881	f__Clostridiaceae_g__Caloramator
100	otu	1.14400768773e-05	p__Actinobacteria	1.14400768773e-05	Other_Other
101	otu	2.28801537546e-05	p__Firmicutes	2.28801537546e-05	f__Contubernalisaceae_g__
106	otu	4.57603075092e-05	p__Proteobacteria	4.57603075092e-05	f__Xanthomonadaceae_g__Wohlfahrtiimonas
107	otu	1.14400768773e-05	p__Cyanobacteria	1.14400768773e-05	f__Nostocaceae_g__Nodularia
104	otu	0.000228801537546	p__Bacteroidetes	0.000228801537546	f__Porphyromonadaceae_g__Paludibacter
105	otu	0.00304306044937	p__Proteobacteria	0.00304306044937	f__Xanthomonadaceae_g__Lysobacter
39	otu	5.72003843865e-05	p__Bacteroidetes	5.72003843865e-05	f___g__
38	otu	0.0	p__Proteobacteria	0.0	f__Alteromonadaceae_g__
33	otu	0.00132704891777	p__Proteobacteria	0.00132704891777	f__Moraxellaceae_g__Acinetobacter
32	otu	0.000228801537546	p__Firmicutes	0.000228801537546	Other_Other
31	otu	0.00128128861026	p__Firmicutes	0.00128128861026	f__Clostridiaceae_g__02d06
30	otu	0.000366082460074	p__Firmicutes	0.000366082460074	Other_Other
37	otu	0.0	p__Proteobacteria	0.0	f__[Chromatiaceae]_g__
36	otu	0.00439298952089	Other	0.00439298952089	Other_Other
35	otu	0.353246693818	p__Actinobacteria	0.353246693818	f__Coriobacteriaceae_g__Collinsella
34	otu	4.57603075092e-05	p__Cyanobacteria	4.57603075092e-05	f__Phormidiaceae_g__Trichodesmium
641	otu	0.0941216152616	p__Firmicutes	0.0941216152616	f__Ruminococcaceae_Other
640	otu	0.449311286122	p__Firmicutes	0.449311286122	f__Clostridiaceae_g__SMB53
643	otu	0.146928241975	p__Bacteroidetes	0.146928241975	f__Bacteroidaceae_Other
642	otu	0.000188258918766	p__Proteobacteria	0.000188258918766	f___g__
645	otu	1.56882432305e-05	p__Proteobacteria	1.56882432305e-05	f__Moritellaceae_g__
644	otu	0.0	p__Chrysiogenetes	0.0	f__Chrysiogenaceae_Other
438	otu	0.000179484878399	p__Bacteroidetes	0.000179484878399	f___g__
439	otu	0.000735888001436	p__Actinobacteria	0.000735888001436	f__Coriobacteriaceae_Other
436	otu	0.0	p__Bacteroidetes	0.0	f__Porphyromonadaceae_g__Tannerella
437	otu	0.00132818810015	p__Firmicutes	0.00132818810015	f__Veillonellaceae_g__
434	otu	6.28197074397e-05	p__Firmicutes	6.28197074397e-05	f__Bacillaceae_g__
435	otu	0.233501041012	p__Bacteroidetes	0.233501041012	f__Rikenellaceae_g__
432	otu	0.403527066319	p__Bacteroidetes	0.403527066319	f__Prevotellaceae_g__Prevotella
433	otu	1.79484878399e-05	p__Cyanobacteria	1.79484878399e-05	Other_Other
430	otu	0.0	p__Proteobacteria	0.0	f__HTCC2188_g__
431	otu	0.0	p__Actinobacteria	0.0	f__Microbacteriaceae_g__Microbacterium
339	otu	0.0248317329265	p__Firmicutes	0.0248317329265	Other_Other
338	otu	7.17939513596e-05	p__Proteobacteria	7.17939513596e-05	f__Moritellaceae_Other
335	otu	0.0147	p__Firmicutes	0.0147	f__Clostridiaceae_g__Anaerococcus
334	otu	0.0147	p__Firmicutes	0.0147	f__Lachnospiraceae_g__Butyrivibrio
337	otu	0.0	p__Firmicutes	0.0	f__Erysipelotrichaceae_g__L7A_E11
336	otu	0.00272817015166	p__Bacteroidetes	0.00272817015166	f__Prevotellaceae_Other
331	otu	8.97424391995e-05	p__Firmicutes	8.97424391995e-05	f__Bacillaceae_g__Terribacillus
330	otu	0.000107690927039	p__Firmicutes	0.000107690927039	f__Sporolactobacillaceae_g__Sporolactobacillus
333	otu	0.456537736696	p__Firmicutes	0.456537736696	f__Erysipelotrichaceae_Other
332	otu	3.58969756798e-05	p__Proteobacteria	3.58969756798e-05	f__Neisseriaceae_g__Microvirgula
6	otu	8.00805381411e-05	p__Proteobacteria	8.00805381411e-05	f__Neisseriaceae_g__Aquitalea
99	otu	0.0315402919508	p__Firmicutes	0.0315402919508	Other_Other
98	otu	0.000183041230037	p__Proteobacteria	0.000183041230037	f__Moritellaceae_Other
91	otu	0.000205921383792	p__Firmicutes	0.000205921383792	f__Bacillaceae_g__Terribacillus
90	otu	0.000137280922528	p__Firmicutes	0.000137280922528	f__Sporolactobacillaceae_g__Sporolactobacillus
93	otu	0.396158422185	p__Firmicutes	0.396158422185	f__Erysipelotrichaceae_Other
92	otu	0.0	p__Proteobacteria	0.0	f__Neisseriaceae_g__Microvirgula
95	otu	0.0147	p__Firmicutes	0.0147	f__Clostridiaceae_g__Anaerococcus
94	otu	0.0147	p__Firmicutes	0.0147	f__Lachnospiraceae_g__Butyrivibrio
97	otu	5.72003843865e-05	p__Firmicutes	5.72003843865e-05	f__Erysipelotrichaceae_g__L7A_E11
96	otu	0.00306594060312	p__Bacteroidetes	0.00306594060312	f__Prevotellaceae_Other
153	otu	0.0534022788633	p__Actinobacteria	0.0534022788633	f__Bifidobacteriaceae_Other
559	otu	0.000196103040382	p__Firmicutes	0.000196103040382	f__Streptococcaceae_g__Lactococcus
558	otu	0.0	p__Actinobacteria	0.0	f__Micrococcaceae_g__Renibacterium
555	otu	0.0318941984877	p__Bacteroidetes	0.0318941984877	Other_Other
554	otu	5.49088513068e-05	p__Firmicutes	5.49088513068e-05	f__Bacillaceae_g__Bacillus
557	otu	0.000533400269836	p__Proteobacteria	0.000533400269836	f__Phyllobacteriaceae_g__Mesorhizobium
556	otu	4.70647296916e-05	p__Firmicutes	4.70647296916e-05	f___g__
551	otu	0.135546421512	p__Firmicutes	0.135546421512	f__Peptococcaceae_g__Desulfosporosinus
550	otu	5.49088513068e-05	p__Bacteroidetes	5.49088513068e-05	f__Porphyromonadaceae_g__
553	otu	0.0	p__Proteobacteria	0.0	f__Oceanospirillaceae_g__Oceanospirillum
552	otu	0.00211791283612	p__Proteobacteria	0.00211791283612	f__Enterobacteriaceae_g__Serratia
238	otu	0.000423282844461	p__Proteobacteria	0.000423282844461	f__Enterobacteriaceae_g__Photorhabdus
239	otu	0.149922207477	p__Firmicutes	0.149922207477	Other_Other
234	otu	0.0	p__	0.0	f___g__
235	otu	6.86404612638e-05	p__Proteobacteria	6.86404612638e-05	f__Coxiellaceae_g__
236	otu	8.00805381411e-05	p__Proteobacteria	8.00805381411e-05	f__Enterobacteriaceae_g__Arsenophonus
237	otu	0.00176177183911	p__Firmicutes	0.00176177183911	f__Clostridiaceae_g__Sarcina
230	otu	1.32384569624	p__Firmicutes	1.32384569624	f__Erysipelotrichaceae_g__
