#Sample	OTU	Abundance
blast_100.0	1	1.14400768773e-05
blast_100.0	2	8.00805381412e-05
blast_100.0	8	0.0827918363611
blast_100.0	10	0.0181439619274
blast_100.0	12	6.86404612639e-05
blast_100.0	13	0.132018487164
blast_100.0	23	0.0705623941793
blast_100.0	31	0.00017160115316
blast_100.0	33	4.57603075093e-05
blast_100.0	35	0.0122523223356
blast_100.0	39	1.14400768773e-05
blast_100.0	42	2.28801537546e-05
blast_100.0	46	0.000503363382602
blast_100.0	51	1.14400768773e-05
blast_100.0	56	1.14400768773e-05
blast_100.0	60	0.00243673637487
blast_100.0	61	1.14400768773e-05
blast_100.0	63	2.28801537546e-05
blast_100.0	65	0.0273417837368
blast_100.0	68	1.14400768773e-05
blast_100.0	71	0.00596028005308
blast_100.0	72	9.15206150185e-05
blast_100.0	74	1.14400768773e-05
blast_100.0	81	0.00604036059122
blast_100.0	86	0.0632178648241
blast_100.0	88	2.28801537546e-05
blast_100.0	97	1.14400768773e-05
blast_100.0	103	4.57603075093e-05
blast_100.0	104	2.28801537546e-05
blast_100.0	109	0.000183041230037
blast_100.0	110	1.14400768773e-05
blast_100.0	113	0.00223081499108
blast_100.0	114	0.000183041230037
blast_100.0	116	1.14400768773e-05
blast_100.0	121	3.43202306319e-05
blast_100.0	122	1.14400768773e-05
blast_100.0	123	0.0152153022468
blast_100.0	128	2.28801537546e-05
blast_100.0	129	0.0435180524413
blast_100.0	131	0.134398023155
blast_100.0	132	0.00621196174438
blast_100.0	133	3.43202306319e-05
blast_100.0	135	2.28801537546e-05
blast_100.0	136	2.28801537546e-05
blast_100.0	137	1.14400768773e-05
blast_100.0	138	0.043826934517
blast_100.0	140	0.000572003843866
blast_100.0	143	3.43202306319e-05
blast_100.0	146	4.57603075093e-05
blast_100.0	147	1.14400768773e-05
blast_100.0	149	0.0199629341509
blast_100.0	151	0.00990710657576
blast_100.0	155	1.14400768773e-05
blast_100.0	160	4.57603075093e-05
blast_100.0	168	0.0285086715783
blast_100.0	170	0.0743604997026
blast_100.0	171	0.000251681691301
blast_100.0	172	0.0133276895621
blast_100.0	175	2.28801537546e-05
blast_100.0	178	9.15206150185e-05
blast_100.0	179	1.14400768773e-05
blast_100.0	185	0.0283942708095
blast_100.0	188	0.0349379947833
blast_100.0	192	0.0107536722647
blast_100.0	194	1.14400768773e-05
blast_100.0	195	0.00867157827301
blast_100.0	196	2.28801537546e-05
blast_100.0	197	0.000205921383792
blast_100.0	198	3.43202306319e-05
blast_100.0	205	1.14400768773e-05
blast_100.0	206	0.00225369514483
blast_100.0	214	3.43202306319e-05
blast_100.0	216	2.28801537546e-05
blast_100.0	217	6.86404612639e-05
blast_100.0	219	0.00926646227063
blast_100.0	221	0.0162906694733
blast_100.0	225	0.000194481306914
blast_100.0	226	0.000892325996431
blast_100.0	227	0.0109481535716
blast_100.0	230	0.0558161350844
blast_100.0	233	0.00561707774676
blast_100.0	235	1.14400768773e-05
blast_100.0	237	0.000251681691301
blast_100.0	240	0.000217361460669
blast_100.0	242	8.07681952795e-05
blast_100.0	248	0.0907026832989
blast_100.0	250	0.0187830925245
blast_100.0	252	1.79484878399e-05
blast_100.0	253	0.129085524545
blast_100.0	263	0.071856771067
blast_100.0	268	3.58969756798e-05
blast_100.0	271	8.97424391995e-05
blast_100.0	273	2.69227317598e-05
blast_100.0	275	0.0620389482186
blast_100.0	286	0.000457686439917
blast_100.0	291	6.28197074396e-05
blast_100.0	296	2.69227317598e-05
blast_100.0	297	3.58969756798e-05
blast_100.0	299	2.69227317598e-05
blast_100.0	300	0.00333841873822
blast_100.0	303	1.79484878399e-05
blast_100.0	305	0.027012474199
blast_100.0	311	0.00545634030333
blast_100.0	312	8.97424391995e-05
blast_100.0	313	1.79484878399e-05
blast_100.0	314	8.97424391995e-06
blast_100.0	319	8.97424391995e-06
blast_100.0	321	0.00585120703581
blast_100.0	326	0.00874091357803
blast_100.0	328	8.97424391995e-06
blast_100.0	329	8.97424391995e-06
blast_100.0	343	1.79484878399e-05
blast_100.0	344	2.69227317598e-05
blast_100.0	349	0.000143587902719
blast_100.0	350	2.69227317598e-05
blast_100.0	353	0.00188459122319
blast_100.0	354	0.000206407610159
blast_100.0	356	2.69227317598e-05
blast_100.0	361	7.17939513596e-05
blast_100.0	363	0.0136049537826
blast_100.0	368	5.38454635197e-05
blast_100.0	369	0.0383648927578
blast_100.0	371	0.139854617248
blast_100.0	372	0.00561787669389
blast_100.0	373	8.97424391995e-06
blast_100.0	375	1.79484878399e-05
blast_100.0	376	8.97424391995e-06
blast_100.0	378	0.0386341200754
blast_100.0	380	0.000556403123037
blast_100.0	383	1.79484878399e-05
blast_100.0	386	1.79484878399e-05
blast_100.0	387	8.97424391995e-06
blast_100.0	389	0.0201471776003
blast_100.0	391	0.00552813425469
blast_100.0	400	0.000107690927039
blast_100.0	402	1.79484878399e-05
blast_100.0	408	0.0243381495109
blast_100.0	410	0.0779413084448
blast_100.0	411	7.17939513596e-05
blast_100.0	412	0.00807681952795
blast_100.0	415	3.58969756798e-05
blast_100.0	418	0.000143587902719
blast_100.0	419	8.97424391995e-06
blast_100.0	425	0.0310060127434
blast_100.0	428	0.0362200484609
blast_100.0	432	0.014457506955
blast_100.0	434	8.97424391995e-06
blast_100.0	435	0.00854348021179
blast_100.0	437	0.000188459122319
blast_100.0	438	8.97424391995e-06
blast_100.0	441	1.79484878399e-05
blast_100.0	446	0.00150767297855
blast_100.0	450	8.97424391995e-06
blast_100.0	454	4.48712195997e-05
blast_100.0	456	8.97424391995e-06
blast_100.0	457	3.58969756798e-05
blast_100.0	459	0.0110831912411
blast_100.0	461	0.0122677914386
blast_100.0	465	0.000215381854079
blast_100.0	466	0.00103203805079
blast_100.0	467	0.0153998025666
blast_100.0	470	0.0611953692901
blast_100.0	473	0.00698196176972
blast_100.0	474	1.79484878399e-05
blast_100.0	475	8.97424391995e-06
blast_100.0	477	0.000143587902719
blast_100.0	480	0.000116665170959
blast_100.0	481	2.35323648458e-05
blast_100.0	482	0.00016472655392
blast_100.0	487	1.56882432305e-05
blast_100.0	488	0.0999968623514
blast_100.0	490	0.0161902670139
blast_100.0	492	1.56882432305e-05
blast_100.0	493	0.127874870572
blast_100.0	503	0.0796884314894
blast_100.0	511	9.41294593831e-05
blast_100.0	513	5.49088513068e-05
blast_100.0	515	0.0125035298547
blast_100.0	519	7.84412161526e-06
blast_100.0	522	3.1376486461e-05
blast_100.0	526	0.000509867904992
blast_100.0	531	3.1376486461e-05
blast_100.0	536	1.56882432305e-05
blast_100.0	539	5.49088513068e-05
blast_100.0	540	0.00239245709265
blast_100.0	541	7.84412161526e-06
blast_100.0	543	1.56882432305e-05
blast_100.0	545	0.0286310438957
blast_100.0	548	7.84412161526e-06
blast_100.0	551	0.00585171472499
blast_100.0	552	7.05970945374e-05
blast_100.0	554	7.84412161526e-06
blast_100.0	559	7.84412161526e-06
blast_100.0	561	0.0065812180352
blast_100.0	566	0.0547676571178
blast_100.0	569	1.56882432305e-05
blast_100.0	577	7.84412161526e-06
blast_100.0	583	6.27529729221e-05
blast_100.0	584	1.56882432305e-05
blast_100.0	589	0.000156882432305
blast_100.0	593	0.00217282168743
blast_100.0	594	0.000180414797151
blast_100.0	596	2.35323648458e-05
blast_100.0	601	7.84412161526e-05
blast_100.0	602	2.35323648458e-05
blast_100.0	603	0.014597910326
blast_100.0	608	3.92206080763e-05
blast_100.0	609	0.0347808352421
blast_100.0	611	0.13631514543
blast_100.0	612	0.00563992344137
blast_100.0	613	1.56882432305e-05
blast_100.0	615	7.84412161526e-06
blast_100.0	616	3.92206080763e-05
blast_100.0	617	7.84412161526e-06
blast_100.0	618	0.0455586583414
blast_100.0	620	0.000525556148223
blast_100.0	623	1.56882432305e-05
blast_100.0	626	6.27529729221e-05
blast_100.0	627	7.84412161526e-06
blast_100.0	629	0.016778576135
blast_100.0	631	0.00798531580434
blast_100.0	635	7.84412161526e-06
blast_100.0	640	9.41294593831e-05
blast_100.0	642	3.1376486461e-05
blast_100.0	647	2.35323648458e-05
blast_100.0	648	0.0295644943679
blast_100.0	650	0.0693577233221
blast_100.0	651	0.00044711493207
blast_100.0	652	0.0149195193122
blast_100.0	655	4.70647296916e-05
blast_100.0	658	4.70647296916e-05
blast_100.0	665	0.0345690439585
blast_100.0	667	1.56882432305e-05
blast_100.0	668	0.0321687427442
blast_100.0	672	0.0103542405321
blast_100.0	675	0.0119152207336
blast_100.0	677	0.000180414797151
blast_100.0	678	1.56882432305e-05
blast_100.0	685	7.84412161526e-06
blast_100.0	686	0.00182768033636
blast_100.0	690	7.84412161526e-06
blast_100.0	694	2.35323648458e-05
blast_100.0	696	7.84412161526e-06
blast_100.0	697	7.84412161526e-05
blast_100.0	699	0.0105032788428
blast_100.0	701	0.0117348059364
blast_100.0	705	0.000180414797151
blast_100.0	706	0.00125505945844
blast_100.0	707	0.0106915377616
blast_100.0	710	0.0519202409714
blast_100.0	713	0.00695773587274
blast_100.0	714	7.84412161526e-06
blast_100.0	717	0.000203947161997
blast_100.0	720	0.000101973580998
blast_0.0001	1	1.14400768773e-05
blast_0.0001	2	8.00805381412e-05
blast_0.0001	8	0.0827918363611
blast_0.0001	10	0.0181439619274
blast_0.0001	12	6.86404612639e-05
blast_0.0001	13	0.132018487164
blast_0.0001	23	0.0705623941793
blast_0.0001	31	0.00017160115316
blast_0.0001	33	4.57603075093e-05
blast_0.0001	35	0.0122523223356
blast_0.0001	39	1.14400768773e-05
blast_0.0001	42	2.28801537546e-05
blast_0.0001	46	0.000503363382602
blast_0.0001	51	1.14400768773e-05
blast_0.0001	56	1.14400768773e-05
blast_0.0001	60	0.00243673637487
blast_0.0001	61	1.14400768773e-05
blast_0.0001	63	2.28801537546e-05
blast_0.0001	65	0.0273417837368
blast_0.0001	68	1.14400768773e-05
blast_0.0001	71	0.00596028005308
blast_0.0001	72	9.15206150185e-05
blast_0.0001	74	1.14400768773e-05
blast_0.0001	81	0.00604036059122
blast_0.0001	86	0.0632178648241
blast_0.0001	88	2.28801537546e-05
blast_0.0001	97	1.14400768773e-05
blast_0.0001	103	4.57603075093e-05
blast_0.0001	104	2.28801537546e-05
blast_0.0001	109	0.000183041230037
blast_0.0001	110	1.14400768773e-05
blast_0.0001	113	0.00223081499108
blast_0.0001	114	0.000183041230037
blast_0.0001	116	1.14400768773e-05
blast_0.0001	121	3.43202306319e-05
blast_0.0001	122	1.14400768773e-05
blast_0.0001	123	0.0152153022468
blast_0.0001	128	2.28801537546e-05
blast_0.0001	129	0.0435180524413
blast_0.0001	131	0.134398023155
blast_0.0001	132	0.00621196174438
blast_0.0001	133	3.43202306319e-05
blast_0.0001	135	2.28801537546e-05
blast_0.0001	136	2.28801537546e-05
blast_0.0001	137	1.14400768773e-05
blast_0.0001	138	0.043826934517
blast_0.0001	140	0.000572003843866
blast_0.0001	143	3.43202306319e-05
blast_0.0001	146	4.57603075093e-05
blast_0.0001	147	1.14400768773e-05
blast_0.0001	149	0.0199629341509
blast_0.0001	151	0.00990710657576
blast_0.0001	155	1.14400768773e-05
blast_0.0001	160	4.57603075093e-05
blast_0.0001	168	0.0285086715783
blast_0.0001	170	0.0743604997026
blast_0.0001	171	0.000251681691301
blast_0.0001	172	0.0133276895621
blast_0.0001	175	2.28801537546e-05
blast_0.0001	178	9.15206150185e-05
blast_0.0001	179	1.14400768773e-05
blast_0.0001	185	0.0283942708095
blast_0.0001	188	0.0349379947833
blast_0.0001	192	0.0107536722647
blast_0.0001	194	1.14400768773e-05
blast_0.0001	195	0.00867157827301
blast_0.0001	196	2.28801537546e-05
blast_0.0001	197	0.000205921383792
blast_0.0001	198	3.43202306319e-05
blast_0.0001	205	1.14400768773e-05
blast_0.0001	206	0.00225369514483
blast_0.0001	214	3.43202306319e-05
blast_0.0001	216	2.28801537546e-05
blast_0.0001	217	6.86404612639e-05
blast_0.0001	219	0.00926646227063
blast_0.0001	221	0.0162906694733
blast_0.0001	225	0.000194481306914
blast_0.0001	226	0.000892325996431
blast_0.0001	227	0.0109481535716
blast_0.0001	230	0.0558161350844
blast_0.0001	233	0.00561707774676
blast_0.0001	235	1.14400768773e-05
blast_0.0001	237	0.000251681691301
blast_0.0001	240	0.000217361460669
blast_0.0001	242	8.07681952795e-05
blast_0.0001	248	0.0907026832989
blast_0.0001	250	0.0187830925245
blast_0.0001	252	1.79484878399e-05
blast_0.0001	253	0.129085524545
blast_0.0001	263	0.071856771067
blast_0.0001	268	3.58969756798e-05
blast_0.0001	271	8.97424391995e-05
blast_0.0001	273	2.69227317598e-05
blast_0.0001	275	0.0620389482186
blast_0.0001	286	0.000457686439917
blast_0.0001	291	6.28197074396e-05
blast_0.0001	296	2.69227317598e-05
blast_0.0001	297	3.58969756798e-05
blast_0.0001	299	2.69227317598e-05
blast_0.0001	300	0.00333841873822
blast_0.0001	303	1.79484878399e-05
blast_0.0001	305	0.027012474199
blast_0.0001	311	0.00545634030333
blast_0.0001	312	8.97424391995e-05
blast_0.0001	313	1.79484878399e-05
blast_0.0001	314	8.97424391995e-06
blast_0.0001	319	8.97424391995e-06
blast_0.0001	321	0.00585120703581
blast_0.0001	326	0.00874091357803
blast_0.0001	328	8.97424391995e-06
blast_0.0001	329	8.97424391995e-06
blast_0.0001	343	1.79484878399e-05
blast_0.0001	344	2.69227317598e-05
blast_0.0001	349	0.000143587902719
blast_0.0001	350	2.69227317598e-05
blast_0.0001	353	0.00188459122319
blast_0.0001	354	0.000206407610159
blast_0.0001	356	2.69227317598e-05
blast_0.0001	361	7.17939513596e-05
blast_0.0001	363	0.0136049537826
blast_0.0001	368	5.38454635197e-05
blast_0.0001	369	0.0383648927578
blast_0.0001	371	0.139854617248
blast_0.0001	372	0.00561787669389
blast_0.0001	373	8.97424391995e-06
blast_0.0001	375	1.79484878399e-05
blast_0.0001	376	8.97424391995e-06
blast_0.0001	378	0.0386341200754
blast_0.0001	380	0.000556403123037
blast_0.0001	383	1.79484878399e-05
blast_0.0001	386	1.79484878399e-05
blast_0.0001	387	8.97424391995e-06
blast_0.0001	389	0.0201471776003
blast_0.0001	391	0.00552813425469
blast_0.0001	400	0.000107690927039
blast_0.0001	402	1.79484878399e-05
blast_0.0001	408	0.0243381495109
blast_0.0001	410	0.0779413084448
blast_0.0001	411	7.17939513596e-05
blast_0.0001	412	0.00807681952795
blast_0.0001	415	3.58969756798e-05
blast_0.0001	418	0.000143587902719
blast_0.0001	419	8.97424391995e-06
blast_0.0001	425	0.0310060127434
blast_0.0001	428	0.0362200484609
blast_0.0001	432	0.014457506955
blast_0.0001	434	8.97424391995e-06
blast_0.0001	435	0.00854348021179
blast_0.0001	437	0.000188459122319
blast_0.0001	438	8.97424391995e-06
blast_0.0001	441	1.79484878399e-05
blast_0.0001	446	0.00150767297855
blast_0.0001	450	8.97424391995e-06
blast_0.0001	454	4.48712195997e-05
blast_0.0001	456	8.97424391995e-06
blast_0.0001	457	3.58969756798e-05
blast_0.0001	459	0.0110831912411
blast_0.0001	461	0.0122677914386
blast_0.0001	465	0.000215381854079
blast_0.0001	466	0.00103203805079
blast_0.0001	467	0.0153998025666
blast_0.0001	470	0.0611953692901
blast_0.0001	473	0.00698196176972
blast_0.0001	474	1.79484878399e-05
