UclustConsensusTaxonAssigner parameters:
id_to_taxonomy_filepath:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/ref_taxa.tsv
id_to_taxonomy_fp:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/ref_taxa.tsv
max_accepts:1
min_consensus_fraction:0.76
reference_sequences_fp:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/ref_seqs.fasta
similarity:0.8
unassignable_label:Unassigned
Result path: /var/folders/0t/l1dz88p50y91vx_22fx5w3780000gn/T/assign-taxLi06QS

.uc file contents:

# uclust --input /Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/query.fasta --id 0.8 --rev --maxaccepts 1 --allhits --libonly --lib /Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/ref_seqs.fasta --uc /var/folders/0t/l1dz88p50y91vx_22fx5w3780000gn/T/UclustConsensusTaxonAssigner_9hWcbw.uc
# version=1.2.22
# Tab-separated fields:
# 1=Type, 2=ClusterNr, 3=SeqLength or ClusterSize, 4=PctId, 5=Strand, 6=QueryStart, 7=SeedStart, 8=Alignment, 9=QueryLabel, 10=TargetLabel
# Record types (field 1): L=LibSeed, S=NewSeed, H=Hit, R=Reject, D=LibCluster, C=NewCluster, N=NoHit
# For C and D types, PctId is average id with seed.
# QueryStart and SeedStart are zero-based relative to start of sequence.
# If minus strand, SeedStart is relative to reverse-complemented seed.
L	12066	250	*	*	*	*	*	2097809	*
H	12066	250	100.0	+	0	0	250M	1108035	2097809
L	9552	250	*	*	*	*	*	99373	*
H	9552	250	99.6	+	0	0	250M	1096444	99373
L	69	250	*	*	*	*	*	1100298	*
H	69	250	100.0	+	0	0	250M	1080702	1100298
L	16984	250	*	*	*	*	*	4340653	*
H	16984	250	98.4	+	0	0	100MD149MI	1065380	4340653
L	16774	250	*	*	*	*	*	4330158	*
H	16774	250	100.0	+	0	0	250M	1042479	4330158
L	18704	250	*	*	*	*	*	4425527	*
H	18704	250	98.8	+	0	0	250M	971907	4425527
L	18321	250	*	*	*	*	*	4406395	*
H	18321	250	97.2	+	0	0	250M	955905	4406395
L	3972	250	*	*	*	*	*	407441	*
H	3972	250	97.2	+	0	0	108MD141MI	887059	407441
L	4686	250	*	*	*	*	*	349131	*
H	4686	250	99.6	+	0	0	250M	853756	349131
L	17115	250	*	*	*	*	*	4347830	*
H	17115	250	98.4	+	0	0	250M	845765	4347830
L	18595	250	*	*	*	*	*	4419566	*
H	18595	250	97.6	+	0	0	250M	832772	4419566
L	6484	250	*	*	*	*	*	252234	*
H	6484	250	99.6	+	0	0	250M	826749	252234
L	9749	250	*	*	*	*	*	78075	*
H	9749	250	96.0	+	0	0	250M	823665	78075
L	18531	250	*	*	*	*	*	4415996	*
H	18531	250	98.8	+	0	0	250M	793649	4415996
L	2164	250	*	*	*	*	*	573344	*
H	2164	250	98.0	+	0	0	250M	781103	573344
L	1469	250	*	*	*	*	*	758208	*
H	1469	250	100.0	+	0	0	250M	768306	758208
L	14320	250	*	*	*	*	*	638883	*
H	14320	250	99.6	+	0	0	250M	744773	638883
L	9680	250	*	*	*	*	*	86196	*
H	9680	250	99.6	+	0	0	23MD226MI	728797	86196
L	10080	250	*	*	*	*	*	40839	*
H	10080	250	98.4	+	0	0	D11MI197MD29MI11M	690063	40839
L	10630	250	*	*	*	*	*	10257	*
H	10630	250	100.0	+	0	0	250M	681954	10257
L	14649	250	*	*	*	*	*	986748	*
H	14649	250	99.2	+	0	0	250M	622460	986748
L	1433	250	*	*	*	*	*	779482	*
H	1433	250	98.8	+	0	0	250M	615682	779482
L	14028	250	*	*	*	*	*	3208510	*
H	14028	250	100.0	+	0	0	250M	607959	3208510
L	1751	250	*	*	*	*	*	617108	*
H	1751	250	99.6	+	0	0	250M	591605	617108
L	4543	250	*	*	*	*	*	357505	*
H	4543	250	91.6	+	0	0	133MD36MI32MD47MI	591285	357505
L	12966	250	*	*	*	*	*	2566741	*
H	12966	250	98.4	+	0	0	250M	590652	2566741
L	2474	250	*	*	*	*	*	556169	*
H	2474	250	100.0	+	0	0	250M	583935	556169
L	11032	250	*	*	*	*	*	1523231	*
H	11032	250	100.0	+	0	0	250M	583549	1523231
L	6875	250	*	*	*	*	*	223485	*
H	6875	250	100.0	+	0	0	250M	582913	223485
L	1506	250	*	*	*	*	*	740629	*
H	1506	250	95.6	+	0	0	145MI104MD	581339	740629
L	16721	250	*	*	*	*	*	4327997	*
H	16721	250	98.4	+	0	0	221MD28MI	579933	4327997
L	12397	250	*	*	*	*	*	2266188	*
H	12397	250	98.4	+	0	0	250M	578401	2266188
L	14937	250	*	*	*	*	*	1124552	*
H	14937	250	91.6	+	0	0	250M	575979	1124552
L	6090	250	*	*	*	*	*	270909	*
H	6090	250	100.0	+	0	0	250M	574989	270909
L	11966	250	*	*	*	*	*	2045262	*
H	11966	250	100.0	+	0	0	250M	570301	2045262
L	7304	250	*	*	*	*	*	194286	*
H	7304	250	100.0	+	0	0	250M	570230	194286
L	8653	250	*	*	*	*	*	152216	*
H	8653	250	100.0	+	0	0	250M	569580	152216
L	6615	250	*	*	*	*	*	244196	*
H	6615	250	99.2	+	0	0	250M	568991	244196
L	19056	250	*	*	*	*	*	4442258	*
H	19056	250	99.6	+	0	0	250M	564448	4442258
L	18118	250	*	*	*	*	*	4394897	*
H	18118	250	98.8	+	0	0	250M	560943	4394897
L	15193	250	*	*	*	*	*	3871230	*
H	15193	250	99.6	+	0	0	250M	560465	3871230
L	13779	250	*	*	*	*	*	1137977	*
