#OTU ID	taxonomy	confidence	num hits
fc0e6c3e5e859553cebda3dcc4b115a2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Anaerofustis; s__	1.00	2
508cfb137772b063da147e84d2cd7df7	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__	1.00	5
f9407cb209761a7f36adff66fb4f94e9	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__	0.60	5
98a497083edd0ba2f7f23b83e3b2a7da	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium	0.75	4
8565b42ce22b3a675a3368940bce6da1	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__	1.00	5
1cec7f7229b89c7dd169ba882bc31ed4	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__	1.00	5
99092001133fe2149a63612e716c0245	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Catenibacterium; s__	0.60	5
354ddaeb1ee1a22c426e1a6e498ee752	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Dehalobacter_Syntrophobotulus; s__	0.60	5
13014eb4cd2b32559a66339a42df29dd	k__Archaea; p__[Parvarchaeota]; c__[Parvarchaea]; o__WCHD3-30; f__; g__; s__	1.00	1
a402f3090b851dd47451bd7f1c692e85	k__Bacteria; p__FBP; c__; o__; f__; g__; s__	1.00	5
caefe845aedf396519d985f05912a9ea	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__	1.00	5
24029670630060b5bf93a8d63f46407b	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Luteolibacter; s__	0.60	5
acd6f679e7ab12be00e31df3b13bbffb	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas	0.60	5
cfb4d10725ec7c0cd59a0452bec5bcb5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1.00	5
9b8f0d83faa2a954da84393a42117591	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.80	5
cb0f9629e629e8ebefff8fcb146388c4	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__	1.00	5
d60c46784ddea0e0d904a38525574ab8	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__	0.80	5
dcbd5871b1651983690b99f16fc67118	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__	0.60	5
1e2d1a8f03accd4907d668b183c2f9f0	Unassigned	1.00	1
7f10e88d8bc29b11de36363facded0e5	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__[Thermodesulfovibrionaceae]; g__GOUTA19; s__	0.60	5
a212b558e5bc499d44e46aeff1d347ff	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus	0.60	5
d6fcd2f7048ffbc5aed3ec614fef4595	Unassigned	1.00	1
20e92f416d9f589bfc3a3a6760f1a1de	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__	0.60	5
7b7defc3862f4ba8e117896ed0738028	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae	1.00	5
a813cea98932247942666328df9cd21f	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__	1.00	5
647dc5365984cef806e991adfb66ab44	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__	1.00	5
3b056c53b119aa1c5d97c6d7c37ac461	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__	0.80	5
05be659c231b0fa4d1702965760f6378	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__	1.00	5
faf314b8f8d0a3794607aff054abb7f5	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__	1.00	5
7752ac502c19539772ced36b4bc62f60	Unassigned	1.00	1
e7e96f6b2e4a3733940aa54b34e34469	Unassigned	1.00	1
def2019f304f8a59edb8cab3aa78ecd1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	1.00	5
d10894936d08e62381201d90472af259	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__	0.60	5
c617423bb359f72ed41af659f5b72069	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	1.00	5
cb8f895e5437e5d6559bd3e673a52ae5	Unassigned	1.00	1
