Taxon	EUK.Mock.1
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.083333333
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	0.333333332
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.083333333
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Coccidioides	0.083333333
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.083333333
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.083333333
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Schizosaccharomyces	0.083333333
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.083333333
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.083333333
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.083333333
Root;k__Unclassified_sequences;p__Fusarium_oxysporum_f._sp._lycopersici_4286;c__Fusarium_oxysporum_f._sp._lycopersici_4286;g__Unclassified_sequences	0.083333333
