Taxon	Even1	Even2	Even3
Actinobacteria; Actinobacteria (class); Actinobacteridae; Bifidobacteriales;Bifidobacteriaceae; Bifidobacterium;Bifidobacterium adolescentis	1.47	1.47	1.47
Actinobacteria; Actinobacteria (class); Actinobacteridae; Bifidobacteriales;Bifidobacteriaceae; Bifidobacterium;Bifidobacterium angulatum	1.47	1.47	1.47
Actinobacteria; Actinobacteria (class); Actinobacteridae; Bifidobacteriales;Bifidobacteriaceae; Bifidobacterium;Bifidobacterium breve	1.47	1.47	1.47
Actinobacteria; Actinobacteria (class); Actinobacteridae; Bifidobacteriales;Bifidobacteriaceae; Bifidobacterium;Bifidobacterium catenulatum	1.47	1.47	1.47
Actinobacteria; Actinobacteria (class); Actinobacteridae; Bifidobacteriales;Bifidobacteriaceae; Bifidobacterium;Bifidobacterium dentium	1.47	1.47	1.47
Actinobacteria; Actinobacteria (class); Actinobacteridae; Bifidobacteriales;Bifidobacteriaceae; Bifidobacterium;Bifidobacterium gallicum	1.47	1.47	1.47
Actinobacteria; Actinobacteria (class); Actinobacteridae; Bifidobacteriales;Bifidobacteriaceae; Bifidobacterium;Bifidobacterium bifidum	1.47	1.47	1.47
Actinobacteria; Actinobacteria (class); Actinobacteridae; Bifidobacteriales;Bifidobacteriaceae; Bifidobacterium;Bifidobacterium pseudocatenulatum	1.47	1.47	1.47
Actinobacteria; Actinobacteria (class); Coriobacteridae; Coriobacteriales;Coriobacterineae; Coriobacteriaceae; Collinsella;Collinsella intestinalis	1.47	1.47	1.47
Actinobacteria; Actinobacteria (class); Coriobacteridae; Coriobacteriales;Coriobacterineae; Coriobacteriaceae; Collinsella;Collinsella stercoris	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Bacteroidaceae; Bacteroides;Bacteroides caccae	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Bacteroidaceae; Bacteroides;Bacteroides cellulosilyticus	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Bacteroidaceae; Bacteroides;Bacteroides coprocola	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Bacteroidaceae; Bacteroides;Bacteroides coprophilus	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Bacteroidaceae; Bacteroides;Bacteroides dorei	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Bacteroidaceae; Bacteroides;Bacteroides eggerthii	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Bacteroidaceae; Bacteroides;Bacteroides finegoldii	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Bacteroidaceae; Bacteroides;Bacteroides intestinalis	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Bacteroidaceae; Bacteroides;Bacteroides ovatus	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Bacteroidaceae; Bacteroides;Bacteroides plebeius	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Bacteroidaceae; Bacteroides;Bacteroides stercoris	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Bacteroidaceae; Bacteroides;Bacteroides pectinophilus	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Porphyromonadaceae; Parabacteroides;Parabacteroides johnsonii	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Porphyromonadaceae; Parabacteroides;Prevotella copri	1.47	1.47	1.47
Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales;Rikenellaceae; Alistipes;Alistipes putredinis	1.47	1.47	1.47
Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus;Streptococcus infantarius 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium;Clostridium asparagiforme 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium;Clostridium bartlettii 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium;Clostridium hathewayi	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium;Clostridium hiranonis 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium;Clostridium hylemonae 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium;Clostridium celatum	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium;Clostridium methylpentosum 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium;Clostridium nexile 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium;Clostridium orbiscindens 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium;Clostridium ramosum	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium;Clostridium saccharolyticum-related	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium;Clostridium sporogenes 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Clostridiales incertae sedis; Clostridiales Family XI. Incertae Sedis; Anaerococcus;Anaerococcus hydrogenalis	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Anaerofustis;Anaerofustis stercorihominis 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium;Eubacterium biforme	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium;Eubacterium ramulus	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Butyrivibrio;Butyrivibrio crossotus 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus;Coprococcus comes 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea;Dorea formicigenerans 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia;Roseburia intestinalis 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia;Roseburia inulinivorans	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia;Roseburia faecis	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerotruncus;Anaerotruncus colihominis 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus;Ruminococcus hansenii	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus;Ruminococcus gnavus 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus;Ruminococcus lactaris 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus;Ruminococcus torques 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Subdoligranulum;Subdoligranulum variabile 	1.47	1.47	1.47
Firmicutes; Clostridia; Clostridiales; Veillonellaceae; Mitsuokella;Mitsuokella multacida 	1.47	1.47	1.47
Firmicutes; Erysipelotrichi; Erysipelotrichales; Erysipelotrichaceae; Catenibacterium;Catenibacterium mitsuokai 	2.94	2.94	2.94
Firmicutes; Erysipelotrichi; Erysipelotrichales; Erysipelotrichaceae; Holdemania;Holdemania filiformis 	1.47	1.47	1.47
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Citrobacter;Citrobacter sp	1.47	1.47	1.47
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Enterobacter;Enterobacter cancerogenus	1.47	1.47	1.47
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Edwardsiella;Edwardsiella tarda	1.47	1.47	1.47
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Proteus;Proteus penneri 	1.47	1.47	1.47
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Providencia;Providencia rettgeri	1.47	1.47	1.47
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Providencia;Providencia rustigianii	1.47	1.47	1.47
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Providencia;Providencia stuartii	1.47	1.47	1.47
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Providencia;Providencia alcalifaciens	1.47	1.47	1.47
Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae;Cedecea;Cedecea davisae	1.47	1.47	1.47
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium;Desulfitobacterium_hafniense	1.47	1.47	1.47
