dataset	level	iteration	method	parameters	seq_id               	observed_taxonomy	expected_taxonomy	result	mismatch_level
B1-REF	2	0	uclust	0.51:0.9:5	4476741	Unassigned	k__Bacteria; p__Chloroflexi; c__Thermobacula	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	97840	Unassigned	k__Bacteria; p__Cyanobacteria; c__Gloeobacterophycideae	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	2621281	Unassigned	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	2884179	Unassigned	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	4445049	Unassigned	k__Archaea; p__Euryarchaeota; c__Thermoplasmata	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	1145893	Unassigned	k__Bacteria; p__Bacteroidetes; c__Cytophagia	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	347913	Unassigned	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	1131014	Unassigned	k__Bacteria; p__Actinobacteria; c__Nitriliruptoria	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	38566	Unassigned	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	89370	Unassigned	k__Bacteria; p__Firmicutes; c__Bacilli	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	295454	Unassigned	k__Bacteria; p__Verrucomicrobia; c__Methylacidiphilae	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	312765	Unassigned	k__Bacteria; p__Planctomycetes; c__Brocadiae	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	545968	Unassigned	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	439	Unassigned	k__Archaea; p__Euryarchaeota; c__Methanomicrobia	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	273661	Unassigned	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	4321924	Unassigned	k__Bacteria; p__Actinobacteria; c__Actinobacteria	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	239922	Unassigned	k__Archaea; p__Euryarchaeota; c__Methanopyri	underclassification	0
B1-REF	2	0	uclust	0.51:0.9:5	672322	Unassigned	k__Bacteria; p__Spirochaetes; c__Brevinematae	underclassification	0
