Taxon	MockMiSeq.even
k__Bacteria;Other;Other	8.42243568418e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class)	0.0513473791486
k__Bacteria;p__Bacteroidetes;Other	1.68448713684e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.30892651846
k__Bacteria;p__Bacteroidetes;c__Flavobacteria	4.6323396263e-05
k__Bacteria;p__Firmicutes;Other	1.26336535263e-05
k__Bacteria;p__Firmicutes;c__Bacilli	0.0879218061071
k__Bacteria;p__Firmicutes;c__Clostridia	0.3805467003
k__Bacteria;p__Lentisphaerae;c__Lentisphaerae_(class)	0.000400065694998
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	3.79009605788e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.12196950236
k__Bacteria;p__Tenericutes;c__Erysipelotrichi	0.00579884696855
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.0428912537217
