Taxon	HMPMockV1.1.Even1	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1
None;Other;Other;Other	0.694545454545	0.717225824641	0.769325912183	0.795888399413
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.0025974025974	0.00366506907246	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__	0.0233766233766	0.0202988440936	0.00989486703772	0.0176211453744
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.00467532467532	0.00310121229208	0.004329004329	0.00513950073421
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0181818181818	0.0205807724838	0.00123685837972	0.0014684287812
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.0680519480519	0.0645616013533	0.0760667903525	0.0506607929515
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0103896103896	0.00817592331548	0.0828695114409	0.0778267254038
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.027012987013	0.0225542712151	0.00309214594929	0.0014684287812
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.000519480519481	0.000563856780378	0.00989486703772	0.00881057268722
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.150649350649	0.139272624753	0.04329004329	0.0411160058737
