UclustConsensusTaxonAssigner parameters:
id_to_taxonomy_filepath:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/ref_taxa.tsv
id_to_taxonomy_fp:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/ref_taxa.tsv
max_accepts:1
min_consensus_fraction:1.0
reference_sequences_fp:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/ref_seqs.fasta
similarity:0.9
unassignable_label:Unassigned
Result path: /var/folders/0t/l1dz88p50y91vx_22fx5w3780000gn/T/assign-taxptklwg

.uc file contents:

# uclust --input /Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/query.fasta --id 0.9 --rev --maxaccepts 1 --allhits --libonly --lib /Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/ref_seqs.fasta --uc /var/folders/0t/l1dz88p50y91vx_22fx5w3780000gn/T/UclustConsensusTaxonAssigner_43rvgS.uc
# version=1.2.22
# Tab-separated fields:
# 1=Type, 2=ClusterNr, 3=SeqLength or ClusterSize, 4=PctId, 5=Strand, 6=QueryStart, 7=SeedStart, 8=Alignment, 9=QueryLabel, 10=TargetLabel
# Record types (field 1): L=LibSeed, S=NewSeed, H=Hit, R=Reject, D=LibCluster, C=NewCluster, N=NoHit
# For C and D types, PctId is average id with seed.
# QueryStart and SeedStart are zero-based relative to start of sequence.
# If minus strand, SeedStart is relative to reverse-complemented seed.
L	13540	250	*	*	*	*	*	1086672	*
H	13540	250	100.0	+	0	0	250M	1110799	1086672
L	835	250	*	*	*	*	*	923209	*
H	835	250	100.0	+	0	0	250M	947041	923209
L	9193	250	*	*	*	*	*	114254	*
H	9193	250	99.2	+	0	0	2I42MD64MD142M	824571	114254
L	5123	250	*	*	*	*	*	322988	*
H	5123	250	98.0	+	0	0	14MI21MI39MI20MI152M4D	814889	322988
L	6085	250	*	*	*	*	*	271158	*
H	6085	250	99.6	+	0	0	250M	814142	271158
L	10715	250	*	*	*	*	*	8823	*
H	10715	250	100.0	+	0	0	250M	792531	8823
L	2173	250	*	*	*	*	*	573344	*
H	2173	250	98.0	+	0	0	250M	781103	573344
L	5971	250	*	*	*	*	*	276367	*
H	5971	250	96.8	+	0	0	200MI12MI36M2D	780288	276367
L	12694	250	*	*	*	*	*	647403	*
H	12694	250	100.0	+	0	0	250M	768306	647403
L	15286	250	*	*	*	*	*	722182	*
H	15286	250	100.0	+	0	0	250M	744773	722182
L	11768	250	*	*	*	*	*	1138081	*
H	11768	250	98.4	+	0	0	250M	734243	1138081
L	13242	250	*	*	*	*	*	1125994	*
H	13242	250	100.0	+	0	0	250M	723677	1125994
L	3745	250	*	*	*	*	*	484444	*
H	3745	250	98.8	+	0	0	2I248M2D	723344	484444
L	5104	250	*	*	*	*	*	324220	*
H	5104	250	97.6	+	0	0	250M	723021	324220
L	2660	250	*	*	*	*	*	546546	*
H	2660	250	97.2	+	0	0	35M2D9MI12MI192M	697227	546546
L	10076	250	*	*	*	*	*	40839	*
H	10076	250	98.4	+	0	0	D11MI197MD29MI11M	690063	40839
L	10629	250	*	*	*	*	*	10257	*
H	10629	250	100.0	+	0	0	250M	681954	10257
L	11911	250	*	*	*	*	*	1117497	*
