Taxon	EUK.Mock.1
No blast hit;Other;Other;Other;Other	0.284531660097
Root;k__Eukaryota;p__Environmental_samples;c__Uncultured_eukaryote;g__Environmental_samples	0.0121635732495
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.0160393599308
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Cladochytrium	0.000103479741489
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Environmental_samples	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Aspergillus	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Buellia	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	0.00137345838703
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Capnobotryella	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.0187674622064
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Coccidioides	0.0379112143818
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Dendryphiopsis	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Environmental_samples	0.000413918965955
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.0616362969304
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Humidicutis	5.64434953575e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Kluyveromyces	8.46652430363e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Kuraishia	5.64434953575e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Millerozyma	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Neoplaconema	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Paecilomyces	7.525799381e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema	0.000460955212086
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Penicillium	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Petractis	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Phaeosphaeria	0.0458885617257
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Preussia	4.70362461313e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.253224334672
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomycopsis	0.00022577398143
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Scheffersomyces	0.0175727415546
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Starmera	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella	0.000423326215181
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.0165755731367
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Ulospora	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Unclassified_capnodiales	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Ustilaginoidea	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Vanderwaltozyma	0.0139321361041
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Zygosaccharomyces	7.525799381e-05
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Mucor	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.208097760134
Root;k__Eukaryota;p__Fungi;c__Glomeromycota;g__Glomus	2.82217476788e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.006735590446
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Monodelphis	3.7628996905e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Sus	0.00218248182049
Root;k__Eukaryota;p__Metazoa;c__Cnidaria;g__Dendronephthya	1.88144984525e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Solanum	1.88144984525e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Zea	0.000865466928815
