Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__	2.95072548793e-05	1.71019687786e-05	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium	3.47144175051e-06	1.14013125191e-06	0.0	1.38276439492e-06
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.0457692237596	0.0443818892431	0.00379989635423	0.00335458642208
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter	5.20716262576e-06	2.28026250382e-06	0.0	0.0
k__Bacteria;Other;Other;Other;Other;Other	9.5464648139e-06	3.42039375573e-06	5.38419603858e-06	2.76552878985e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other;Other	0.0	0.0	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	5.120376582e-05	8.66499751451e-05	0.0140016017983	0.0123895689785
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;Other	0.0	0.0	2.69209801929e-06	4.14829318477e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	0.0	1.14013125191e-06	0.0	4.14829318477e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	7.81074393865e-06	3.42039375573e-06	0.000107683920772	0.000124448795543
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.000357558500302	0.000356861081848	0.0450428380097	0.0438156553819
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Sediminibacterium	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Caldiserica;c__OP5;o__;f__;g__	8.67860437627e-07	0.0	0.0	2.76552878985e-06
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__;f__;g__	1.73572087525e-06	0.0	1.34604900964e-06	5.53105757969e-06
