dataset	level	iteration	method	parameters	seq_id               	observed_taxonomy	expected_taxonomy	result	mismatch_level
B1-REF	1	2	sortmerna	0.76:0.8:1:0.8:1.0	299518	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Granulicella; s__tundricola	k__Bacteria; p__Verrucomicrobia	overclassification	1
B1-REF	1	2	sortmerna	0.76:0.8:1:0.8:1.0	317426	Unassigned	k__Bacteria; p__Fibrobacteres	underclassification	0
B1-REF	1	2	sortmerna	0.76:0.8:1:0.8:1.0	746126	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Acidicapsa; s__borealis	k__Bacteria; p__Tenericutes	overclassification	1
B1-REF	1	2	sortmerna	0.76:0.8:1:0.8:1.0	835202	Unassigned	k__Bacteria; p__Fusobacteria	underclassification	0
B1-REF	1	2	sortmerna	0.76:0.8:1:0.8:1.0	773133	Unassigned	k__Archaea; p__Euryarchaeota	underclassification	0
B1-REF	1	2	sortmerna	0.76:0.8:1:0.8:1.0	89370	k__Bacteria; p__Acidobacteria; c__Holophagae; o__Holophagales; f__Holophagaceae; g__Holophaga; s__foetida	k__Bacteria; p__Firmicutes	overclassification	1
B1-REF	1	2	sortmerna	0.76:0.8:1:0.8:1.0	2884179	Unassigned	k__Bacteria; p__Cyanobacteria	underclassification	0
B1-REF	1	2	sortmerna	0.76:0.8:1:0.8:1.0	1875	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__Sediminitomix; s__flava	k__Bacteria; p__Chrysiogenetes	overclassification	1
B1-REF	1	2	sortmerna	0.76:0.8:1:0.8:1.0	370251	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Granulicella; s__paludicola	k__Bacteria; p__Proteobacteria	overclassification	1
B1-REF	1	2	sortmerna	0.76:0.8:1:0.8:1.0	125020	k__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales; f__Desulfurococcaceae; g__Sulfophobococcus; s__zilligii	k__Archaea; p__Nanoarchaeota	overclassification	1
B1-REF	1	2	sortmerna	0.76:0.8:1:0.8:1.0	820546	Unassigned	k__Bacteria; p__Chlamydiae	underclassification	0
B1-REF	1	2	sortmerna	0.76:0.8:1:0.8:1.0	4321924	Unassigned	k__Bacteria; p__Actinobacteria	underclassification	0
