#NodeID	NodeType	Abundance	mock	k	p	c	o	f	g
1	otu	0.692285608867	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium
2	otu	0.00412721943331	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Other
3	otu	0.110558943432	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__
4	otu	0.133528183013	MockMiSeq.even	k__Bacteria	Other	Other	Other	Other	Other
5	otu	0.00319648933661	MockMiSeq.even	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__
6	otu	0.0239034788846	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Providencia
7	otu	1.49105341311	MockMiSeq.even	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium
8	otu	0.294085441865	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	Other
9	otu	0.0267841095911	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Enterobacter
10	otu	0.407945458602	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Edwardsiella
11	otu	2.5268690408e-05	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__
12	otu	1.2634345204e-05	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	Other
13	otu	2.51182504487	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
14	otu	3.36915872107e-05	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Saccharospirillaceae	g__ML110J-20
15	otu	0.00109497658435	MockMiSeq.even	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Other	Other	Other
16	otu	9.26518648293e-05	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__
17	otu	0.00226575923992	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__	g__
18	otu	8.46012740702	MockMiSeq.even	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides
19	otu	0.788117819481	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Lachnospira
20	otu	8.42289680267e-06	MockMiSeq.even	k__Bacteria	p__Actinobacteria	c__Nitriliruptoria	o__Nitriliruptorales	f__Nitriliruptoraceae	g__
21	otu	7.58060712239e-05	MockMiSeq.even	k__Bacteria	p__Actinobacteria	Other	Other	Other	Other
22	otu	0.764116775041	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Tissierellaceae]	g__Anaerococcus
23	otu	0.181277584987	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Erwinia
24	otu	1.2634345204e-05	MockMiSeq.even	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	Other
25	otu	0.00596762238469	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Salmonella
26	otu	0.481890771874	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__
27	otu	1.68457936053e-05	MockMiSeq.even	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Dysgonomonas
28	otu	1.29987126973	MockMiSeq.even	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Akkermansia
29	otu	0.0367231278182	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Proteus
30	otu	1.2634345204e-05	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Other	Other	Other
31	otu	5.89602776187e-05	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Morganella
32	otu	0.000202149523264	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Alicycliphilus
33	otu	3.7903035612e-05	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Plesiomonas
34	otu	0.000134766348843	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__
35	otu	0.0012634345204	MockMiSeq.even	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__[Weeksellaceae]	g__Cloacibacterium
36	otu	0.062499999	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Eubacterium
37	otu	0.00461153599946	MockMiSeq.even	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Other
38	otu	1.68457936053e-05	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Thermoactinomycetaceae	g__Laceyella
39	otu	2.5268690408e-05	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	Other	Other
