#Sample	OTU	Abundance
blast_100.0	1	0.033443111755
blast_100.0	3	0.0184250867558
blast_100.0	5	0.000412721943331
blast_100.0	6	0.000113709106836
blast_100.0	7	0.0482505643341
blast_100.0	9	4.21144840133e-05
blast_100.0	10	5.0537380816e-05
blast_100.0	13	0.0823296047977
blast_100.0	16	8.42289680267e-06
blast_100.0	17	0.0003158586301
blast_100.0	18	0.279273777838
blast_100.0	19	0.0266963714161
blast_100.0	22	0.0261783632627
blast_100.0	23	0.000181092281257
blast_100.0	25	0.000265321249284
blast_100.0	26	0.0415627842728
blast_100.0	28	0.04283464169
blast_100.0	29	0.000534853946969
blast_100.0	32	3.36915872107e-05
blast_100.0	34	8.42289680267e-06
blast_100.0	35	4.21144840133e-05
blast_100.0	45	0.000644351605404
blast_100.0	46	0.00266163538964
blast_100.0	50	8.42289680267e-06
blast_100.0	57	0.100699942724
blast_100.0	58	0.0343612075065
blast_100.0	60	1.68457936053e-05
blast_100.0	61	0.0012634345204
blast_100.0	63	8.42289680267e-06
blast_100.0	64	0.000400087598127
blast_100.0	65	0.00645615039925
blast_100.0	70	0.00918938041171
blast_100.0	74	2.94801388093e-05
blast_100.0	75	0.0707818132812
blast_100.0	78	0.00578653010343
blast_100.0	81	0.045353087834
blast_100.0	82	4.21144840133e-05
blast_100.0	87	0.00012634345204
blast_100.0	88	1.2634345204e-05
blast_100.0	90	0.00701206158822
blast_100.0	93	8.8440416428e-05
blast_100.0	95	0.00510427546242
blast_100.0	96	8.42289680267e-06
blast_100.0	98	0.00548330581854
blast_100.0	104	5.89602776187e-05
blast_100.0	110	0.0210740878003
blast_100.0	113	0.0559238233213
blast_100.0	118	0.0227123412284
blast_100.0	119	8.42289680267e-06
blast_100.0	123	0.00368080590277
blast_0.0001	1	0.033443111755
blast_0.0001	3	0.0184250867558
blast_0.0001	5	0.000412721943331
blast_0.0001	6	0.000113709106836
blast_0.0001	7	0.0482505643341
blast_0.0001	9	4.21144840133e-05
blast_0.0001	10	5.0537380816e-05
blast_0.0001	13	0.0823296047977
blast_0.0001	16	8.42289680267e-06
blast_0.0001	17	0.0003158586301
blast_0.0001	18	0.279273777838
blast_0.0001	19	0.0266963714161
blast_0.0001	22	0.0261783632627
blast_0.0001	23	0.000181092281257
blast_0.0001	25	0.000265321249284
blast_0.0001	26	0.0415627842728
blast_0.0001	28	0.04283464169
blast_0.0001	29	0.000534853946969
blast_0.0001	32	3.36915872107e-05
blast_0.0001	34	8.42289680267e-06
blast_0.0001	35	4.21144840133e-05
blast_0.0001	45	0.000644351605404
blast_0.0001	46	0.00266163538964
blast_0.0001	50	8.42289680267e-06
blast_0.0001	57	0.100699942724
blast_0.0001	58	0.0343612075065
blast_0.0001	60	1.68457936053e-05
blast_0.0001	61	0.0012634345204
blast_0.0001	63	8.42289680267e-06
blast_0.0001	64	0.000400087598127
blast_0.0001	65	0.00645615039925
blast_0.0001	70	0.00918938041171
blast_0.0001	74	2.94801388093e-05
blast_0.0001	75	0.0707818132812
blast_0.0001	78	0.00578653010343
blast_0.0001	81	0.045353087834
blast_0.0001	82	4.21144840133e-05
blast_0.0001	87	0.00012634345204
blast_0.0001	88	1.2634345204e-05
blast_0.0001	90	0.00701206158822
blast_0.0001	93	8.8440416428e-05
blast_0.0001	95	0.00510427546242
blast_0.0001	96	8.42289680267e-06
blast_0.0001	98	0.00548330581854
blast_0.0001	104	5.89602776187e-05
blast_0.0001	110	0.0210740878003
blast_0.0001	113	0.0559238233213
blast_0.0001	118	0.0227123412284
blast_0.0001	119	8.42289680267e-06
blast_0.0001	123	0.00368080590277
blast_1e-06	1	0.033443111755
blast_1e-06	3	0.0184250867558
blast_1e-06	5	0.000412721943331
blast_1e-06	6	0.000113709106836
blast_1e-06	7	0.0482505643341
blast_1e-06	9	4.21144840133e-05
blast_1e-06	10	5.0537380816e-05
blast_1e-06	13	0.0823296047977
blast_1e-06	16	8.42289680267e-06
blast_1e-06	17	0.0003158586301
blast_1e-06	18	0.279273777838
blast_1e-06	19	0.0266963714161
blast_1e-06	22	0.0261783632627
blast_1e-06	23	0.000181092281257
blast_1e-06	25	0.000265321249284
blast_1e-06	26	0.0415627842728
blast_1e-06	28	0.04283464169
blast_1e-06	29	0.000534853946969
blast_1e-06	32	3.36915872107e-05
blast_1e-06	34	8.42289680267e-06
blast_1e-06	35	4.21144840133e-05
blast_1e-06	45	0.000644351605404
blast_1e-06	46	0.00266163538964
blast_1e-06	50	8.42289680267e-06
blast_1e-06	57	0.100699942724
blast_1e-06	58	0.0343612075065
blast_1e-06	60	1.68457936053e-05
blast_1e-06	61	0.0012634345204
blast_1e-06	63	8.42289680267e-06
blast_1e-06	64	0.000400087598127
blast_1e-06	65	0.00645615039925
blast_1e-06	70	0.00918938041171
blast_1e-06	74	2.94801388093e-05
blast_1e-06	75	0.0707818132812
blast_1e-06	78	0.00578653010343
blast_1e-06	81	0.045353087834
blast_1e-06	82	4.21144840133e-05
blast_1e-06	87	0.00012634345204
blast_1e-06	88	1.2634345204e-05
blast_1e-06	90	0.00701206158822
blast_1e-06	93	8.8440416428e-05
blast_1e-06	95	0.00510427546242
blast_1e-06	96	8.42289680267e-06
blast_1e-06	98	0.00548330581854
blast_1e-06	104	5.89602776187e-05
blast_1e-06	110	0.0210740878003
blast_1e-06	113	0.0559238233213
blast_1e-06	118	0.0227123412284
blast_1e-06	119	8.42289680267e-06
blast_1e-06	123	0.00368080590277
blast_1.0	1	0.033443111755
blast_1.0	3	0.0184250867558
blast_1.0	5	0.000412721943331
blast_1.0	6	0.000113709106836
blast_1.0	7	0.0482505643341
blast_1.0	9	4.21144840133e-05
blast_1.0	10	5.0537380816e-05
blast_1.0	13	0.0823296047977
blast_1.0	16	8.42289680267e-06
blast_1.0	17	0.0003158586301
blast_1.0	18	0.279273777838
blast_1.0	19	0.0266963714161
blast_1.0	22	0.0261783632627
blast_1.0	23	0.000181092281257
blast_1.0	25	0.000265321249284
blast_1.0	26	0.0415627842728
blast_1.0	28	0.04283464169
blast_1.0	29	0.000534853946969
blast_1.0	32	3.36915872107e-05
blast_1.0	34	8.42289680267e-06
blast_1.0	35	4.21144840133e-05
blast_1.0	45	0.000644351605404
blast_1.0	46	0.00266163538964
blast_1.0	50	8.42289680267e-06
blast_1.0	57	0.100699942724
blast_1.0	58	0.0343612075065
blast_1.0	60	1.68457936053e-05
blast_1.0	61	0.0012634345204
blast_1.0	63	8.42289680267e-06
blast_1.0	64	0.000400087598127
blast_1.0	65	0.00645615039925
blast_1.0	70	0.00918938041171
blast_1.0	74	2.94801388093e-05
blast_1.0	75	0.0707818132812
blast_1.0	78	0.00578653010343
blast_1.0	81	0.045353087834
blast_1.0	82	4.21144840133e-05
blast_1.0	87	0.00012634345204
blast_1.0	88	1.2634345204e-05
blast_1.0	90	0.00701206158822
blast_1.0	93	8.8440416428e-05
blast_1.0	95	0.00510427546242
blast_1.0	96	8.42289680267e-06
blast_1.0	98	0.00548330581854
blast_1.0	104	5.89602776187e-05
blast_1.0	110	0.0210740878003
blast_1.0	113	0.0559238233213
blast_1.0	118	0.0227123412284
blast_1.0	119	8.42289680267e-06
blast_1.0	123	0.00368080590277
blast_1e-10	1	0.033443111755
blast_1e-10	3	0.0184250867558
blast_1e-10	5	0.000412721943331
blast_1e-10	6	0.000113709106836
blast_1e-10	7	0.0482505643341
blast_1e-10	9	4.21144840133e-05
blast_1e-10	10	5.0537380816e-05
blast_1e-10	13	0.0823296047977
blast_1e-10	16	8.42289680267e-06
blast_1e-10	17	0.0003158586301
blast_1e-10	18	0.279273777838
blast_1e-10	19	0.0266963714161
blast_1e-10	22	0.0261783632627
blast_1e-10	23	0.000181092281257
blast_1e-10	25	0.000265321249284
blast_1e-10	26	0.0415627842728
blast_1e-10	28	0.04283464169
blast_1e-10	29	0.000534853946969
blast_1e-10	32	3.36915872107e-05
blast_1e-10	34	8.42289680267e-06
blast_1e-10	35	4.21144840133e-05
blast_1e-10	45	0.000644351605404
blast_1e-10	46	0.00266163538964
blast_1e-10	50	8.42289680267e-06
blast_1e-10	57	0.100699942724
blast_1e-10	58	0.0343612075065
blast_1e-10	60	1.68457936053e-05
blast_1e-10	61	0.0012634345204
blast_1e-10	63	8.42289680267e-06
blast_1e-10	64	0.000400087598127
blast_1e-10	65	0.00645615039925
blast_1e-10	70	0.00918938041171
blast_1e-10	74	2.94801388093e-05
blast_1e-10	75	0.0707818132812
blast_1e-10	78	0.00578653010343
blast_1e-10	81	0.045353087834
blast_1e-10	82	4.21144840133e-05
blast_1e-10	87	0.00012634345204
blast_1e-10	88	1.2634345204e-05
blast_1e-10	90	0.00701206158822
blast_1e-10	93	8.8440416428e-05
blast_1e-10	95	0.00510427546242
blast_1e-10	96	8.42289680267e-06
blast_1e-10	98	0.00548330581854
blast_1e-10	104	5.89602776187e-05
blast_1e-10	110	0.0210740878003
blast_1e-10	113	0.0559238233213
blast_1e-10	118	0.0227123412284
blast_1e-10	119	8.42289680267e-06
blast_1e-10	123	0.00368080590277
blast_1e-30	1	0.033443111755
blast_1e-30	3	0.0184250867558
blast_1e-30	5	0.000412721943331
blast_1e-30	6	0.000113709106836
blast_1e-30	7	0.0482421414373
blast_1e-30	9	4.21144840133e-05
blast_1e-30	10	5.0537380816e-05
blast_1e-30	13	0.0823127590041
blast_1e-30	16	8.42289680267e-06
blast_1e-30	17	0.0003158586301
blast_1e-30	18	0.279231663354
blast_1e-30	19	0.0266963714161
blast_1e-30	22	0.0261699403659
blast_1e-30	23	0.000181092281257
blast_1e-30	25	0.000265321249284
blast_1e-30	26	0.0415417270308
blast_1e-30	28	0.0428262187932
blast_1e-30	29	0.000534853946969
blast_1e-30	32	3.36915872107e-05
blast_1e-30	34	8.42289680267e-06
blast_1e-30	35	4.21144840133e-05
blast_1e-30	45	0.000644351605404
blast_1e-30	46	0.00266163538964
blast_1e-30	50	8.42289680267e-06
blast_1e-30	57	0.100699942724
blast_1e-30	58	0.0343612075065
blast_1e-30	60	1.68457936053e-05
blast_1e-30	61	0.00124237727839
blast_1e-30	63	8.42289680267e-06
blast_1e-30	64	0.000400087598127
blast_1e-30	65	0.00645615039925
blast_1e-30	70	0.00918938041171
blast_1e-30	74	0.000185303729659
blast_1e-30	75	0.0707818132812
blast_1e-30	78	0.00578653010343
blast_1e-30	81	0.045353087834
blast_1e-30	82	4.21144840133e-05
blast_1e-30	87	0.00012634345204
blast_1e-30	88	1.2634345204e-05
blast_1e-30	90	0.00701206158822
blast_1e-30	93	8.8440416428e-05
