#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29
Mock.3;Root;Saccharomycetes;Saccharomycetales;Incertae_sedis;Candida;Candida_catenulata	0.00325113179479	-0.00517459626135	0.00822554728176	0.0055414059207	0.0018807786462	-0.000935240936147	0.000705990360576	0.00118060619139	-0.000741841827684	0.000477215645728	0.000797053291478	8.48413899713e-05	-3.27273488036e-05	9.53622913671e-05	-5.46210438699e-05	4.58465102217e-07	-9.71551014197e-07	-1.06244195663e-06	-3.07129208461e-07	4.2785822467e-08	1.85175008155e-08	-1.58161221021e-08	-1.21491505853e-08	2.84985459611e-09	-6.59792780845e-10	1.97339092648e-09	7.30009442601e-10	7.21096603072e-11	1.31590055476e-10	-2.93051273699e-11
Mock.1;Root;Saccharomycetes;Saccharomycetales;Incertae_sedis;Candida;Candida_catenulata	0.00312128597687	-0.00498535905497	0.0079040993282	0.0053340412715	0.00180951724098	-0.000899587400437	0.000679653088982	0.00113437627037	-0.000713749113008	0.000458926419379	0.000766729762007	8.17463243376e-05	-3.15717562821e-05	9.18992340594e-05	-5.26643705208e-05	4.68007280293e-07	-9.29584805039e-07	-1.01689393466e-06	-2.92180324424e-07	4.96382588067e-08	2.30770791667e-08	-1.73047087378e-08	-1.20929988687e-08	3.36325154168e-09	-6.59792780845e-10	1.97339092648e-09	7.30009442601e-10	7.21096603072e-11	1.31590055476e-10	-2.93051273699e-11
Mock.2;Root;Saccharomycetes;Saccharomycetales;Incertae_sedis;Candida;Candida_catenulata	0.00312150010964	-0.00498511639093	0.00790374477486	0.00533376493053	0.00180941815464	-0.000899546929767	0.000679625186915	0.00113433827817	-0.00071372733063	0.000458905836411	0.000766699833795	8.17439569423e-05	-3.15711106255e-05	9.18963395705e-05	-5.26638870228e-05	4.68589484226e-07	-9.29446850753e-07	-1.01676913693e-06	-2.92121562944e-07	4.97539996394e-08	2.31491610518e-08	-1.73329735334e-08	-1.2098202658e-08	3.37171333386e-09	-6.59792780845e-10	1.97339092648e-09	7.30009442601e-10	7.21096603072e-11	1.31590055476e-10	-2.93051273699e-11
Mock.2;Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces;Galactomyces_geotrichum	-0.099367884927	0.0344497947956	-0.00107273582916	-0.00258312772422	-0.00281423996699	-0.00306544200546	-0.000135462272769	0.0014593520936	0.00109037108198	-0.00134138658501	0.000263170894496	7.26040959751e-05	-0.000234653103057	0.000362834137045	0.000289799025113	2.52614844424e-05	3.00775769306e-06	-6.09005056749e-06	-2.09159261419e-06	7.63612289145e-08	6.05105708238e-07	-9.29143766541e-08	-2.28106424121e-07	-1.89763888875e-08	-6.59792780844e-10	1.97339092648e-09	7.30009442601e-10	7.2109660307e-11	1.31590055476e-10	-2.930512737e-11
Mock.1;Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces;Galactomyces_geotrichum	-0.100093219392	0.036806408846	-0.00238623332628	-0.00327357542096	-0.00315077086542	-0.00274158985201	-0.000290799149932	0.00121551062961	0.00143226909762	-0.00128574495709	0.000272822979078	1.69927063155e-06	-0.000228172699457	0.000401633338357	0.000314027496375	2.5539143173e-05	3.34478641217e-06	-6.35646311685e-06	-1.74974107725e-06	4.65548639332e-07	2.10639967703e-07	-1.43040662675e-07	-1.30642914709e-07	2.99092647942e-09	-6.59792780844e-10	1.97339092648e-09	7.30009442601e-10	7.2109660307e-11	1.31590055476e-10	-2.930512737e-11
Mock.3;Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces;Galactomyces_geotrichum	-0.101374385985	0.0413286601061	-0.00361141842158	-0.00307789450509	-0.00334024744973	-0.0027853759417	-0.000282223431285	0.00125947788879	0.00153068069212	-0.0014979448092	0.000211209922782	3.59140933008e-06	-0.000259357940183	0.000386544878064	0.000340673866167	2.69068042631e-05	3.50823930501e-06	-6.35009160048e-06	-1.05985459793e-06	1.11332402219e-06	-5.14592144004e-07	-2.24677145903e-07	4.69339873918e-08	5.09104749483e-08	-6.59792780844e-10	1.97339092648e-09	7.30009442601e-10	7.2109660307e-11	1.31590055476e-10	-2.930512737e-11
Mock.2;Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces;Galactomyces_sp_BPY_54	-0.0129452168333	-0.0201140761884	0.0121091065234	0.0247818530256	-0.00694512812918	0.000838755205495	0.00172342555067	0.000356854923484	-0.000532374194006	-0.00101603730379	0.000810581891088	0.00010068765261	-0.000336729711155	-0.00069340614257	-2.73818275683e-05	-4.31424302444e-06	7.28659773458e-07	3.25000740676e-06	2.59201474253e-07	1.05270236075e-07	3.69511628597e-08	-2.05376905791e-08	2.20302285486e-08	1.02179153374e-08	-6.59792780845e-10	1.97339092648e-09	7.30009442601e-10	7.21096603072e-11	1.31590055476e-10	-2.93051273699e-11
Mock.1;Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces;Galactomyces_sp_BPY_54	-0.0130226457951	-0.020067114276	0.0121355986452	0.0247688197514	-0.00693469595439	0.0008505102513	0.0017183600617	0.000351586594913	-0.000534417346204	-0.00101508220839	0.000815770496786	0.000100162298785	-0.000337428832165	-0.000692293626811	-2.68935227102e-05	-4.35934606317e-06	7.42664015569e-07	3.27856280397e-06	3.20930169698e-07	1.58912964821e-07	-1.2874130523e-08	-3.65613669783e-09	1.63554690576e-08	2.28798577831e-08	-6.59792780845e-10	1.97339092648e-09	7.30009442601e-10	7.21096603072e-11	1.31590055476e-10	-2.93051273699e-11
Mock.3;Root;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Other	-0.0530637049034	-0.130399799523	0.0219835427161	-0.0277582191668	0.00862286900536	-0.00543370713734	-0.00239593667561	0.00338948006345	0.00294741235595	-0.00738884030928	0.00084444390617	0.00177507969342	-0.000407615585316	-0.000604193834251	-7.21582770863e-05	2.01853423406e-05	4.03838042102e-06	1.27245296794e-05	-1.42452714416e-06	1.63049998258e-06	4.96896183195e-07	-3.54081134102e-07	3.44131241384e-08	1.69361256195e-07	-6.59792780847e-10	1.97339092648e-09	7.30009442601e-10	7.21096603077e-11	1.31590055476e-10	-2.93051273698e-11
Mock.3;Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces;Galactomyces_sp_BPY_54	-0.0131138871012	-0.0201058775112	0.0121294308402	0.0247354494539	-0.00693132759667	0.000823596955442	0.00172269909738	0.000363692940503	-0.000525816675472	-0.00100230439354	0.0008159621061	9.99235701169e-05	-0.000335015692076	-0.000689354010722	-2.80536318811e-05	-4.31099806609e-06	7.38973401032e-07	3.22512603879e-06	2.59139997792e-07	1.05695865541e-07	3.70260111752e-08	-2.06753532709e-08	2.17875519147e-08	1.01547343394e-08	-6.59792780845e-10	1.97339092648e-09	7.30009442601e-10	7.21096603072e-11	1.31590055476e-10	-2.93051273699e-11
