Taxon	Mock.2	Mock.3	Mock.1
Root;Eurotiomycetes;Eurotiales;Trichocomaceae;Other;Other	0.000168027690963	0.000327611060149	0.000271692986925
Root;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium;Other	0.0647242665591	0.0654566898178	0.0712854474444
Root;Other;Other;Other;Other;Other	0.0391168464563	0.0370200497969	0.0383087111564
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces;Galactomyces_geotrichum	0.0642201834862	0.059166557463	0.0643912379012
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces;Galactomyces_sp_BPY_54	0.0913398528077	0.0778403878915	0.0847002886738
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces;Other	0.0602211244413	0.0463242039051	0.0500933944643
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Other;Other	0.0591121416809	0.0648669899096	0.0579385294617
Root;Saccharomycetes;Saccharomycetales;Incertae_sedis;Candida;Candida_catenulata	0.158013240582	0.167998951645	0.15802343352
Root;Saccharomycetes;Saccharomycetales;Other;Other;Other	0.0923816244917	0.0716812999607	0.0837154015962
Root;Saccharomycetes;Saccharomycetales;Pichiaceae;Issatchenkia;Other	0.103605874248	0.12265758092	0.105620648667
Root;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;Pichia_burtonii	0.056860570622	0.0572664133141	0.0623875021226
Root;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;Pichia_jadinii	0.020398561683	0.0215568077578	0.018950585838
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces;Kluyveromyces_lactis	0.0656988271667	0.0473725592976	0.065579894719
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;Zygosaccharomyces_pseudorouxii	0.00685552979131	0.00445551041803	0.00658855493293
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;Zygosaccharomyces_sp_KS3_2007	0.017273246631	0.0114008648932	0.0160298862286
Root;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_sp_JJP_2009a	0.000302449843734	0.000524177696239	0.000509424350484
Root;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Other	0.00117619383674	0.00170357751278	0.00135846493462
Root;Sordariomycetes;Hypocreales;Nectriaceae;Other;Other	0.0805860805861	0.12265758092	0.0934623875021
Root;Sordariomycetes;Hypocreales;Other;Other;Other	0.006452263333	0.00891102083606	0.00648667006283
Root;Sordariomycetes;Microascales;Microascaceae;Scopulariopsis;Other	0.0112242497564	0.0107456427729	0.01402615045
Root;Sordariomycetes;Other;Other;Other;Other	0.000268844305542	6.55222120299e-05	0.000271692986925
