Taxon	EUK.Mock.1
Root;k__Eukaryota;Other;Other;Other	0.282480879766
Root;k__Eukaryota;p__Fungi;Other;Other	0.00118531340251
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.016133432423
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.14091118616
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Aspergillus	5.64434953575e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	0.0432357174439
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.018711018711
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Epichloe	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.000592656701254
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema	0.000357475470598
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.263656974064
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Schizosaccharomyces	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella	0.000272810227561
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.0120412790096
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Vanderwaltozyma	0.00143930913162
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other	0.00152397437465
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.206733708996
Root;k__Eukaryota;p__Metazoa;Other;Other	0.000733765439648
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other	0.00239884855269
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.0065568527107
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other	3.7628996905e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Zea	0.000846652430363
