pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
blast_100.0	-0.120235734834	0.150971658813	0.0442836374759	0.00404947184588	-0.0166417015868	0.0057086393917	-0.00288627258642	0.00282232336944	-0.000185087908731	-0.000599847443716	8.71162990614e-05	-3.61913768699e-05	0.000320476553243	1.3005346242e-05	4.00650244929e-05	3.7045318171e-05	1.92831742239e-05	1.85278594843e-06	0.000189094450254	-9.54916754429e-05	4.78468104713e-05	-0.000184631594841	0.000128075279716	-4.97101339022e-07	-4.10054947708e-06	-1.595509908e-08	-0	0.0	-8.22933502063e-10	0.0
blast_0.0001	-0.120235734834	0.150971658813	0.0442836374759	0.00404947184588	-0.0166417015868	0.00570863939171	-0.00288627258642	0.00282232336944	-0.000185087908731	-0.000599847443716	8.71162990612e-05	-3.61913768702e-05	0.000320476553244	1.30053462424e-05	4.00650244922e-05	3.70453181723e-05	1.92831742239e-05	1.8527859477e-06	0.000189094450256	-9.54916754427e-05	4.78468104776e-05	-0.000184631594822	0.000128075279729	-4.97101354764e-07	-4.10054949183e-06	4.77581827802e-09	-3.87884751661e-09	-2.40853165526e-09	-2.43754399886e-09	-6.18389390067e-10
blast_1e-06	-0.120235734834	0.150971658813	0.0442836374759	0.00404947184588	-0.0166417015868	0.0057086393917	-0.00288627258642	0.00282232336944	-0.000185087908731	-0.000599847443716	8.71162990611e-05	-3.61913768704e-05	0.000320476553243	1.30053462421e-05	4.00650244929e-05	3.70453181713e-05	1.92831742237e-05	1.85278594869e-06	0.000189094450255	-9.54916754405e-05	4.78468104829e-05	-0.000184631594805	0.000128075279735	-4.9710133225e-07	-4.10054948535e-06	1.45720122542e-09	-1.49523469137e-09	-1.06211878629e-09	3.01139826031e-09	2.0883025078e-09
blast_1.0	-0.120235734834	0.150971658813	0.0442836374759	0.00404947184588	-0.0166417015868	0.00570863939171	-0.00288627258642	0.00282232336944	-0.000185087908731	-0.000599847443716	8.71162990613e-05	-3.61913768698e-05	0.000320476553243	1.30053462421e-05	4.00650244928e-05	3.70453181713e-05	1.92831742238e-05	1.85278594832e-06	0.000189094450255	-9.54916754421e-05	4.78468104776e-05	-0.00018463159481	0.000128075279739	-4.9710133922e-07	-4.10054949621e-06	2.34296559869e-09	4.2515072198e-09	-1.97829236395e-09	1.55703373179e-09	-1.58211058215e-09
blast_1e-10	-0.120235734834	0.150971658813	0.0442836374759	0.00404947184588	-0.0166417015868	0.00570863939171	-0.00288627258642	0.00282232336944	-0.000185087908731	-0.000599847443716	8.71162990613e-05	-3.61913768699e-05	0.000320476553243	1.3005346242e-05	4.00650244927e-05	3.70453181713e-05	1.92831742237e-05	1.85278594829e-06	0.000189094450255	-9.54916754421e-05	4.78468104775e-05	-0.000184631594811	0.000128075279738	-4.97101337845e-07	-4.10054949197e-06	2.49330940931e-09	-2.19758502168e-09	3.73541754802e-09	1.31017947589e-09	-1.2827169782e-09
blast_1e-30	-0.120201756073	0.151055775122	0.044262678591	0.00410019091893	-0.0170193372358	0.00584913252826	-0.00247499856781	0.00278137457269	-0.000160748888158	-0.000532055786965	0.000142035740415	-0.000100708626149	0.000165446674506	8.34858881378e-05	-3.64967100819e-05	-5.73957746198e-05	-0.000136590147435	-6.29184854836e-05	-0.000951422515192	0.000516199491872	-0.000234930337492	0.000922590861669	-0.000639900682433	3.00176517273e-06	2.04955312732e-05	-9.77160913904e-10	-6.64032002093e-10	-3.42705051563e-10	5.2362679349e-10	-2.78982888598e-10
mothur_0.0	-0.100157027952	-0.0398847777206	0.00872068742373	-0.0405279939634	0.00339602947681	-0.00477112327757	0.0153116790351	-0.0113224641876	-0.0111049519912	0.00617093480138	0.00142401930063	0.00113373989617	-0.00132265587381	0.000263427089285	-0.000581332134039	0.000441836087071	-0.000911342260089	-0.000425504784321	-0.000500373660868	1.18059088726e-05	-0.000156490117027	4.80583908586e-05	0.000287582535045	3.75183882514e-05	0.000182812652659	-9.77160914215e-10	-6.64032002772e-10	-3.42705051968e-10	5.23626794097e-10	-2.78982888978e-10
mothur_0.1	-0.0989636774467	-0.0402985995147	0.00784763143669	-0.0402755042877	0.00385262892585	-0.00482719669639	0.0144590434255	-0.0109349571235	-0.011214798234	0.00582724428587	0.00142346313091	0.00099661633057	-0.00121663063618	0.000454048027553	-0.000528617844327	0.000533910937275	-0.000721569908103	-0.000511841982106	-0.000195163144197	-0.000169740974874	0.000586601673186	0.000145217148709	2.89323785465e-05	-0.000429621430678	-4.8330968586e-05	-9.77160914044e-10	-6.64032001902e-10	-3.42705051429e-10	5.23626793455e-10	-2.78982888465e-10
mothur_0.2	-0.066662301351	-0.0521466302428	-0.0064122368242	-0.0365378175014	0.0197119501818	-0.00978409083881	0.00136466559164	0.0108414043694	-0.000647599792585	-0.00473684552236	-0.00497628753554	-0.00213719712831	0.0101315565016	-0.00413980176543	0.00415487366621	-0.00383612117794	0.0020908854959	0.00106236060908	0.000681658140733	-0.00248700090508	0.000980273336869	0.000168651336114	-4.72400988441e-05	0.000156405247761	1.04671776875e-05	-9.77160913707e-10	-6.64032001991e-10	-3.42705051513e-10	5.23626793371e-10	-2.78982888548e-10
mothur_0.3	-0.0559810439411	-0.0544800207976	-0.0131934764432	-0.0192163467961	0.0180485859899	-0.00703038436094	-0.000829677824714	0.00582929014186	-0.00153257754293	-0.0139759190218	-0.00328889426724	-0.00361811864379	0.00453615993174	0.000903366586839	-0.00343621969387	-0.000548504810806	-0.00239690386795	0.00274151314935	-0.00123194881258	0.00544515343969	0.000293424180806	-6.30987368958e-05	4.06445798363e-05	3.16914953938e-05	-1.94742928848e-06	-9.77160913719e-10	-6.64032001974e-10	-3.42705051497e-10	5.23626793403e-10	-2.78982888528e-10
mothur_0.4	-0.0443581212014	-0.0547457944854	-0.0316577607463	-0.0144956216873	0.0065635740307	0.00273896876967	0.00554337769981	0.0140839989154	0.0211344682529	0.00172347734399	0.00280552806074	0.000632011536666	-0.00714488563381	-0.00303838016058	0.00268934634589	-0.00215538595648	0.00616688890577	-0.00636027765911	-0.0029970355817	0.00108749135618	-3.10500519263e-06	-8.57429457615e-05	3.88352473616e-05	-8.65529140336e-06	-3.3207102557e-06	-9.77160913733e-10	-6.64032001981e-10	-3.42705051499e-10	5.23626793424e-10	-2.78982888528e-10
mothur_0.5	-0.026292565815	-0.0572810710522	-0.0665100050182	-0.000989260098278	-0.00666621367146	0.0104771765099	-0.0156085750121	-0.00778187967629	0.00798556617927	0.0108891377045	-0.0149535969668	0.00259620506228	0.00233841781425	0.00413660771011	-0.00112791722121	0.00381354801492	0.00194996102942	-0.00409298692912	0.00391538601504	0.00173137886062	0.000243488025626	0.000104518773239	-3.06003758128e-05	4.70954645615e-05	5.69280108534e-06	-9.77160913749e-10	-6.64032002001e-10	-3.42705051513e-10	5.23626793417e-10	-2.78982888544e-10
mothur_0.6	-0.00853331102083	-0.0563967816289	-0.0692262786868	0.00942302941674	-0.0109901626814	0.0109821891544	-0.0133423981166	-0.0109064122781	0.00277637295067	0.00497057004154	-0.0143622648522	0.00272366696473	0.00268900907885	0.00397235505093	0.00191861730298	0.00344888790826	0.00598642156444	0.00542525605265	-0.00335800969958	-0.000996711097455	-0.000124239754555	-7.24959297262e-05	2.6108798675e-05	-2.3666607927e-05	-3.47737644284e-06	-9.77160913741e-10	-6.64032001985e-10	-3.42705051501e-10	5.23626793432e-10	-2.78982888529e-10
mothur_0.7	0.0148635086753	-0.0563527407688	-0.0709725564928	0.0293502782197	-0.0315430230204	0.017987831218	-0.00060144132857	-0.0300625807402	0.00260308780473	-0.0122941589807	0.00472317665593	-0.0148255671171	-0.009259282573	-0.00674064103305	0.000249490033326	-0.00152438996529	0.00284541901912	0.00101710423486	0.0013349374944	2.32146117169e-05	5.8368515047e-05	3.68209212692e-05	-1.61750442474e-05	1.19277612645e-05	1.66361828258e-06	-9.77160913748e-10	-6.64032001996e-10	-3.42705051508e-10	5.23626793426e-10	-2.78982888538e-10
mothur_0.8	0.126048165489	-0.0538953995001	-0.050955318535	0.0592270401867	-0.0278178364693	0.00387302811098	0.0194850999341	-0.0037920330458	-0.00296542699697	-0.0159954388098	0.00962255325585	0.00748641352642	0.0118457455745	0.00316154075289	0.00576543503815	0.00572249754989	-0.00102284969096	-0.00265322669826	-0.000323132995189	-0.000253983809253	1.97265637779e-05	1.18772199951e-06	3.93859467871e-06	4.17686070634e-06	4.50325660413e-07	-9.77160913746e-10	-6.64032001993e-10	-3.42705051506e-10	5.23626793427e-10	-2.78982888536e-10
mothur_0.9	0.193360461626	-0.0173944690034	-0.0550614760668	0.0655639728732	-0.029884424744	0.00191158701454	0.0240423867634	0.00758777429221	0.00283204236775	0.0107993223011	0.000310707533478	0.0110977737813	0.00218055287796	-0.00306429566565	-0.0078687799657	-0.00607863598497	0.00226205771542	0.00249578380672	0.000840557166927	0.000561252833463	4.49093896284e-05	9.33839143227e-06	-1.24012133918e-05	3.93893445442e-06	-5.769708924e-08	-9.77160913745e-10	-6.64032001991e-10	-3.42705051505e-10	5.23626793425e-10	-2.78982888535e-10
