	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	Expected
blast_100.0	0.0	0.0	0.0	0.0	0.0	0.000604149807684	0.200340991416	0.201124717285	0.222988358636	0.226597458673	0.234387966859	0.253918310521	0.261413758925	0.2728098399	0.337780294689	0.373897471631	0.710263083771	0.200350946908	0.201054750157	0.224466642574	0.22845520508	0.236734211416	0.246045074204	0.268525071697	0.277348183441	0.285195665066	0.392371259717	0.560170345508	0.187901462866	0.494475977087
blast_0.0001	0.0	0.0	0.0	0.0	0.0	0.000604149807684	0.200340991416	0.201124717285	0.222988358636	0.226597458673	0.234387966859	0.253918310521	0.261413758925	0.2728098399	0.337780294689	0.373897471631	0.710263083771	0.200350946908	0.201054750157	0.224466642574	0.22845520508	0.236734211416	0.246045074204	0.268525071697	0.277348183441	0.285195665066	0.392371259717	0.560170345508	0.187901462866	0.494475977087
blast_1e-06	0.0	0.0	0.0	0.0	0.0	0.000604149807684	0.200340991416	0.201124717285	0.222988358636	0.226597458673	0.234387966859	0.253918310521	0.261413758925	0.2728098399	0.337780294689	0.373897471631	0.710263083771	0.200350946908	0.201054750157	0.224466642574	0.22845520508	0.236734211416	0.246045074204	0.268525071697	0.277348183441	0.285195665066	0.392371259717	0.560170345508	0.187901462866	0.494475977087
blast_1.0	0.0	0.0	0.0	0.0	0.0	0.000604149807684	0.200340991416	0.201124717285	0.222988358636	0.226597458673	0.234387966859	0.253918310521	0.261413758925	0.2728098399	0.337780294689	0.373897471631	0.710263083771	0.200350946908	0.201054750157	0.224466642574	0.22845520508	0.236734211416	0.246045074204	0.268525071697	0.277348183441	0.285195665066	0.392371259717	0.560170345508	0.187901462866	0.494475977087
blast_1e-10	0.0	0.0	0.0	0.0	0.0	0.000604149807684	0.200340991416	0.201124717285	0.222988358636	0.226597458673	0.234387966859	0.253918310521	0.261413758925	0.2728098399	0.337780294689	0.373897471631	0.710263083771	0.200350946908	0.201054750157	0.224466642574	0.22845520508	0.236734211416	0.246045074204	0.268525071697	0.277348183441	0.285195665066	0.392371259717	0.560170345508	0.187901462866	0.494475977087
blast_1e-30	0.000604149807684	0.000604149807684	0.000604149807684	0.000604149807684	0.000604149807684	0.0	0.20051345314	0.20129717901	0.223133532737	0.226732014641	0.234498077743	0.253989327426	0.261436034539	0.272829124099	0.337799578888	0.37391675583	0.710263083771	0.200526023339	0.201219208456	0.224619066685	0.228589761048	0.236840132234	0.24613149342	0.26855333014	0.27736746764	0.285214949264	0.392390543916	0.560170345508	0.188151131299	0.494558164108
mothur_0.0	0.200340991416	0.200340991416	0.200340991416	0.200340991416	0.200340991416	0.20051345314	0.0	0.00146590115023	0.0319640497673	0.0492997753265	0.0772590850574	0.113716158579	0.131541671964	0.160879067515	0.25565699643	0.320880356005	0.702121111458	8.76759675667e-05	0.00161971002814	0.0334707292065	0.0601908711473	0.0630918241083	0.101184044454	0.139621428489	0.154065720885	0.178714082841	0.319261535402	0.552018417704	0.248693525639	0.39612623129
mothur_0.1	0.201124717285	0.201124717285	0.201124717285	0.201124717285	0.201124717285	0.20129717901	0.00146590115023	0.0	0.0305930164952	0.0480322878137	0.076039595852	0.112505643617	0.130310674153	0.159599169107	0.254377098022	0.31960726237	0.701163338076	0.00151403790226	0.000490819675669	0.03213191661	0.058995005081	0.061890797157	0.0999520758235	0.138393422092	0.152789635836	0.177434184433	0.317992255127	0.551076491868	0.248358088815	0.396484559984
mothur_0.2	0.222988358636	0.222988358636	0.222988358636	0.222988358636	0.222988358636	0.223133532737	0.0319640497673	0.0305930164952	0.0	0.017747593433	0.0457481874719	0.0822315673688	0.100054774226	0.129328837688	0.224121860735	0.289346418962	0.674206093772	0.0319734692481	0.0305534087502	0.00227314627287	0.0288094489895	0.0316573902467	0.0696941553003	0.108142751579	0.122534775257	0.147167666373	0.287742029851	0.524132857112	0.243153083865	0.399519743893
mothur_0.3	0.226597458673	0.226597458673	0.226597458673	0.226597458673	0.226597458673	0.226732014641	0.0492997753265	0.0480322878137	0.017747593433	0.0	0.0282340500334	0.0646581612794	0.0824285842655	0.11174196954	0.206513093681	0.271749240859	0.665903959388	0.0492997753265	0.0479834884212	0.0185472694391	0.0197361176261	0.0141138179589	0.0520843384689	0.0904827655839	0.10493079238	0.129576984866	0.271926772712	0.515870945442	0.236286270794	0.399923549458
mothur_0.4	0.234387966859	0.234387966859	0.234387966859	0.234387966859	0.234387966859	0.234498077743	0.0772590850574	0.076039595852	0.0457481874719	0.0282340500334	0.0	0.0366738600244	0.0545011779886	0.0838272124209	0.188328988243	0.257169187957	0.65806085206	0.0772590850574	0.075988626989	0.0442048903164	0.0173048088076	0.0216699687275	0.0246903746578	0.0628781351578	0.0870630483369	0.113039503553	0.262323757412	0.508372331323	0.238800669421	0.415011441295
mothur_0.5	0.253918310521	0.253918310521	0.253918310521	0.253918310521	0.253918310521	0.253989327426	0.113716158579	0.112505643617	0.0822315673688	0.0646581612794	0.0366738600244	0.0	0.0202175432669	0.0496985747993	0.162262255076	0.231073920844	0.650049299842	0.113716158579	0.112457289461	0.0806531384679	0.053750363293	0.050776107756	0.0278758748788	0.0271367501997	0.0611069262103	0.101201558775	0.236313678188	0.501095191815	0.242991745175	0.443732761792
mothur_0.6	0.261413758925	0.261413758925	0.261413758925	0.261413758925	0.261413758925	0.261436034539	0.131541671964	0.130310674153	0.100054774226	0.0824285842655	0.0545011779886	0.0202175432669	0.0	0.031558154133	0.142292541195	0.211096054663	0.635279896549	0.131541671964	0.130263518649	0.0984699857879	0.0715208770533	0.0686241945035	0.0455654270803	0.0145925297303	0.0434700797391	0.0849615699728	0.216295074141	0.486284763336	0.245361109215	0.446723740153
mothur_0.7	0.2728098399	0.2728098399	0.2728098399	0.2728098399	0.2728098399	0.272829124099	0.160879067515	0.159599169107	0.129328837688	0.11174196954	0.0838272124209	0.0496985747993	0.031558154133	0.0	0.112954000526	0.182310047295	0.617396425258	0.160879067515	0.159545585536	0.127767831693	0.100856616899	0.0979740694786	0.0617092584014	0.0237519597095	0.0400010686791	0.0547138569746	0.187810844621	0.468920404632	0.257553147927	0.449511064176
mothur_0.8	0.337780294689	0.337780294689	0.337780294689	0.337780294689	0.337780294689	0.337799578888	0.25565699643	0.254377098022	0.224121860735	0.206513093681	0.188328988243	0.162262255076	0.142292541195	0.112954000526	0.0	0.0713649083875	0.517564831692	0.25565699643	0.254323514451	0.222589113183	0.196358730232	0.192728147421	0.173662885	0.135575061102	0.101735983549	0.080302864412	0.0806462498722	0.369356736165	0.306193567385	0.461289748878
mothur_0.9	0.373897471631	0.373897471631	0.373897471631	0.373897471631	0.373897471631	0.37391675583	0.320880356005	0.31960726237	0.289346418962	0.271749240859	0.257169187957	0.231073920844	0.211096054663	0.182310047295	0.0713649083875	0.0	0.452717093799	0.320880356005	0.319556293507	0.28780484604	0.264900598611	0.257955251826	0.242540853411	0.204506931692	0.170857978418	0.146912271024	0.0522088994324	0.303921705367	0.337336648856	0.509580313305
mothur_1.0	0.710263083771	0.710263083771	0.710263083771	0.710263083771	0.710263083771	0.710263083771	0.702121111458	0.701163338076	0.674206093772	0.665903959388	0.65806085206	0.650049299842	0.635279896549	0.617396425258	0.517564831692	0.452717093799	0.0	0.702121111458	0.701109458143	0.673634250848	0.665436603548	0.655852178517	0.644603975738	0.627897777101	0.594142922482	0.564174963719	0.440434438214	0.233150383874	0.699453074512	0.76482371169
rdp_0.0	0.200350946908	0.200350946908	0.200350946908	0.200350946908	0.200350946908	0.200526023339	8.76759675667e-05	0.00151403790226	0.0319734692481	0.0492997753265	0.0772590850574	0.113716158579	0.131541671964	0.160879067515	0.25565699643	0.320880356005	0.702121111458	0.0	0.00158099275692	0.0334576556705	0.0601830270257	0.0630918241083	0.101184044454	0.139621428489	0.154065720885	0.178714082841	0.319261535402	0.552018417704	0.248703481131	0.396119754323
rdp_0.1	0.201054750157	0.201054750157	0.201054750157	0.201054750157	0.201054750157	0.201219208456	0.00161971002814	0.000490819675669	0.0305534087502	0.0479834884212	0.075988626989	0.112457289461	0.130263518649	0.159545585536	0.254323514451	0.319556293507	0.701109458143	0.00158099275692	0.0	0.0320581687971	0.0589241579085	0.0618466330677	0.0998951241313	0.138339838521	0.152732238907	0.177380600862	0.317948091037	0.551017005813	0.248275870095	0.396480360456
rdp_0.2	0.224466642574	0.224466642574	0.224466642574	0.224466642574	0.224466642574	0.224619066685	0.0334707292065	0.03213191661	0.00227314627287	0.0185472694391	0.0442048903164	0.0806531384679	0.0984699857879	0.127767831693	0.222589113183	0.28780484604	0.673634250848	0.0334576556705	0.0320581687971	0.0	0.0270989299537	0.0300542988587	0.0681157949288	0.10655960703	0.120982366798	0.145611889793	0.286186847382	0.523577134466	0.244376787177	0.399574894833
rdp_0.3	0.22845520508	0.22845520508	0.22845520508	0.22845520508	0.22845520508	0.228589761048	0.0601908711473	0.058995005081	0.0288094489895	0.0197361176261	0.0173048088076	0.053750363293	0.0715208770533	0.100856616899	0.196358730232	0.264900598611	0.665436603548	0.0601830270257	0.0589241579085	0.0270989299537	0.0	0.0275072444779	0.0412169924165	0.079601375177	0.09498506493	0.120625283054	0.269912687632	0.515373572866	0.233453790354	0.414185521474
rdp_0.4	0.236734211416	0.236734211416	0.236734211416	0.236734211416	0.236734211416	0.236840132234	0.0630918241083	0.061890797157	0.0316573902467	0.0141138179589	0.0216699687275	0.050776107756	0.0686241945035	0.0979740694786	0.192728147421	0.257955251826	0.655852178517	0.0630918241083	0.0618466330677	0.0300542988587	0.0275072444779	0.0	0.0383636043413	0.0766992353797	0.0911516800756	0.11581050086	0.259873453329	0.505849090942	0.243697805261	0.400886840164
rdp_0.5	0.246045074204	0.246045074204	0.246045074204	0.246045074204	0.246045074204	0.24613149342	0.101184044454	0.0999520758235	0.0696941553003	0.0520843384689	0.0246903746578	0.0278758748788	0.0455654270803	0.0617092584014	0.173662885	0.242540853411	0.644603975738	0.101184044454	0.0998951241313	0.0681157949288	0.0412169924165	0.0383636043413	0.0	0.0387945023611	0.0723464899971	0.0984240864201	0.247596067173	0.494624155454	0.249601389125	0.424863225089
rdp_0.6	0.268525071697	0.268525071697	0.268525071697	0.268525071697	0.268525071697	0.26855333014	0.139621428489	0.138393422092	0.108142751579	0.0904827655839	0.0628781351578	0.0271367501997	0.0145925297303	0.0237519597095	0.135575061102	0.204506931692	0.627897777101	0.139621428489	0.138339838521	0.10655960703	0.079601375177	0.0766992353797	0.0387945023611	0.0	0.036166547201	0.0767309492916	0.209564234579	0.478551140727	0.253617921936	0.446879947911
rdp_0.7	0.277348183441	0.277348183441	0.277348183441	0.277348183441	0.277348183441	0.27736746764	0.154065720885	0.152789635836	0.122534775257	0.10493079238	0.0870630483369	0.0611069262103	0.0434700797391	0.0400010686791	0.101735983549	0.170857978418	0.594142922482	0.154065720885	0.152732238907	0.120982366798	0.09498506493	0.0911516800756	0.0723464899971	0.036166547201	0.0	0.0423464708626	0.175523291741	0.445746470014	0.250392233101	0.454587330906
rdp_0.8	0.285195665066	0.285195665066	0.285195665066	0.285195665066	0.285195665066	0.285214949264	0.178714082841	0.177434184433	0.147167666373	0.129576984866	0.113039503553	0.101201558775	0.0849615699728	0.0547138569746	0.080302864412	0.146912271024	0.564174963719	0.178714082841	0.177380600862	0.145611889793	0.120625283054	0.11581050086	0.0984240864201	0.0767309492916	0.0423464708626	0.0	0.149946975208	0.416632595952	0.253152389759	0.462322676053
