Taxon	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1
No blast hit;Other;Other;Other;Other	9.18070613401e-06	5.84245199575e-05	0.000118451795977	2.4514524856e-05
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.0650001644877	0.0050422579376	0.0646245663818	0.00470416221611
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	5.12589425816e-05	0.0120798241644	5.72733958568e-05	0.0112372830902
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	7.65058844501e-07	0.0	2.60333617531e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	0.0	0.0	1.30166808765e-06	8.75518744856e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	7.65058844501e-07	0.0	6.50834043827e-07	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	3.060235378e-06	0.000127202752313	5.85750639444e-06	0.000103311211893
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.000265475419042	0.0396354901595	0.000250571106873	0.0371447582693
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	0.0	0.0	0.0	1.75103748971e-06
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	0.0	0.0	1.95250213148e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	1.60662357345e-05	1.84887721385e-05	1.30166808765e-05	1.13817436831e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.0100582286287	0.0153405040187	0.00944425280998	0.0148829431438
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	0.0015867320435	0.024170741592	0.00121315465769	0.0229473463027
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.00669120465401	0.00630910860453	0.00589460393494	0.00520058134445
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.657215384721	0.470275970808	0.67501968773	0.464171146404
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__	0.000125469650498	9.17043098067e-05	0.000100228442749	6.65394246091e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	0.0	5.91640708431e-06	0.0	4.37759372428e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	6.65601194716e-05	0.00596299879009	5.98767320321e-05	0.00553940709871
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	0.0	7.39550885538e-07	1.30166808765e-06	8.75518744856e-07
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0.000167547886946	0.00129495360058	0.000113245123626	0.00115480922447
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	5.66143544931e-05	0.00387746529288	5.01142213747e-05	0.00388292563344
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.000160662357345	0.00314752856885	0.000124309302371	0.0023323819363
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.090528648011	0.0472898418249	0.086708667157	0.0499570995815
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__	0.0	2.95820354215e-06	0.0	1.75103748971e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	7.65058844501e-07	1.47910177108e-06	6.50834043827e-07	3.50207497943e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.0175864076585	0.0254072706727	0.0169978327226	0.0236897861983
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae	0.0	2.21865265661e-06	6.50834043827e-07	8.75518744856e-07
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0.0	7.39550885538e-07	0.0	8.75518744856e-07
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	7.65058844501e-06	6.65595796984e-06	2.60333617531e-06	2.62655623457e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	2.2951765335e-06	1.40514668252e-05	5.85750639444e-06	1.40082999177e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae	0.0	3.69775442769e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	1.530117689e-06	0.0	6.50834043827e-07	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__	2.2951765335e-06	0.0	1.95250213148e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	0.0	1.47910177108e-06	0.0	0.0
