Taxon	HMPMockV1.1.Even1	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1
None;Other;Other;Other;Other;Other	0.694545454545	0.717225824641	0.769325912183	0.795888399413
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	0.0025974025974	0.00366506907246	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__	0.0233766233766	0.0202988440936	0.00989486703772	0.0176211453744
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus	0.0025974025974	0.00112771356076	0.000618429189858	0.00293685756241
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.00207792207792	0.00197349873132	0.00371057513915	0.00220264317181
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0176623376623	0.0188892021427	0.000618429189858	0.000734214390602
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	0.0	0.000281928390189	0.0	0.000734214390602
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.000519480519481	0.00140964195094	0.000618429189858	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.0680519480519	0.0645616013533	0.0760667903525	0.0506607929515
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter	0.0103896103896	0.00817592331548	0.0828695114409	0.0778267254038
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	0.027012987013	0.0225542712151	0.00309214594929	0.0014684287812
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	0.000519480519481	0.000563856780378	0.00989486703772	0.00881057268722
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	0.101298701299	0.0964195094446	0.00309214594929	0.0124816446402
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.0493506493506	0.0428531153087	0.0401978973408	0.0286343612335
