Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter	0.00379580023069	0.0455710621285	0.00335222914238	0.0442687242057
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Other	4.04238576218e-06	0.000114428279042	6.92323242953e-06	7.41462346261e-05
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces	0.0137548912868	4.85453305027e-05	0.0122250438241	7.98497911358e-05
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Other	6.73730960363e-06	8.66880901834e-07	1.5231111345e-05	1.14071130194e-06
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Rhodococcus	0.0	0.0	4.15393945772e-06	1.14071130194e-06
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Other;Other	0.000109144415579	0.0	5.67705059221e-05	3.42213390582e-06
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium	0.000106449491737	7.8019281165e-06	0.000126002830217	3.42213390582e-06
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	0.0433626720709	0.000328547861795	0.0422981808514	0.000334228411468
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Other;Other	0.000688553041491	9.53568992017e-06	0.000594013342454	1.25478243213e-05
Bacteria;Bacteroidetes;Other;Other;Other;Other	0.000295094160639	5.201285411e-06	0.000281083236639	1.14071130194e-06
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus	0.0752072396434	0.000586878370541	0.0653539294883	0.000653627576011
Bacteria;Deinococcus-Thermus;Deinococci;Other;Other;Other	4.58137053047e-05	0.0	2.63082832322e-05	2.28142260388e-06
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Other	8.08477152436e-06	7.8019281165e-06	8.30787891543e-06	5.7035565097e-06
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Viridibacillus	1.4822081128e-05	1.0402570822e-05	2.76929297181e-05	5.7035565097e-06
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria	0.0237476688909	0.00143122036893	0.0228120508553	0.00122968678349
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Other	1.07796953658e-05	8.66880901834e-07	8.30787891543e-06	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Other;Other	0.0167233498981	0.0125004226044	0.0161505166116	0.0121474346544
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Other	1.34746192073e-06	8.66880901834e-07	2.76929297181e-06	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Other	0.000750536289844	0.000542667444548	0.000639706676488	0.00055894853795
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	0.459973643645	0.641511805618	0.459290008668	0.66059161851
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	0.0103296430843	0.000104892589122	0.0100829957104	0.000164262427479
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	0.00410975885821	0.000220187749066	0.00294514307552	0.000169965983989
Bacteria;Firmicutes;Bacilli;Lactobacillales;Other;Other	0.000460831976888	0.000390096405825	0.000384931723082	0.000351339080997
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Other	0.000392111418931	0.000277401888587	0.000391854955511	0.000266926444654
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	0.0689738807981	0.10176661659	0.0716374552413	0.0974441222569
Bacteria;Firmicutes;Bacilli;Other;Other;Other	0.00479022712818	0.00583584223114	0.00446686956353	0.00543434864244
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium	0.0263334483168	0.017520529907	0.0233936023794	0.0175007927944
