Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1
Archaea;Crenarchaeota	1.30695036203e-06	0.0	0.0	0.0
Archaea;Euryarchaeota	0.00370520427634	0.0448111712714	0.00329469303679	0.0435611863045
Archaea;Other	0.0	5.91555461282e-06	0.0	4.45627337455e-06
Bacteria;Actinobacteria	0.0141111430588	6.25358630498e-05	0.0125505696287	0.000102494287615
Bacteria;Bacteroidetes	0.0447029301827	0.000364229148304	0.0436196328116	0.0003676425534
Bacteria;Deinococcus-Thermus	0.0738531510573	0.000584794827439	0.0643395313286	0.000658414391089
Bacteria;Firmicutes	0.608190657919	0.773374257703	0.605198982474	0.787948231472
Bacteria;Other	0.0189468593983	0.0193354127916	0.0158803125914	0.0163868312665
Bacteria;Proteobacteria	0.23516088559	0.159805327548	0.254076913018	0.149751952683
Unclassified;Other	0.00132786156782	0.00165635529159	0.00103936511103	0.00121879076794
