Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1	HMPMockV1.2.Staggered2
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter	0.00395938133764	0.0458954748634	0.00351144948029	0.0471731621091
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Other	8.6606955982e-06	0.000118875053827	1.32841720566e-05	0.000169310299771
Archaea;Euryarchaeota;Other;Other;Other;Other	0.0	8.49107527338e-06	0.0	4.60082336335e-06
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces	0.0127572046162	5.94375269137e-05	0.0113210666305	4.14074102701e-05
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Other	8.6606955982e-06	0.0	4.4280573522e-06	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Rhodococcus	0.0	1.21301075334e-06	4.4280573522e-06	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Other;Other	5.34076228556e-05	1.21301075334e-06	3.24724205828e-05	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium	0.000114032492043	3.63903226002e-06	0.000126937644096	8.28148205403e-06
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	0.0450154088209	0.000320234838882	0.043690165875	0.000329418952816
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Other;Other	0.000155892520768	1.21301075334e-06	0.000138745797036	4.60082336335e-06
Bacteria;Bacteroidetes;Other;Other;Other;Other	0.000199195998759	2.42602150668e-06	0.000177122294088	1.84032934534e-06
Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Other	0.0	3.63903226002e-06	0.0	0.0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus	0.0685147628774	0.000539789785236	0.0597418737767	0.000479405794461
Bacteria;Deinococcus-Thermus;Deinococci;Other;Other;Other	8.6606955982e-06	0.0	2.9520382348e-06	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Other	5.77379706547e-06	8.49107527338e-06	8.8561147044e-06	3.68065869068e-06
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Viridibacillus	1.587794193e-05	2.42602150668e-06	2.9520382348e-05	1.01218113994e-05
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria	0.0240666296181	0.00122756688238	0.0230170421167	0.00144373837142
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Other	1.44344926637e-05	1.21301075334e-06	1.4760191174e-05	9.2016467267e-07
Bacteria;Firmicutes;Bacilli;Bacillales;Other;Other	0.016316750507	0.0108552332316	0.0159100100665	0.0112241686772
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus	0.0	0.0	0.0	9.2016467267e-07
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Other	0.000472007910102	0.000140709247387	0.000367528760233	0.000132503712864
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	0.465324739999	0.663909897561	0.463650077196	0.644222930136
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	0.0102831325736	0.000160117419441	0.0100590702851	0.000101218113994
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	0.00419610701733	0.000169821505468	0.00303617132449	0.000222679850786
