Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1	HMPMockV1.2.Staggered2
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae	0.00400995432944	0.0461029701023	0.00353092520736	0.0475204041647
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae	0.0128280320502	6.02380015736e-05	0.0113934185353	4.02144646753e-05
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	0.0453809824094	0.000320859559402	0.04397838564	0.000321715717403
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae	0.0693216444929	0.000540912667191	0.0603525827481	0.000486314456539
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae	0.0243287221798	0.00122688827695	0.0231766632082	0.00145613770929
Bacteria;Firmicutes;Bacilli;Bacillales;Other	0.0155547421973	0.0101703874902	0.015237703984	0.0105735985493
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae	0.474075674659	0.672757671125	0.471134873846	0.65465033523
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae	0.0104702729797	0.000162273800157	0.0102149441349	0.00010287421196
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	0.00426572121116	0.000172108575924	0.00307812715529	0.000225388046204
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	0.0720101366001	0.101339988198	0.0744343023012	0.106109138316
Bacteria;Firmicutes;Bacilli;Other;Other	0.00198292829561	0.0024451711251	0.00194763135642	0.00291321063869
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	0.0277683457615	0.0182287568843	0.0245440533522	0.0182629782833
Bacteria;Other;Other;Other;Other	9.70150240994e-05	0.00013891620771	9.74565343857e-05	0.000168339619571
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	0.00982350615237	0.0680480428796	0.0106692415183	0.0714966420922
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae	0.0202393919216	0.00129327301338	0.018671172657	0.0012429075245
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	0.0192236740178	0.00125639260425	0.0189710389166	0.00113255155167
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	0.00877397998257	0.0496361132966	0.00814736627464	0.0555689084204
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae	0.150207185873	0.00816409323367	0.171199644958	0.00858906147856
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	0.0296380898624	0.0179349429583	0.0292204676714	0.0191392795251
