Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even1
Archaea;Euryarchaeota;Methanobacteria	0.0038744790052	0.044937298817	0.046349098026	0.00341044372485
Bacteria;Actinobacteria;Actinobacteria	0.0140525645	7.7774308244e-05	5.65750357351e-05	0.0125219066287
Bacteria;Bacteroidetes;Bacteroidia	0.0418091006166	0.000300649937839	0.00030762675681	0.0407191446635
Bacteria;Deinococcus-Thermus;Deinococci	0.0762977506803	0.000659340404217	0.000589617950552	0.0661753179903
Bacteria;Firmicutes;Bacilli	0.597689366539	0.7856342727	0.773324163463	0.595199394452
Bacteria;Firmicutes;Clostridia	0.0269849471255	0.0178555882001	0.017934286328	0.0239055864904
Bacteria;Firmicutes;Other	8.40480865282e-05	0.000228679682449	0.000228068112807	9.03802891887e-05
Bacteria;Other;Other	0.000979642451173	0.000984367364043	0.0011739319915	0.000834605482977
Bacteria;Proteobacteria;Alphaproteobacteria	0.0101987530571	0.0709255258762	0.0742123031255	0.0110970048819
Bacteria;Proteobacteria;Betaproteobacteria	0.0212434983294	0.00138949025325	0.00132774536991	0.019615347138
Bacteria;Proteobacteria;Epsilonproteobacteria	0.0223747029038	0.00146378212979	0.00134807702338	0.0224919822798
Bacteria;Proteobacteria;Gammaproteobacteria	0.184340876994	0.0754294708909	0.0829946934384	0.203883810489
Bacteria;Proteobacteria;Other	0.0	3.94675594074e-05	4.4199246668e-05	1.41219201857e-06
Unclassified;Other;Other	7.02697116875e-05	7.42918765315e-05	0.000109614131737	5.36632967058e-05
