Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1
Archaea;Crenarchaeota	1.30691790857e-06	0.0	0.0	0.0
Archaea;Euryarchaeota	0.00370641918869	0.0448081557874	0.00329595224711	0.0435633151968
Archaea;Other	0.0	6.76043388465e-06	0.0	4.45614926318e-06
Bacteria;Actinobacteria	0.0141120995767	6.2534013433e-05	0.0125569714445	0.000102491433053
Bacteria;Bacteroidetes	0.0447109685699	0.000360838158593	0.043625196982	0.000366518276896
Bacteria;Deinococcus-Thermus	0.0738931385503	0.000586467639493	0.0643876740822	0.000660624128266
Bacteria;Firmicutes	0.608152031146	0.773501803346	0.605232543248	0.788063312969
Bacteria;Other	0.0189568442637	0.0191886465273	0.0157868698429	0.0162682869225
Bacteria;Proteobacteria	0.235147204699	0.159833558118	0.254082195252	0.149757808288
Unclassified;Other	0.00131998708765	0.00165123597632	0.00103259690032	0.0012131866369
