Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1	HMPMockV1.2.Staggered2
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales	0.00400995432944	0.0461029701023	0.00353092520736	0.0475204041647
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales	0.0128280320502	6.02380015736e-05	0.0113934185353	4.02144646753e-05
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales	0.0453809824094	0.000320859559402	0.04397838564	0.000321715717403
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales	0.0693216444929	0.000540912667191	0.0603525827481	0.000486314456539
Bacteria;Firmicutes;Bacilli;Bacillales	0.513959139036	0.684154946892	0.509549241038	0.666680071488
Bacteria;Firmicutes;Bacilli;Lactobacillales	0.086746130791	0.101674370574	0.0877273735914	0.106437400574
Bacteria;Firmicutes;Bacilli;Other	0.00198292829561	0.0024451711251	0.00194763135642	0.00291321063869
Bacteria;Firmicutes;Clostridia;Clostridiales	0.0277683457615	0.0182287568843	0.0245440533522	0.0182629782833
Bacteria;Other;Other;Other	9.70150240994e-05	0.00013891620771	9.74565343857e-05	0.000168339619571
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales	0.00982350615237	0.0680480428796	0.0106692415183	0.0714966420922
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales	0.0202393919216	0.00129327301338	0.018671172657	0.0012429075245
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales	0.0192236740178	0.00125639260425	0.0189710389166	0.00113255155167
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales	0.00877397998257	0.0496361132966	0.00814736627464	0.0555689084204
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	0.179845275736	0.026099036192	0.20042011263	0.0277283410037
