Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1
Archaea;Crenarchaeota;Thermoprotei;Other	1.30695036203e-06	0.0	0.0	0.0
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales	0.00370259037562	0.044784128736	0.00329334496272	0.0435467034161
Archaea;Euryarchaeota;Other;Other	2.61390072405e-06	2.70425353729e-05	1.34807407397e-06	1.44828884673e-05
Archaea;Other;Other;Other	0.0	5.91555461282e-06	0.0	4.45627337455e-06
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales	0.0140915388034	6.16907838194e-05	0.0125330446657	0.000102494287615
Bacteria;Actinobacteria;Actinobacteria;Other	1.96042554304e-05	8.45079230403e-07	1.75249629617e-05	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales	0.0439030765612	0.000349017722157	0.0428943689598	0.000356501869964
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales	0.0	0.0	1.34807407397e-06	0.0
Bacteria;Bacteroidetes;Other;Other	0.000799853621559	1.52114261473e-05	0.000723915777724	7.79847840546e-06
Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales	0.0	0.0	0.0	3.34220503091e-06
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales	0.0737629714823	0.000583949748209	0.0642829122175	0.000652844049371
Bacteria;Deinococcus-Thermus;Deinococci;Other	9.01795749797e-05	8.45079230403e-07	5.66191111069e-05	5.57034171818e-06
Bacteria;Firmicutes;Bacilli;Bacillales	0.487501633688	0.640970624201	0.486944576631	0.660211383328
Bacteria;Firmicutes;Bacilli;Lactobacillales	0.0837297749431	0.101008940093	0.0851133528085	0.0969094630079
Bacteria;Firmicutes;Bacilli;Other	0.00716600883498	0.00839586215406	0.00662578407358	0.00796001831528
Bacteria;Firmicutes;Clostridia;Clostridiales	0.0266944611444	0.0179739901514	0.0237139710353	0.0179454128793
Bacteria;Firmicutes;Clostridia;Other	1.43764539823e-05	2.11269807601e-05	1.34807407397e-05	1.55969568109e-05
Bacteria;Firmicutes;Other;Other	0.00308440285438	0.00500371412322	0.00278781718498	0.00490635698538
Bacteria;Other;Other;Other	0.0189468593983	0.0193354127916	0.0158803125914	0.0163868312665
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales	0.0	1.69015846081e-06	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Other	0.000150299291633	0.00110451855414	0.000159072740729	0.00101157405602
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	5.2278014481e-06	3.71834861377e-05	4.04422222192e-06	2.56235719036e-05
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales	0.00996549651044	0.0730511839137	0.0108937865918	0.0701150052751
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales	0.0	8.45079230403e-07	5.3922962959e-06	2.22813668727e-06
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales	0.0206485087696	0.00131156296559	0.0191628729615	0.00137698847273
Bacteria;Proteobacteria;Betaproteobacteria;Other	0.000133308936927	1.52114261473e-05	0.000132111259249	1.225475178e-05
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales	0.0240191337533	0.00146959278167	0.0242100622945	0.00160871468821
Bacteria;Proteobacteria;Epsilonproteobacteria;Other	0.000388164257522	2.61974561425e-05	0.000424643333302	2.67376402473e-05
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales	0.00843244373579	0.0539997177435	0.00786870836979	0.0484006991893
Bacteria;Proteobacteria;Gammaproteobacteria;Other	0.00138144653266	0.0012701540833	0.00116203985177	0.00117311396585
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales	0.0	0.0	0.0	3.34220503091e-06
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	0.167803277832	0.0263521056417	0.188156090801	0.0249261651205
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales	1.17625532582e-05	2.78876146033e-05	2.69614814795e-06	4.67908704327e-05
Bacteria;Proteobacteria;Other;Other	0.00222181561544	0.00113747664412	0.00189539214801	0.00102271473946
Unclassified;Other;Other;Other	0.00132786156782	0.00165635529159	0.00103936511103	0.00121879076794
