Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae	0.00379984261645	0.0456854904075	0.00335915237481	0.0443428704403
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae	0.0137616285964	4.94122114045e-05	0.0122402749354	8.09905024377e-05
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae	0.0	0.0	4.15393945772e-06	1.14071130194e-06
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Other	0.000109144415579	0.0	5.67705059221e-05	3.42213390582e-06
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae	0.000106449491737	7.8019281165e-06	0.000126002830217	3.42213390582e-06
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	0.0433626720709	0.000328547861795	0.0422981808514	0.000334228411468
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Other	0.000688553041491	9.53568992017e-06	0.000594013342454	1.25478243213e-05
Bacteria;Bacteroidetes;Other;Other;Other	0.000295094160639	5.201285411e-06	0.000281083236639	1.14071130194e-06
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae	0.0752072396434	0.000586878370541	0.0653539294883	0.000653627576011
Bacteria;Deinococcus-Thermus;Deinococci;Other;Other	4.58137053047e-05	0.0	2.63082832322e-05	2.28142260388e-06
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	2.29068526523e-05	1.82044989385e-05	3.60008086335e-05	1.14071130194e-05
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae	0.0237584485862	0.00143208724983	0.0228203587342	0.00122968678349
Bacteria;Firmicutes;Bacilli;Bacillales;Other	0.0167233498981	0.0125004226044	0.0161505166116	0.0121474346544
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae	1.34746192073e-06	8.66880901834e-07	2.76929297181e-06	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae	0.460724179935	0.642054473062	0.459929715344	0.661150567048
