Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1	HMPMockV1.2.Staggered2
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales	0.00400102365371	0.046204584073	0.00353546734879	0.0476127486507
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales	0.0129419076518	6.3705113928e-05	0.011519743548	5.03030291739e-05
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales	0.0454195152268	0.000319750667985	0.0440120167088	0.00032696968963
Bacteria;Bacteroidetes;Other;Other	2.63225240376e-05	0.0	2.98477614925e-05	9.31537577294e-07
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales	0.0692838079918	0.000542718566733	0.0603118792598	0.00048533107777
Bacteria;Firmicutes;Bacilli;Bacillales	0.512293349907	0.682400604709	0.508004423438	0.664639019873
Bacteria;Firmicutes;Bacilli;Lactobacillales	0.0868043724637	0.101575353962	0.0877807741614	0.106316383697
Bacteria;Firmicutes;Bacilli;Other	0.00246554308485	0.00284957874993	0.00232961778449	0.00335446681584
Bacteria;Firmicutes;Clostridia;Clostridiales	0.0278229079077	0.0183152202543	0.024618433679	0.0183335910587
Bacteria;Firmicutes;Other;Other	8.48170218989e-05	0.000251145160678	7.46194037313e-05	0.000262693596797
Bacteria;Other;Other;Other	0.000630278214455	0.000650527221073	0.00051636627382	0.000945510640954
Bacteria;Proteobacteria;Alphaproteobacteria;Other	1.46236244653e-06	1.96015735163e-05	4.47716422388e-06	1.67676763913e-05
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	2.92472489306e-06	2.08266718611e-05	4.47716422388e-06	3.35353527826e-05
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales	0.00983438745293	0.0681607966079	0.0106765442859	0.0715840051272
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales	0.0203882572296	0.00130472973718	0.0187966277999	0.00125850726692
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales	0.0196673125434	0.00128757836035	0.0195234207922	0.00116255889646
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales	0.00875662632984	0.0496250586516	0.00813053023056	0.055565284948
Bacteria;Proteobacteria;Gammaproteobacteria;Other	7.16557598801e-05	0.000183764751715	5.07411945373e-05	0.000177923677263
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	0.179427485102	0.0261154214155	0.200008357373	0.0277365313639
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales	1.31612620188e-05	4.7778835446e-05	1.49238807463e-06	2.98092024734e-05
Bacteria;Proteobacteria;Other;Other	3.50966987168e-05	3.79780486879e-05	3.43249257164e-05	4.00561158237e-05
Unclassified;Other;Other;Other	2.77848864841e-05	2.32768685506e-05	3.5817313791e-05	6.70707055652e-05
