Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1	HMPMockV1.2.Staggered2
Archaea;Euryarchaeota;Methanobacteria	0.00400102365371	0.046204584073	0.00353546734879	0.0476127486507
Bacteria;Actinobacteria;Actinobacteria	0.0129419076518	6.3705113928e-05	0.011519743548	5.03030291739e-05
Bacteria;Bacteroidetes;Bacteroidia	0.0454195152268	0.000319750667985	0.0440120167088	0.00032696968963
Bacteria;Bacteroidetes;Other	2.63225240376e-05	0.0	2.98477614925e-05	9.31537577294e-07
Bacteria;Deinococcus-Thermus;Deinococci	0.0692838079918	0.000542718566733	0.0603118792598	0.00048533107777
Bacteria;Firmicutes;Bacilli	0.601563265455	0.78682553742	0.598114815384	0.774309870386
Bacteria;Firmicutes;Clostridia	0.0278229079077	0.0183152202543	0.024618433679	0.0183335910587
Bacteria;Firmicutes;Other	8.48170218989e-05	0.000251145160678	7.46194037313e-05	0.000262693596797
Bacteria;Other;Other	0.000630278214455	0.000650527221073	0.00051636627382	0.000945510640954
Bacteria;Proteobacteria;Alphaproteobacteria	0.00983877454027	0.0682012248533	0.0106854986143	0.0716343081564
Bacteria;Proteobacteria;Betaproteobacteria	0.0203882572296	0.00130472973718	0.0187966277999	0.00125850726692
Bacteria;Proteobacteria;Epsilonproteobacteria	0.0196673125434	0.00128757836035	0.0195234207922	0.00116255889646
Bacteria;Proteobacteria;Gammaproteobacteria	0.188268928454	0.0759720236542	0.208191121186	0.0835095491917
Bacteria;Proteobacteria;Other	3.50966987168e-05	3.79780486879e-05	3.43249257164e-05	4.00561158237e-05
Unclassified;Other;Other	2.77848864841e-05	2.32768685506e-05	3.5817313791e-05	6.70707055652e-05
