Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales	0.00379984261645	0.0456854904075	0.00335915237481	0.0443428704403
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales	0.0139772225037	5.7214139521e-05	0.012427202211	8.89754815513e-05
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales	0.0440512251124	0.000338083551715	0.0428921941939	0.00034677623579
Bacteria;Bacteroidetes;Other;Other	0.000295094160639	5.201285411e-06	0.000281083236639	1.14071130194e-06
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales	0.0752072396434	0.000586878370541	0.0653539294883	0.000653627576011
Bacteria;Deinococcus-Thermus;Deinococci;Other	4.58137053047e-05	0.0	2.63082832322e-05	2.28142260388e-06
Bacteria;Firmicutes;Bacilli;Bacillales	0.501230232734	0.656006054296	0.498939360792	0.674539095598
Bacteria;Firmicutes;Bacilli;Lactobacillales	0.0842662261364	0.102759195222	0.0854423807058	0.098396616194
Bacteria;Firmicutes;Bacilli;Other	0.00479022712818	0.00583584223114	0.00446686956353	0.00543434864244
Bacteria;Firmicutes;Clostridia;Clostridiales	0.0268535686182	0.0179288308117	0.0238020730927	0.0178760868127
Bacteria;Firmicutes;Clostridia;Other	0.0	3.46752360733e-06	2.76929297181e-06	2.28142260388e-06
Bacteria;Firmicutes;Other;Other	0.000991731973654	0.00198168974159	0.000952636782303	0.00202476256094
Bacteria;Other;Other;Other	0.00696233574439	0.00819722580774	0.00574489827002	0.00630014852061
Bacteria;Proteobacteria;Alphaproteobacteria;Other	4.58137053047e-05	0.000351953646144	3.46161621476e-05	0.000295444227202
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	2.69492384145e-06	3.72758787788e-05	4.15393945772e-06	2.39549373407e-05
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales	0.0101100067912	0.0737516264853	0.0110093242094	0.0707047086281
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales	0.0	8.66880901834e-07	1.38464648591e-06	2.28142260388e-06
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales	0.020872185152	0.00130552263816	0.019300587367	0.00137113498493
Bacteria;Proteobacteria;Betaproteobacteria;Other	5.65934006705e-05	5.201285411e-06	5.95397988939e-05	3.42213390582e-06
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales	0.0236048379273	0.00143035348803	0.0237425332938	0.00157190017407
Bacteria;Proteobacteria;Epsilonproteobacteria;Other	0.000146873349359	7.8019281165e-06	0.000155080406421	1.14071130194e-05
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales	0.00858333243503	0.0548631585152	0.0079866409307	0.049052867406
Bacteria;Proteobacteria;Gammaproteobacteria;Other	0.000436577662315	0.000462914401579	0.000402932127399	0.000440314562549
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	0.172310735499	0.0269331227391	0.192544786391	0.0254150478072
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales	1.21271572865e-05	2.77401888587e-05	1.38464648591e-06	4.79098746815e-05
Bacteria;Proteobacteria;Other;Other	0.000330128170578	0.000197648845618	0.000279698590153	0.000151714603158
Unclassified;Other;Other;Other	0.00101733375015	0.00123963968962	0.000786479203994	0.000898880505928
