Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1	HMPMockV1.2.Staggered2
Archaea;Euryarchaeota;Methanobacteria	0.00397339877528	0.0460503691102	0.00352184029098	0.0473992340952
Archaea;Euryarchaeota;Other	0.0	2.43035513564e-06	0.0	9.2211026779e-07
Bacteria;Actinobacteria;Actinobacteria	0.0129330802088	6.44044110946e-05	0.0114825897433	4.97939544607e-05
Bacteria;Bacteroidetes;Bacteroidia	0.0452050076979	0.000320806877905	0.0438492042948	0.000331037586137
Bacteria;Bacteroidetes;Other	0.00014469769757	1.21517756782e-06	0.000127206327184	9.2211026779e-07
Bacteria;Deinococcus-Thermus;Deinococci	0.0686547165661	0.000540754017681	0.0598446603665	0.000480419449519
Bacteria;Firmicutes;Bacilli	0.597132670425	0.781537807212	0.594550540109	0.767619913524
Bacteria;Firmicutes;Clostridia	0.0279657240094	0.018445180302	0.024762338644	0.018480933987
Bacteria;Firmicutes;Other	0.000315440980703	0.000730321718261	0.000258850084385	0.000718323898608
Bacteria;Other;Other	0.00577343813305	0.00512561898107	0.00464746837222	0.00697023151423
Bacteria;Proteobacteria;Alphaproteobacteria	0.00976709458599	0.0678846796488	0.0106232074632	0.0711629378064
Bacteria;Proteobacteria;Betaproteobacteria	0.020247548821	0.00129902482	0.0187052466693	0.00125314785393
Bacteria;Proteobacteria;Epsilonproteobacteria	0.0199407897022	0.00131968283865	0.0198737699074	0.0011793790325
Bacteria;Proteobacteria;Gammaproteobacteria	0.186762765231	0.0757104231856	0.206825654854	0.0830277306221
Bacteria;Proteobacteria;Other	0.000217046546355	0.000142175775435	0.00022482978758	0.000143849201775
Unclassified;Other;Other	0.000966580619769	0.000825105568551	0.000702593086188	0.00118122325304
