Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1
Archaea;Crenarchaeota;Thermoprotei	1.30695036203e-06	0.0	0.0	0.0
Archaea;Euryarchaeota;Methanobacteria	0.00370259037562	0.044784128736	0.00329334496272	0.0435467034161
Archaea;Euryarchaeota;Other	2.61390072405e-06	2.70425353729e-05	1.34807407397e-06	1.44828884673e-05
Archaea;Other;Other	0.0	5.91555461282e-06	0.0	4.45627337455e-06
Bacteria;Actinobacteria;Actinobacteria	0.0141111430588	6.25358630498e-05	0.0125505696287	0.000102494287615
Bacteria;Bacteroidetes;Bacteroidia	0.0439030765612	0.000349017722157	0.0428943689598	0.000356501869964
Bacteria;Bacteroidetes;Flavobacteria	0.0	0.0	1.34807407397e-06	0.0
Bacteria;Bacteroidetes;Other	0.000799853621559	1.52114261473e-05	0.000723915777724	7.79847840546e-06
Bacteria;Bacteroidetes;Sphingobacteria	0.0	0.0	0.0	3.34220503091e-06
Bacteria;Deinococcus-Thermus;Deinococci	0.0738531510573	0.000584794827439	0.0643395313286	0.000658414391089
Bacteria;Firmicutes;Bacilli	0.578397417466	0.750375426448	0.578683713513	0.765080864651
Bacteria;Firmicutes;Clostridia	0.0267088375983	0.0179951171322	0.023727451776	0.0179610098361
Bacteria;Firmicutes;Other	0.00308440285438	0.00500371412322	0.00278781718498	0.00490635698538
Bacteria;Other;Other	0.0189468593983	0.0193354127916	0.0158803125914	0.0163868312665
Bacteria;Proteobacteria;Alphaproteobacteria	0.0101210236035	0.0741945761125	0.0110569035547	0.071152202903
Bacteria;Proteobacteria;Betaproteobacteria	0.0207818177066	0.00132761947096	0.0193003765171	0.0013914713612
Bacteria;Proteobacteria;Epsilonproteobacteria	0.0244072980108	0.00149579023781	0.0246347056278	0.00163545232846
Bacteria;Proteobacteria;Gammaproteobacteria	0.177628930653	0.0816498650831	0.197189535171	0.0745501113511
Bacteria;Proteobacteria;Other	0.00222181561544	0.00113747664412	0.00189539214801	0.00102271473946
Unclassified;Other;Other	0.00132786156782	0.00165635529159	0.00103936511103	0.00121879076794
