UclustConsensusTaxonAssigner parameters:
id_to_taxonomy_filepath:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/ref_taxa.tsv
id_to_taxonomy_fp:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/ref_taxa.tsv
max_accepts:3
min_consensus_fraction:1.0
reference_sequences_fp:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/ref_seqs.fasta
similarity:0.8
unassignable_label:Unassigned
Result path: /var/folders/0t/l1dz88p50y91vx_22fx5w3780000gn/T/assign-taxoO0pEA

.uc file contents:

# uclust --input /Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/query.fasta --id 0.8 --rev --maxaccepts 3 --allhits --libonly --lib /Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter0/ref_seqs.fasta --uc /var/folders/0t/l1dz88p50y91vx_22fx5w3780000gn/T/UclustConsensusTaxonAssigner_T1t8Yh.uc
# version=1.2.22
# Tab-separated fields:
# 1=Type, 2=ClusterNr, 3=SeqLength or ClusterSize, 4=PctId, 5=Strand, 6=QueryStart, 7=SeedStart, 8=Alignment, 9=QueryLabel, 10=TargetLabel
# Record types (field 1): L=LibSeed, S=NewSeed, H=Hit, R=Reject, D=LibCluster, C=NewCluster, N=NoHit
# For C and D types, PctId is average id with seed.
# QueryStart and SeedStart are zero-based relative to start of sequence.
# If minus strand, SeedStart is relative to reverse-complemented seed.
L	12066	250	*	*	*	*	*	2097809	*
H	12066	250	100.0	+	0	0	250M	1108035	2097809
L	17504	250	*	*	*	*	*	4365878	*
H	17504	250	100.0	+	0	0	250M	1108035	4365878
L	2802	250	*	*	*	*	*	535824	*
H	2802	250	100.0	+	0	0	250M	1108035	535824
L	9552	250	*	*	*	*	*	99373	*
H	9552	250	99.6	+	0	0	250M	1096444	99373
L	24	250	*	*	*	*	*	1109361	*
H	24	250	99.6	+	0	0	250M	1096444	1109361
L	6714	250	*	*	*	*	*	238399	*
H	6714	250	99.6	+	0	0	250M	1096444	238399
L	69	250	*	*	*	*	*	1100298	*
H	69	250	100.0	+	0	0	250M	1080702	1100298
L	1072	250	*	*	*	*	*	868257	*
H	1072	250	100.0	+	0	0	250M	1080702	868257
L	9982	250	*	*	*	*	*	53098	*
H	9982	250	100.0	+	0	0	250M	1080702	53098
L	16984	250	*	*	*	*	*	4340653	*
H	16984	250	98.4	+	0	0	100MD149MI	1065380	4340653
L	17060	250	*	*	*	*	*	4344528	*
H	17060	250	98.4	+	0	0	100MD149MI	1065380	4344528
L	15978	250	*	*	*	*	*	4295562	*
H	15978	250	98.4	+	0	0	100MD149MI	1065380	4295562
L	16774	250	*	*	*	*	*	4330158	*
H	16774	250	100.0	+	0	0	250M	1042479	4330158
L	16101	250	*	*	*	*	*	4301395	*
H	16101	250	100.0	+	0	0	250M	1042479	4301395
L	16149	250	*	*	*	*	*	4303388	*
H	16149	250	100.0	+	0	0	250M	1042479	4303388
L	18704	250	*	*	*	*	*	4425527	*
H	18704	250	98.8	+	0	0	250M	971907	4425527
L	19581	250	*	*	*	*	*	4467165	*
H	19581	250	98.8	+	0	0	250M	971907	4467165
L	14711	250	*	*	*	*	*	3597999	*
H	14711	250	98.8	+	0	0	250M	971907	3597999
L	18321	250	*	*	*	*	*	4406395	*
H	18321	250	97.2	+	0	0	250M	955905	4406395
L	18319	250	*	*	*	*	*	4406390	*
H	18319	250	97.2	+	0	0	250M	955905	4406390
L	12039	250	*	*	*	*	*	2085638	*
H	12039	250	97.2	+	0	0	250M	955905	2085638
L	3972	250	*	*	*	*	*	407441	*
H	3972	250	97.2	+	0	0	108MD141MI	887059	407441
L	557	250	*	*	*	*	*	990864	*
H	557	250	96.0	+	0	0	108MD141MI	887059	990864
L	14301	250	*	*	*	*	*	945953	*
H	14301	250	95.6	+	0	0	250M	887059	945953
L	4686	250	*	*	*	*	*	349131	*
H	4686	250	99.6	+	0	0	250M	853756	349131
L	10145	250	*	*	*	*	*	33272	*
H	10145	250	99.2	+	0	0	231MI18MD	853756	33272
L	9223	250	*	*	*	*	*	111689	*
H	9223	250	98.4	+	0	0	250M	853756	111689
L	17115	250	*	*	*	*	*	4347830	*
H	17115	250	98.4	+	0	0	250M	845765	4347830
L	14540	250	*	*	*	*	*	1137029	*
H	14540	250	97.2	+	0	0	250M	845765	1137029
L	14541	250	*	*	*	*	*	1123794	*
H	14541	250	96.0	+	0	0	151MD98MI	845765	1123794
L	18595	250	*	*	*	*	*	4419566	*
H	18595	250	97.6	+	0	0	250M	832772	4419566
L	7675	250	*	*	*	*	*	185297	*
H	7675	250	96.8	+	0	0	250M	832772	185297
L	17161	250	*	*	*	*	*	4349748	*
H	17161	250	96.8	+	0	0	250M	832772	4349748
L	6484	250	*	*	*	*	*	252234	*
H	6484	250	99.6	+	0	0	250M	826749	252234
L	16667	250	*	*	*	*	*	4325118	*
H	16667	250	99.2	+	0	0	250M	826749	4325118
L	17811	250	*	*	*	*	*	4379927	*
H	17811	250	99.2	+	0	0	250M	826749	4379927
L	9749	250	*	*	*	*	*	78075	*
H	9749	250	96.0	+	0	0	250M	823665	78075
L	15240	250	*	*	*	*	*	3899442	*
H	15240	250	96.0	+	0	0	250M	823665	3899442
L	10916	250	*	*	*	*	*	4009	*
H	10916	250	96.0	+	0	0	250M	823665	4009
L	18531	250	*	*	*	*	*	4415996	*
H	18531	250	98.8	+	0	0	250M	793649	4415996
L	10179	250	*	*	*	*	*	29012	*
H	10179	250	98.4	+	0	0	250M	793649	29012
