Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
Unknown;Other;Other;Other	1.47536274397e-05	5.70065625955e-06	0.0	4.14829318477e-06
k__Archaea;Other;Other;Other	2.60358131288e-06	2.28026250382e-06	0.0	0.0
k__Archaea;p__Euryarchaeota;Other;Other	3.47144175051e-06	1.14013125191e-06	1.34604900964e-06	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0457995988749	0.0443989912119	0.00379855030522	0.00335596918648
k__Bacteria;Other;Other;Other	0.00400604378009	0.00339531086819	0.00283881736134	0.00227879572283
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	0.0	0.0	4.03814702893e-06	1.38276439492e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	5.8146649321e-05	9.12105001528e-05	0.014097171278	0.0125084867165
k__Bacteria;p__Bacteroidetes;Other;Other	0.0	0.0	2.2882833164e-05	2.21242303188e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.000356690639865	0.000355720950596	0.0449028489127	0.0437008859371
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other	0.000506830495574	0.000548403132169	0.000320359664295	0.000246132062296
k__Bacteria;p__Firmicutes;c__Bacilli;Other	0.00571225740046	0.00550113329046	0.00632508429632	0.00586430379887
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.659910662447	0.677279008359	0.502784302376	0.500140350586
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.104204002746	0.0996634332544	0.0846570603636	0.0857576650087
k__Bacteria;p__Firmicutes;c__Clostridia;Other	5.20716262576e-06	4.56052500764e-06	1.48065391061e-05	4.14829318477e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.0180211219873	0.0179468060363	0.0269519393201	0.0238692789852
k__Bacteria;p__Proteobacteria;Other;Other	0.000380990732118	0.000336338719313	0.000274593997967	0.000230921653952
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	0.000592748678899	0.000500517619588	8.74931856269e-05	7.74348061157e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	1.73572087525e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	3.64501383803e-05	2.5082887542e-05	2.69209801929e-06	4.14829318477e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0742072745798	0.0709686099064	0.0101370950916	0.0110524358086
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	4.33930218814e-06	3.42039375573e-06	6.19182544436e-05	5.3927811402e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	8.67860437627e-07	2.28026250382e-06	0.0	2.76552878985e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.00131480856301	0.00137955881481	0.0209525988841	0.0193614670577
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;Other	1.73572087525e-06	1.14013125191e-06	5.11498623665e-05	2.35069947137e-05
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.00149705925491	0.00162924755898	0.0245869312102	0.0247293584388
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.000531998448266	0.000464033419527	0.000289400537074	0.00027793564338
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.0550561983026	0.0492080648324	0.00861202156371	0.00801035413979
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0271579566747	0.0255674433241	0.172836730985	0.192938498788
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	2.77715340041e-05	4.78855125802e-05	1.07683920772e-05	1.38276439492e-06
k__Bacteria;p__[Thermi];c__Deinococci;Other	0.0	0.0	3.49972742508e-05	1.52104083442e-05
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.000586673655836	0.000668116913619	0.0753424012168	0.0654669802776
