Taxon	EUK.Mock.1
Root;k__Eukaryota;Other;Other;Other	0.000366882719824
Root;k__Eukaryota;p__Environmental_samples;c__Uncultured_eukaryote;g__Environmental_samples	0.0120224645112
Root;k__Eukaryota;p__Fungi;Other;Other	0.00101598291644
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;Other	0.0153338162388
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	6.58507445838e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.469929727848
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Aspergillus	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	9.40724922625e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.000291624726014
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other	0.20753332518
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.000733765439648
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other	0.00888044326958
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	7.525799381e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other	0.000884281427268
Unassigned;Other;Other;Other;Other	0.282753689994
