Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
Unassigned;Other;Other;Other;Other;Other	0.0	0.0	0.0	4.14829318477e-06
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.0458091453397	0.0444024116056	0.00379989635423	0.00335596918648
k__Bacteria;Other;Other;Other;Other;Other	9.37289272637e-05	6.38473501069e-05	0.000184408714321	0.000153486847836
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other;Other	8.67860437627e-07	0.0	4.03814702893e-06	2.76552878985e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	5.03359053824e-05	8.66499751451e-05	0.0139962176023	0.0123854206853
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces	0.0	0.0	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	0.0	1.14013125191e-06	0.0	4.14829318477e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	7.81074393865e-06	3.42039375573e-06	0.000107683920772	0.000124448795543
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.00035842636074	0.000356861081848	0.0450495682548	0.0438211864395
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Sediminibacterium	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other;Other;Other	3.38465570675e-05	3.99045938168e-05	4.03814702893e-05	3.31863454782e-05
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other	0.0597834341064	0.0602456754822	0.0478237752637	0.047947355394
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	0.0312360328711	0.0311768890835	0.044945922481	0.0437064169947
