Taxon	Mock.3	Mock.2	Mock.1
Unclassified;Other;Other;Other	0.0926062196058	0.0991541964867	0.0743746041799
p__Ascomycota;Other;Other;Other	0.201865241874	0.180169160703	0.200898511716
p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae	0.0645316099309	0.0601431359792	0.0660821722609
p__Ascomycota;c__Saccharomycetes;Other;Other	3.19938571794e-05	0.0	0.0
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;Other	0.0788008702329	0.0794274560833	0.0710695060165
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae	0.186092270284	0.192036434613	0.255521690944
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Incertae_sedis	0.133558356795	0.148991541965	0.114748258391
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae	0.172670847197	0.160728692258	0.141426535782
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae	0.0567571026363	0.0675341574496	0.0635291323623
p__Ascomycota;c__Sordariomycetes;Other;Other	4.79907857691e-05	7.80741704619e-05	9.89550348322e-05
p__Ascomycota;c__Sordariomycetes;o__Hypocreales;Other	0.00054389557205	0.000572543916721	0.000732267257758
p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae	0.0124936012286	0.0111646063761	0.0115183660545
