id	taxonomy
d8bfcf06e145cf37c095cea25834ec0f	other
cd6b21d370bbbd9723715be146c35319	other
169ccf498831c1ab51bfcfa4d29b7b8a	other
e5301bbaccdb6b0a13b86410d52b5220	other
1b2a87335a2aa8cddad1d88cad48651e	other
87d22f55fc53c7732c3571412025c465	other
f0937266010c16e9c1d60027133eaecc	other
59d9d5c81ebbad1889b2875372c4aeea	NO-EXPECTED-TAXONOMY
27df5ece91baf7cd5c4f29530b374444	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Hymenoscyphus;s__Hymenoscyphus_fraxineus
663b9ce871d8821ad3d4b64f83ee91bd	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Sistotrema;s__Sistotrema_brinkmannii
fd30a6904feb40a375ff4af151f29fd7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_purpurascens
9299202cf8d0c4c671f64a96f5fb3615	other
dca3eb1283975c3a7f602f26496a2d18	NO-EXPECTED-TAXONOMY
16d928fedce68ded836e015d2b303477	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Rhizinaceae;g__Rhizina;s__Rhizina_undulata
6c37903bf7a256e33fb5fd9fbb18cb2a	other
daba2c6e69a632bab052782288a2c0b0	other
3d6fbd4cd12712cef620cbfc9eb14910	other
b74b91bf04919d41babc11dd6491afa4	other
5bade6b00440709d0ca6b08c701d5cbc	NO-EXPECTED-TAXONOMY
d76e0eead41821a8f3ec429fcf8bc476	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita_lividopallescens
f65af62c9e26d5f80515162358bea7f8	other
2330c7c2c525e69c0e50dd353cec95a0	other
668aa2bb8ea0c8fa6fdb2033eaf4cf9b	other
27e2528bd8e15825e3ddd6b7bad2f3fa	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita_lividopallescens
73c10d75594ef1ba1041422f6b0e80cc	other
7b6f1a477a2fc54d89b09cb77d91cb1d	other
df37a27b14f89533ad402f9d1e2bb801	other
296a7a8175f95aeb5c5cd8dfb75a4cda	other
5135430c97682a0a913150e2ca1d0bfd	other
0cf9fe899150ec55e8bb5b6cb2f1e110	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Hymenoscyphus;s__Hymenoscyphus_fraxineus
601bda3cb791bc8f28c2f9d96615355e	other
f7c0d2f087426caf9ac0bc3e697eeef3	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Rhizinaceae;g__Rhizina;s__Rhizina_undulata
52eac204085e35f64ae6948e6a4cd145	other
426410fb41f783d19eb7f5fde17fcc57	k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_dimorpha
b5f8a9ec079bd456138d2fd904cc9674	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Rhizinaceae;g__Rhizina;s__Rhizina_undulata
e7eeff794ab658b8b436ea046f11de91	other
03bcb98a2a5578524905bf3f4edf4107	other
d5a8337527bd81baebaa8618ccea88a4	other
d872bf65376302940763ea97b78996e1	other
ba9f80af05850b2aec2b12c18cdd6731	other
312e41a0d14ad673e5ab04d477d8c0f7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita_lividopallescens
6d0504a0852b10eab2b83ec3702d2b30	other
357312c0f2ce1f4aa916ec782d304f34	other
affa68fe55a9cdfd10c01ce648215713	other
aa87d9e94c1bb2c2c3fa12d2e9fbf6d8	other
ba7cb97d903aeeb5dda66a6af600dd93	other
4a0b589c3597ac19e9ed9f89cac9900b	other
2f493be447fb16212bcf8ee1bc9433f4	other
393d667103e3ba009c339a21ba8a47c9	other
e6fec7ae7d8de920070f73aad8fef06b	other
a450cb24dab38f52cfd17faedb314713	other
72562ee3062649c6116fb33681f013c3	other
84e29b4bf1c0b3c8aad90b36738b5467	other
0a34f6517e4e22927e4f45bb06a9904b	k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_dimorpha
1267b3daf170126d64850da030928562	other
bfc98fd8e39e4270bdcd2d229d1f38f1	other
10575647dac1181ab9100c7134a1c922	other
462fb11c0b6f4a8dab09421e6ffa14fe	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Rhizinaceae;g__Rhizina;s__Rhizina_undulata
57c13aa13a38f306bfdbea0526cba72c	other
b48f77273b410ea6ae1bf5700a1d3977	other
e18e127e2bf59094b6a2250791db3d35	other
d2d12a02ba4278348ed2067f0d18679d	other
336757342ad56dab1764d084bac7d5da	other
b3af56c8dea0d3c8ce9db7c7f467c60f	other
695b5a141e70251ad44456d88e62146d	other
8089f0596ba0333c4b30233dfc15636d	other
a5792064c430c187f8adc14f88f8b3f7	other
