Taxon	Mock.2	Mock.3	Mock.1
Root;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus;Other	0.000168027690963	0.00026208884812	0.000237731363559
Root;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium;Other	0.0647242665591	0.0655222120299	0.0713194090678
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces;Galactomyces_geotrichum	0.221863763148	0.206198401258	0.209509254542
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces;Galactomyces_sp_BPY_54	0.000134422152771	0.000327611060149	0.000135846493462
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces;Other	0.103269818866	0.0884549862403	0.0962812022415
Root;Saccharomycetes;Saccharomycetales;Incertae_sedis;Candida;Candida_catenulata	0.15804684612	0.168064473857	0.158057395143
Root;Saccharomycetes;Saccharomycetales;Other;Other;Other	0.0571294149276	0.0576595465863	0.062795041603
Root;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;Pichia_jadinii	0.020398561683	0.0215568077578	0.018950585838
Root;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;Pichia_kudriavzevii	0.103605874248	0.12265758092	0.105620648667
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Debaryomyces;Debaryomyces_hansenii	0.080048391975	0.0603459572795	0.0716590253014
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces;Kluyveromyces_lactis	0.0656988271667	0.0473725592976	0.065579894719
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;Zygosaccharomyces_pseudorouxii	0.00685552979131	0.00445551041803	0.00658855493293
Root;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_oxysporum	3.36055381927e-05	6.55222120299e-05	0.0
Root;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Other	0.0881473266794	0.133272179269	0.101443368993
Root;Sordariomycetes;Hypocreales;Nectriaceae;Gibberella;Other	0.000235238767349	0.000393133272179	0.000237731363559
Root;Sordariomycetes;Hypocreales;Nectriaceae;Nectria;Other	3.36055381927e-05	6.55222120299e-05	0.0
Root;Sordariomycetes;Hypocreales;Nectriaceae;Other;Other	6.72110763854e-05	6.55222120299e-05	0.000101884870097
Root;Sordariomycetes;Hypocreales;Other;Other;Other	3.36055381927e-05	0.0	0.000101884870097
Root;Sordariomycetes;Microascales;Microascaceae;Other;Other	3.36055381927e-05	0.0	3.39616233656e-05
Root;Sordariomycetes;Microascales;Microascaceae;Scopulariopsis;Other	0.0114258829855	0.0107456427729	0.0141959585668
Unassigned;Other;Other;Other;Other;Other	0.0180461740095	0.0125147424977	0.0171506197996
