Taxon	EUK.Mock.1
Root;k__Eukaryota;Other;Other;Other	0.279649297749
Root;k__Eukaryota;p__Fungi;Other;Other	0.000395104467503
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;Other	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.016133432423
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.0976566542177
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Aspergillus	0.000178737735299
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	0.0477888260694
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.018711018711
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Coccidioides	0.0354935513307
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Epichloe	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.000884281427268
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema	0.000385697218276
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Petractis	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.262942023123
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Schizosaccharomyces	6.58507445838e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella	0.000253995729109
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.0163874281521
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Vanderwaltozyma	0.00142049463316
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other	0.000630285698159
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizomucor	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.207608583174
Root;k__Eukaryota;p__Metazoa;Other;Other	0.00345246046604
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other	0.000592656701254
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Equus	0.00176856285454
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.0065944817076
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other	3.7628996905e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Zea	0.000846652430363
