Taxon	Mock.2	Mock.1	Mock.3
No blast hit;Other;Other;Other;Other	0.00421446967923	0.00383793621904	0.00363095428517
Root;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus	0.000156091469601	0.000178048587481	7.99769666336e-05
Root;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium	0.0601212310414	0.0660758091319	0.0646053936466
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces	0.389136033716	0.436535570151	0.380738347356
Root;Saccharomycetes;Saccharomycetales;Incertae_sedis;Candida	0.149145399204	0.114841338925	0.133609520458
Root;Saccharomycetes;Saccharomycetales;Pichiaceae;Issatchenkia	0.107651083535	0.0967792988842	0.119933459164
Root;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia	0.0749499206535	0.0651262166653	0.0754502703221
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Debaryomyces	0.0584302401207	0.0514956081348	0.0568476278832
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces	0.0517183069279	0.0466487299201	0.0418759397294
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces	0.0116027992404	0.0129777637097	0.0112447615087
Root;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	0.081427716642	0.0936535570151	0.099091461659
Root;Sordariomycetes;Hypocreales;Niessliaceae;Rosasphaeria_moravica	0.000130076224668	0.000237398116642	0.000207940113247
Root;Sordariomycetes;Microascales;Microascaceae;Scopulariopsis	0.0112906163012	0.0115731581863	0.0126683515148
Root;Sordariomycetes;Xylariales;Amphisphaeriaceae;Bartalinia	2.60152449335e-05	3.95663527736e-05	1.59953933267e-05
