dataset	level	iteration	method	parameters               	observed_taxonomy	expected_taxonomy	result	mismatch_level               	Precision	Recall	F-measure
F1-REF	6	0	sortmerna	1.0:0.8:3:0.9:1.0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_sp	underclassification	6	[0, 1.0, 1.0, 0.99099099099099097, 0.98026315789473684, 0.95419847328244278, 0.70238095238095233]	[0, 0.95843520782396086, 0.89486552567237165, 0.8068459657701712, 0.72860635696821519, 0.61124694376528121, 0.14425427872860636]	[0, 0.97877652933832704, 0.94451612903225812, 0.88948787061994616, 0.83590462833099588, 0.7451564828614009, 0.23935091277890469]
F1-REF	6	0	sortmerna	1.0:0.8:3:0.9:1.0	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_sp	underclassification	6	[0, 1.0, 1.0, 0.99099099099099097, 0.98026315789473684, 0.95419847328244278, 0.70238095238095233]	[0, 0.95843520782396086, 0.89486552567237165, 0.8068459657701712, 0.72860635696821519, 0.61124694376528121, 0.14425427872860636]	[0, 0.97877652933832704, 0.94451612903225812, 0.88948787061994616, 0.83590462833099588, 0.7451564828614009, 0.23935091277890469]
F1-REF	6	0	sortmerna	1.0:0.8:3:0.9:1.0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_sp	underclassification	6	[0, 1.0, 1.0, 0.99099099099099097, 0.98026315789473684, 0.95419847328244278, 0.70238095238095233]	[0, 0.95843520782396086, 0.89486552567237165, 0.8068459657701712, 0.72860635696821519, 0.61124694376528121, 0.14425427872860636]	[0, 0.97877652933832704, 0.94451612903225812, 0.88948787061994616, 0.83590462833099588, 0.7451564828614009, 0.23935091277890469]
F1-REF	6	0	sortmerna	1.0:0.8:3:0.9:1.0	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales;f__Collemataceae;g__Leptogium;s__Leptogium_sp	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales;f__Collemataceae;g__Leptogium;s__Leptogium_sp	match	7	[0, 1.0, 1.0, 0.99099099099099097, 0.98026315789473684, 0.95419847328244278, 0.70238095238095233]	[0, 0.95843520782396086, 0.89486552567237165, 0.8068459657701712, 0.72860635696821519, 0.61124694376528121, 0.14425427872860636]	[0, 0.97877652933832704, 0.94451612903225812, 0.88948787061994616, 0.83590462833099588, 0.7451564828614009, 0.23935091277890469]
F1-REF	6	0	sortmerna	1.0:0.8:3:0.9:1.0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus;s__Agaricus_arvensis	underclassification	6	[0, 1.0, 1.0, 0.99099099099099097, 0.98026315789473684, 0.95419847328244278, 0.70238095238095233]	[0, 0.95843520782396086, 0.89486552567237165, 0.8068459657701712, 0.72860635696821519, 0.61124694376528121, 0.14425427872860636]	[0, 0.97877652933832704, 0.94451612903225812, 0.88948787061994616, 0.83590462833099588, 0.7451564828614009, 0.23935091277890469]
F1-REF	6	0	sortmerna	1.0:0.8:3:0.9:1.0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus;s__Agaricus_campestris	underclassification	6	[0, 1.0, 1.0, 0.99099099099099097, 0.98026315789473684, 0.95419847328244278, 0.70238095238095233]	[0, 0.95843520782396086, 0.89486552567237165, 0.8068459657701712, 0.72860635696821519, 0.61124694376528121, 0.14425427872860636]	[0, 0.97877652933832704, 0.94451612903225812, 0.88948787061994616, 0.83590462833099588, 0.7451564828614009, 0.23935091277890469]
F1-REF	6	0	sortmerna	1.0:0.8:3:0.9:1.0	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Kluyveromyces;s__Kluyveromyces_marxianus	underclassification	4	[0, 1.0, 1.0, 0.99099099099099097, 0.98026315789473684, 0.95419847328244278, 0.70238095238095233]	[0, 0.95843520782396086, 0.89486552567237165, 0.8068459657701712, 0.72860635696821519, 0.61124694376528121, 0.14425427872860636]	[0, 0.97877652933832704, 0.94451612903225812, 0.88948787061994616, 0.83590462833099588, 0.7451564828614009, 0.23935091277890469]
F1-REF	6	0	sortmerna	1.0:0.8:3:0.9:1.0	k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp	k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp	match	7	[0, 1.0, 1.0, 0.99099099099099097, 0.98026315789473684, 0.95419847328244278, 0.70238095238095233]	[0, 0.95843520782396086, 0.89486552567237165, 0.8068459657701712, 0.72860635696821519, 0.61124694376528121, 0.14425427872860636]	[0, 0.97877652933832704, 0.94451612903225812, 0.88948787061994616, 0.83590462833099588, 0.7451564828614009, 0.23935091277890469]
F1-REF	6	0	sortmerna	1.0:0.8:3:0.9:1.0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Boletus;s__Boletus_sp	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Boletus;s__Boletus_sp	match	7	[0, 1.0, 1.0, 0.99099099099099097, 0.98026315789473684, 0.95419847328244278, 0.70238095238095233]	[0, 0.95843520782396086, 0.89486552567237165, 0.8068459657701712, 0.72860635696821519, 0.61124694376528121, 0.14425427872860636]	[0, 0.97877652933832704, 0.94451612903225812, 0.88948787061994616, 0.83590462833099588, 0.7451564828614009, 0.23935091277890469]
F1-REF	6	0	sortmerna	1.0:0.8:3:0.9:1.0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__Psathyrella_pygmaea	underclassification	6	[0, 1.0, 1.0, 0.99099099099099097, 0.98026315789473684, 0.95419847328244278, 0.70238095238095233]	[0, 0.95843520782396086, 0.89486552567237165, 0.8068459657701712, 0.72860635696821519, 0.61124694376528121, 0.14425427872860636]	[0, 0.97877652933832704, 0.94451612903225812, 0.88948787061994616, 0.83590462833099588, 0.7451564828614009, 0.23935091277890469]
