Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
Unknown;Other;Other	3.47144175051e-06	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.0458074096188	0.0444024116056	0.00379989635423	0.00335596918648
k__Bacteria;Other;Other	0.0017713031532	0.00140464170235	0.00159776017445	0.00130256406002
k__Bacteria;p__Actinobacteria;c__Actinobacteria	5.90145097587e-05	9.12105001528e-05	0.0141092857191	0.0125154005384
k__Bacteria;p__Bacteroidetes;Other	8.67860437627e-07	0.0	2.69209801929e-06	1.38276439492e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.000356690639865	0.000355720950596	0.0449984183924	0.0437893828584
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other	0.00143630902427	0.00135675618977	0.000433427781106	0.000319418575227
k__Bacteria;p__Firmicutes;c__Bacilli	0.770844922886	0.783396724631	0.594207951112	0.592127369194
k__Bacteria;p__Firmicutes;c__Clostridia	0.0181400188673	0.0180482777177	0.0271000047112	0.0239868139587
k__Bacteria;p__Proteobacteria;Other	0.000281186781791	0.00022118546287	0.000153449587099	0.000118917737963
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0749362773474	0.0715899814387	0.0102434329634	0.0111533776094
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.00132088358607	0.00138639960232	0.0210239394816	0.0194402846282
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.00150400213841	0.0016406488715	0.0247296124052	0.0248441278836
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.0829448934658	0.0754322237576	0.181837760713	0.201304223377
k__Bacteria;p__[Thermi];c__Deinococci	0.000592748678899	0.000671537307375	0.0757623685078	0.0657407676278
