Taxon	Even3	Even2	Even1
Unclassified;Other;Other;Other;Other	0.00189494369756	0.00173934218079	0.000286853704611
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	7.79812221217e-06	0.0	6.99643181977e-06
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__Cenarchaeaceae	0.0	0.0	2.09892954593e-05
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae	3.11924888487e-05	0.0	6.99643181977e-06
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__DHVEG-1	0.0	8.69671090394e-06	6.99643181977e-06
k__Bacteria;Other;Other;Other;Other	0.0231058361147	0.023081070739	0.0156790037081
k__Bacteria;p__Acidobacteria;Other;Other;Other	0.0	0.0	2.79857272791e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;Other	0.0	0.0	1.39928636395e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae	0.0	0.0	4.19785909186e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Koribacteraceae	0.0	4.34835545197e-05	9.0953613657e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria-2;o__;f__	0.0	2.60901327118e-05	0.000272860840971
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;Other	7.79812221217e-06	8.69671090394e-06	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__	4.6788733273e-05	4.34835545197e-05	4.19785909186e-05
k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__;f__	5.45868554852e-05	1.73934218079e-05	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae	1.55962444243e-05	8.69671090394e-06	2.09892954593e-05
k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18;f__	0.0	2.60901327118e-05	0.0
k__Bacteria;p__Actinobacteria;Other;Other;Other	9.35774665461e-05	4.34835545197e-05	9.0953613657e-05
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OCS155	2.33943666365e-05	8.69671090394e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other	0.000725225365732	0.00077400727045	0.000559714545582
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other	3.11924888487e-05	7.82703981354e-05	3.49821590989e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__ACK-M1	8.57793443339e-05	8.69671090394e-05	9.79500454768e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	7.79812221217e-06	0.0	6.99643181977e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	7.79812221217e-06	0.0	6.99643181977e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae	5.45868554852e-05	8.69671090394e-06	1.39928636395e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	0.0	8.69671090394e-06	7.69607500175e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.0834243114258	0.0802532482215	0.0872175190653
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;Other	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__	2.33943666365e-05	8.69671090394e-06	0.0
k__Bacteria;p__Bacteroidetes;Other;Other;Other	0.00125549767616	0.00126971979197	0.00102847547751
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other	0.00303346954053	0.00293948828553	0.00301546211432
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.186531083315	0.195458577566	0.196515776954
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.0161811035903	0.0159410710869	0.0179388511859
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.0260535263109	0.029238342059	0.0275659413699
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.0100517795315	0.0115057485259	0.011257258798
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;Other;Other	0.0	0.0	1.39928636395e-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	9.35774665461e-05	8.69671090394e-05	6.29678863779e-05
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;Other	0.0	6.95736872315e-05	4.89750227384e-05
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__	0.0	2.60901327118e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae	0.000124769955395	0.000104360530847	0.000188903659134
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	7.79812221217e-06	0.0	4.19785909186e-05
k__Bacteria;p__Chloroflexi;Other;Other;Other	7.79812221217e-06	8.69671090394e-06	2.79857272791e-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12;f__	0.0	0.0	1.39928636395e-05
