Taxon	Even3	Even2	Even1
Unclassified;Other;Other	0.00189494369756	0.00173934218079	0.000286853704611
k__Archaea;p__Crenarchaeota;c__MCG	7.79812221217e-06	0.0	6.99643181977e-06
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota	3.11924888487e-05	0.0	2.79857272791e-05
k__Archaea;p__Euryarchaeota;c__Thermoplasmata	0.0	8.69671090394e-06	6.99643181977e-06
k__Bacteria;Other;Other	0.0231058361147	0.023081070739	0.0156790037081
k__Bacteria;p__Acidobacteria;Other	0.0	0.0	2.79857272791e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria	0.0	4.34835545197e-05	0.000146925068215
k__Bacteria;p__Acidobacteria;c__Acidobacteria-2	0.0	2.60901327118e-05	0.000272860840971
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	5.45868554852e-05	5.21802654236e-05	4.19785909186e-05
k__Bacteria;p__Acidobacteria;c__Chloracidobacteria	5.45868554852e-05	1.73934218079e-05	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres	1.55962444243e-05	8.69671090394e-06	2.09892954593e-05
k__Bacteria;p__Acidobacteria;c__iii1-8	0.0	2.60901327118e-05	0.0
k__Bacteria;p__Actinobacteria;Other	9.35774665461e-05	4.34835545197e-05	9.0953613657e-05
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	2.33943666365e-05	8.69671090394e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0843678842135	0.081209886421	0.0880151122927
k__Bacteria;p__Actinobacteria;c__Rubrobacteria	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	3.89906110609e-05	8.69671090394e-06	0.0
k__Bacteria;p__Bacteroidetes;Other	0.00125549767616	0.00126971979197	0.00102847547751
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.241850962288	0.255083227523	0.256293290422
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	9.35774665461e-05	8.69671090394e-05	7.69607500175e-05
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.000132568077607	0.000200024350791	0.000279857272791
k__Bacteria;p__Chloroflexi;Other	7.79812221217e-06	8.69671090394e-06	2.79857272791e-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae	1.55962444243e-05	0.0	1.39928636395e-05
k__Bacteria;p__Chloroflexi;c__Ellin6529	0.0	0.0	3.49821590989e-05
k__Bacteria;p__Cyanobacteria;Other	7.79812221217e-06	8.69671090394e-06	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2	7.79812221217e-06	0.0	6.99643181977e-06
k__Bacteria;p__Cyanobacteria;c__Chloroplast	0.000249539910789	0.000234811194406	0.00146925068215
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae	0.000444492966094	8.69671090394e-05	6.29678863779e-05
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae	8.57793443339e-05	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae	4.6788733273e-05	1.73934218079e-05	2.09892954593e-05
k__Bacteria;p__Firmicutes;Other	0.0014738450981	0.00146104743186	0.00158819002309
k__Bacteria;p__Firmicutes;c__Bacilli	0.0374309866184	0.0306124223819	0.0298187924159
k__Bacteria;p__Firmicutes;c__Clostridia	0.35952462647	0.374280347173	0.353606660603
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.054836395396	0.0383437983755	0.0581473448541
k__Bacteria;p__Fusobacteria;c__Fusobacteria	2.33943666365e-05	8.69671090394e-06	2.79857272791e-05
k__Bacteria;p__Nitrospirae;c__Nitrospira	0.0	3.47868436157e-05	0.000153921500035
k__Bacteria;p__Planctomycetes;c__Phycisphaerae	6.23849776974e-05	1.73934218079e-05	4.89750227384e-05
k__Bacteria;p__Planctomycetes;c__Planctomycetia	3.89906110609e-05	2.60901327118e-05	5.59714545582e-05
k__Bacteria;p__Proteobacteria;Other	0.00227705168595	0.00222635799141	0.00216189743231
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.000272934277426	0.000165237507175	0.000202896522773
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.000226145544153	0.000260901327118	0.000384803750087
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	4.6788733273e-05	1.73934218079e-05	0.000265864409151
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	7.79812221217e-06	0.0	6.99643181977e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.189736111544	0.188849077279	0.189190512838
k__Bacteria;p__SAR406;c__AB16	7.79812221217e-06	0.0	6.99643181977e-06
k__Bacteria;p__Tenericutes;c__Mollicutes	4.6788733273e-05	0.0	3.49821590989e-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	1.55962444243e-05	0.0	0.000111942909116
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae]	7.79812221217e-06	1.73934218079e-05	0.000104946477297
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	6.23849776974e-05	0.000408745412485	0.000139928636395
