Taxon	Mock.3	Mock.2	Mock.1
k__Fungi;Other;Other;Other;Other;Other	0.261053877655	0.271932335719	0.330747308423
k__Fungi;p__Ascomycota;Other;Other;Other;Other	0.120840798567	0.102147039688	0.112610829639
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;Other	0.00131174814436	0.00117111255693	0.00112808739709
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus	7.99846429486e-05	0.000156148340924	0.000178119062698
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium	0.0631558740722	0.0588158750813	0.0647957568081
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;Other;Other	0.0826721269516	0.0848926480156	0.0733454718176
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;Other	0.0811844125928	0.0767729342876	0.061292748575
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Dipodascus	0.0128135398004	0.014313597918	0.0231554781507
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Incertae_sedis;g__Candida	0.133558356795	0.148991541965	0.114748258391
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;Other	0.118889173279	0.106571242681	0.0959665927802
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Issatchenkia	0.000639877143588	0.00067664281067	0.000415611146295
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia	0.0538936524187	0.0541314248536	0.0457370170994
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Kluyveromyces	0.0418799590479	0.0517111255693	0.0466671944269
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Zygosaccharomyces	0.0148771435884	0.0158230318803	0.0168619379354
k__Fungi;p__Ascomycota;c__Sordariomycetes;Other;Other;Other	0.000143972357307	0.000208197787899	0.000158328055731
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;Other;Other	0.000511901714871	0.000520494469746	0.000672894236859
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;Other	0.0124936012286	0.0111646063761	0.0115183660545
