Taxon	HMPMockV1.1.Even1	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1
Unclassified;Other;Other;Other	0.0618181818182	0.0600507471102	0.00371057513915	0.00220264317181
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.0025974025974	0.00366506907246	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__	0.0233766233766	0.0202988440936	0.00989486703772	0.0176211453744
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.628571428571	0.655201578799	0.726654298083	0.751835535977
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.027012987013	0.0256554835072	0.0445269016698	0.0484581497797
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.0680519480519	0.0645616013533	0.0760667903525	0.0506607929515
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales	0.0103896103896	0.00817592331548	0.0828695114409	0.0778267254038
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales	0.027012987013	0.0225542712151	0.00309214594929	0.0014684287812
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales	0.000519480519481	0.000563856780378	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales	0.000519480519481	0.000563856780378	0.00989486703772	0.00881057268722
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	0.15012987013	0.138708767973	0.04329004329	0.0411160058737
