#Sample	OTU	Abundance
blast_100.0	10	0.0517111255693
blast_100.0	18	7.80741704619e-05
blast_100.0	22	0.22529603123
blast_100.0	24	2.60247234873e-05
blast_100.0	27	0.000156148340924
blast_100.0	29	0.303916720885
blast_100.0	36	0.149121665582
blast_100.0	48	0.000546519193234
blast_100.0	56	0.00039037085231
blast_100.0	57	0.100975927131
blast_100.0	66	0.000104098893949
blast_100.0	73	0.0911646063761
blast_100.0	75	0.000260247234873
blast_100.0	80	0.0597527651269
blast_100.0	85	0.0158230318803
blast_100.0	87	2.60247234873e-05
blast_100.0	88	0.000650618087183
blast_100.0	96	5.93730208993e-05
blast_100.0	98	1.97910069664e-05
blast_100.0	99	0.0466671944269
blast_100.0	107	1.97910069664e-05
blast_100.0	108	3.95820139329e-05
blast_100.0	111	0.22070930969
blast_100.0	113	5.93730208993e-05
blast_100.0	116	0.000178119062698
blast_100.0	118	0.276935560481
blast_100.0	125	0.114748258391
blast_100.0	137	0.000791640278657
blast_100.0	145	0.000494775174161
blast_100.0	146	0.171212001267
blast_100.0	155	3.95820139329e-05
blast_100.0	162	0.0845471817606
blast_100.0	164	0.000316656111463
blast_100.0	169	0.0655478150728
blast_100.0	174	0.0168619379354
blast_100.0	176	1.97910069664e-05
blast_100.0	177	0.000732267257758
blast_100.0	187	1.59969285897e-05
blast_100.0	188	0.0418799590479
blast_100.0	196	4.79907857691e-05
blast_100.0	200	0.243345277707
blast_100.0	202	4.79907857691e-05
blast_100.0	205	7.99846429486e-05
blast_100.0	207	0.313651778858
blast_100.0	214	0.133606347581
blast_100.0	226	0.00055989250064
blast_100.0	234	0.000335935500384
blast_100.0	235	0.0921583056053
blast_100.0	244	4.79907857691e-05
blast_100.0	251	0.0941099308933
blast_100.0	253	0.000271947786025
blast_100.0	258	0.0641956744305
blast_100.0	263	0.0148771435884
blast_100.0	265	1.59969285897e-05
blast_100.0	266	0.000751855643716
blast_0.0001	10	0.0517111255693
blast_0.0001	18	7.80741704619e-05
blast_0.0001	22	0.22529603123
blast_0.0001	24	2.60247234873e-05
blast_0.0001	27	0.000156148340924
blast_0.0001	29	0.303916720885
blast_0.0001	36	0.149121665582
blast_0.0001	48	0.000546519193234
blast_0.0001	56	0.00039037085231
blast_0.0001	57	0.100975927131
blast_0.0001	66	0.000104098893949
blast_0.0001	73	0.0911646063761
blast_0.0001	75	0.000260247234873
blast_0.0001	80	0.0597527651269
blast_0.0001	85	0.0158230318803
blast_0.0001	87	2.60247234873e-05
blast_0.0001	88	0.000650618087183
blast_0.0001	96	5.93730208993e-05
blast_0.0001	98	1.97910069664e-05
blast_0.0001	99	0.0466671944269
blast_0.0001	107	1.97910069664e-05
blast_0.0001	108	3.95820139329e-05
blast_0.0001	111	0.22070930969
blast_0.0001	113	5.93730208993e-05
blast_0.0001	116	0.000178119062698
blast_0.0001	118	0.276935560481
blast_0.0001	125	0.114748258391
blast_0.0001	137	0.000791640278657
blast_0.0001	145	0.000494775174161
blast_0.0001	146	0.171212001267
blast_0.0001	155	3.95820139329e-05
blast_0.0001	162	0.0845471817606
blast_0.0001	164	0.000316656111463
blast_0.0001	169	0.0655478150728
blast_0.0001	174	0.0168619379354
blast_0.0001	176	1.97910069664e-05
blast_0.0001	177	0.000732267257758
blast_0.0001	187	1.59969285897e-05
blast_0.0001	188	0.0418799590479
blast_0.0001	196	4.79907857691e-05
blast_0.0001	200	0.243345277707
blast_0.0001	202	4.79907857691e-05
blast_0.0001	205	7.99846429486e-05
blast_0.0001	207	0.313651778858
blast_0.0001	214	0.133606347581
blast_0.0001	226	0.00055989250064
blast_0.0001	234	0.000335935500384
blast_0.0001	235	0.0921583056053
blast_0.0001	244	4.79907857691e-05
blast_0.0001	251	0.0941099308933
blast_0.0001	253	0.000271947786025
blast_0.0001	258	0.0641956744305
blast_0.0001	263	0.0148771435884
blast_0.0001	265	1.59969285897e-05
blast_0.0001	266	0.000751855643716
blast_1e-06	10	0.0517111255693
blast_1e-06	18	7.80741704619e-05
blast_1e-06	22	0.22529603123
blast_1e-06	24	2.60247234873e-05
blast_1e-06	27	0.000156148340924
blast_1e-06	29	0.303916720885
blast_1e-06	36	0.149121665582
blast_1e-06	48	0.000546519193234
blast_1e-06	56	0.00039037085231
blast_1e-06	57	0.100975927131
blast_1e-06	66	0.000104098893949
blast_1e-06	73	0.0911646063761
blast_1e-06	75	0.000260247234873
blast_1e-06	80	0.0597527651269
blast_1e-06	85	0.0158230318803
blast_1e-06	87	2.60247234873e-05
blast_1e-06	88	0.000650618087183
blast_1e-06	96	5.93730208993e-05
blast_1e-06	98	1.97910069664e-05
blast_1e-06	99	0.0466671944269
blast_1e-06	107	1.97910069664e-05
blast_1e-06	108	3.95820139329e-05
blast_1e-06	111	0.22070930969
blast_1e-06	113	5.93730208993e-05
blast_1e-06	116	0.000178119062698
blast_1e-06	118	0.276935560481
blast_1e-06	125	0.114748258391
blast_1e-06	137	0.000791640278657
blast_1e-06	145	0.000494775174161
blast_1e-06	146	0.171212001267
blast_1e-06	155	3.95820139329e-05
blast_1e-06	162	0.0845471817606
blast_1e-06	164	0.000316656111463
blast_1e-06	169	0.0655478150728
blast_1e-06	174	0.0168619379354
blast_1e-06	176	1.97910069664e-05
blast_1e-06	177	0.000732267257758
blast_1e-06	187	1.59969285897e-05
blast_1e-06	188	0.0418799590479
blast_1e-06	196	4.79907857691e-05
blast_1e-06	200	0.243345277707
blast_1e-06	202	4.79907857691e-05
blast_1e-06	205	7.99846429486e-05
blast_1e-06	207	0.313651778858
blast_1e-06	214	0.133606347581
blast_1e-06	226	0.00055989250064
blast_1e-06	234	0.000335935500384
blast_1e-06	235	0.0921583056053
blast_1e-06	244	4.79907857691e-05
blast_1e-06	251	0.0941099308933
blast_1e-06	253	0.000271947786025
blast_1e-06	258	0.0641956744305
blast_1e-06	263	0.0148771435884
blast_1e-06	265	1.59969285897e-05
blast_1e-06	266	0.000751855643716
blast_1.0	10	0.0517111255693
blast_1.0	18	7.80741704619e-05
blast_1.0	22	0.22529603123
blast_1.0	24	2.60247234873e-05
blast_1.0	27	0.000156148340924
blast_1.0	29	0.303916720885
blast_1.0	36	0.149121665582
blast_1.0	48	0.000546519193234
blast_1.0	56	0.00039037085231
blast_1.0	57	0.100975927131
blast_1.0	66	0.000104098893949
blast_1.0	73	0.0911646063761
blast_1.0	75	0.000260247234873
blast_1.0	80	0.0597527651269
blast_1.0	85	0.0158230318803
blast_1.0	87	2.60247234873e-05
blast_1.0	88	0.000650618087183
blast_1.0	96	5.93730208993e-05
blast_1.0	98	1.97910069664e-05
blast_1.0	99	0.0466671944269
blast_1.0	107	1.97910069664e-05
blast_1.0	108	3.95820139329e-05
blast_1.0	111	0.22070930969
blast_1.0	113	5.93730208993e-05
blast_1.0	116	0.000178119062698
blast_1.0	118	0.276935560481
blast_1.0	125	0.114748258391
blast_1.0	137	0.000791640278657
blast_1.0	145	0.000494775174161
blast_1.0	146	0.171212001267
blast_1.0	155	3.95820139329e-05
blast_1.0	162	0.0845471817606
blast_1.0	164	0.000316656111463
blast_1.0	169	0.0655478150728
blast_1.0	174	0.0168619379354
blast_1.0	176	1.97910069664e-05
blast_1.0	177	0.000732267257758
blast_1.0	187	1.59969285897e-05
blast_1.0	188	0.0418799590479
blast_1.0	196	4.79907857691e-05
blast_1.0	200	0.243345277707
blast_1.0	202	4.79907857691e-05
blast_1.0	205	7.99846429486e-05
blast_1.0	207	0.313651778858
blast_1.0	214	0.133606347581
blast_1.0	226	0.00055989250064
blast_1.0	234	0.000335935500384
blast_1.0	235	0.0921583056053
blast_1.0	244	4.79907857691e-05
blast_1.0	251	0.0941099308933
blast_1.0	253	0.000271947786025
blast_1.0	258	0.0641956744305
blast_1.0	263	0.0148771435884
blast_1.0	265	1.59969285897e-05
blast_1.0	266	0.000751855643716
blast_1e-10	10	0.0517111255693
blast_1e-10	18	7.80741704619e-05
blast_1e-10	22	0.22529603123
blast_1e-10	24	2.60247234873e-05
blast_1e-10	27	0.000156148340924
blast_1e-10	29	0.303916720885
blast_1e-10	36	0.149121665582
blast_1e-10	48	0.000546519193234
blast_1e-10	56	0.00039037085231
blast_1e-10	57	0.100975927131
blast_1e-10	66	0.000104098893949
blast_1e-10	73	0.0911646063761
blast_1e-10	75	0.000260247234873
blast_1e-10	80	0.0597527651269
blast_1e-10	85	0.0158230318803
blast_1e-10	87	2.60247234873e-05
blast_1e-10	88	0.000650618087183
blast_1e-10	96	5.93730208993e-05
blast_1e-10	98	1.97910069664e-05
blast_1e-10	99	0.0466671944269
blast_1e-10	107	1.97910069664e-05
blast_1e-10	108	3.95820139329e-05
blast_1e-10	111	0.22070930969
blast_1e-10	113	5.93730208993e-05
blast_1e-10	116	0.000178119062698
blast_1e-10	118	0.276935560481
blast_1e-10	125	0.114748258391
