	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	rtax_paired	Expected
blast_100.0	0.0	0.0	0.0	0.0	4.71277298632e-05	0.00513786901527	0.246375522054	0.252204389134	0.274384833174	0.282817468941	0.290744873736	0.304080785238	0.324304582416	0.339696606772	0.375233551251	0.449655372106	0.771493654772	0.246315275621	0.251992345859	0.274761825629	0.283337149285	0.286565379446	0.318594932271	0.32602056074	0.339675405324	0.368855031823	0.433573557139	0.803796092924	0.227894369228	0.225698674896	0.523740044611
blast_0.0001	0.0	0.0	0.0	0.0	4.71277298632e-05	0.00513786901527	0.246375522054	0.252204389134	0.274384833174	0.282817468941	0.290744873736	0.304080785238	0.324304582416	0.339696606772	0.375233551251	0.449655372106	0.771493654772	0.246315275621	0.251992345859	0.274761825629	0.283337149285	0.286565379446	0.318594932271	0.32602056074	0.339675405324	0.368855031823	0.433573557139	0.803796092924	0.227894369228	0.225698674896	0.523740044611
blast_1e-06	0.0	0.0	0.0	0.0	4.71277298632e-05	0.00513786901527	0.246375522054	0.252204389134	0.274384833174	0.282817468941	0.290744873736	0.304080785238	0.324304582416	0.339696606772	0.375233551251	0.449655372106	0.771493654772	0.246315275621	0.251992345859	0.274761825629	0.283337149285	0.286565379446	0.318594932271	0.32602056074	0.339675405324	0.368855031823	0.433573557139	0.803796092924	0.227894369228	0.225698674896	0.523740044611
blast_1.0	0.0	0.0	0.0	0.0	4.71277298632e-05	0.00513786901527	0.246375522054	0.252204389134	0.274384833174	0.282817468941	0.290744873736	0.304080785238	0.324304582416	0.339696606772	0.375233551251	0.449655372106	0.771493654772	0.246315275621	0.251992345859	0.274761825629	0.283337149285	0.286565379446	0.318594932271	0.32602056074	0.339675405324	0.368855031823	0.433573557139	0.803796092924	0.227894369228	0.225698674896	0.523740044611
blast_1e-10	4.71277298632e-05	4.71277298632e-05	4.71277298632e-05	4.71277298632e-05	0.0	0.00509074251806	0.246351344507	0.252180486043	0.274359371611	0.282789502933	0.290717280995	0.304053820427	0.324278569856	0.339671318956	0.375209936715	0.44963526177	0.771482895401	0.246291095238	0.251968432784	0.274736381817	0.283309207746	0.28653758991	0.318568650869	0.325994628978	0.33965011651	0.36883111695	0.43355268958	0.803786854534	0.22786351848	0.225667720763	0.523717448839
blast_1e-30	0.00513786901527	0.00513786901527	0.00513786901527	0.00513786901527	0.00509074251806	0.0	0.246603294519	0.252110499065	0.274117867481	0.281848097299	0.289586444127	0.302707466862	0.321612839775	0.336690757161	0.372177046116	0.446975930041	0.77032825201	0.246548571343	0.252136185216	0.274465339249	0.282494163965	0.285379591303	0.316348394022	0.323376630624	0.336494588164	0.36576082068	0.430806599537	0.802858666448	0.228714689872	0.226395510148	0.523016899024
mothur_0.0	0.246375522054	0.246375522054	0.246375522054	0.246375522054	0.246351344507	0.246603294519	0.0	0.0118960361092	0.0503558581101	0.0651335074533	0.0903353276611	0.143013353131	0.172967260311	0.191996171868	0.245720959633	0.36597801848	0.763150886516	0.000251573127855	0.0118076970151	0.0530162685454	0.072926671381	0.0857987756444	0.158525648269	0.17293754591	0.203293934039	0.283033327318	0.349041039479	0.797183924104	0.30420729565	0.272511585517	0.437620357723
mothur_0.1	0.252204389134	0.252204389134	0.252204389134	0.252204389134	0.252180486043	0.252110499065	0.0118960361092	0.0	0.0391999413427	0.0542125863416	0.0795013473662	0.132238968798	0.162245565797	0.181166969185	0.234870664044	0.355064898593	0.756565110936	0.0119767961365	0.00248652489571	0.0419520302876	0.061967821492	0.0749423441867	0.147729503131	0.16214224218	0.192461338215	0.272190156326	0.338139042824	0.790583236432	0.30201495165	0.270352370223	0.44152784193
mothur_0.2	0.274384833174	0.274384833174	0.274384833174	0.274384833174	0.274359371611	0.274117867481	0.0503558581101	0.0391999413427	0.0	0.0155454206895	0.0414063491681	0.0940541585175	0.124011396408	0.142774005036	0.196378344996	0.316593004577	0.72026734811	0.050418918373	0.0398409056092	0.00440407956059	0.0237536414739	0.0367984325955	0.109705713439	0.123911073943	0.154028623832	0.233806502682	0.299720555174	0.754194365672	0.293706602029	0.264405729604	0.442988462651
mothur_0.3	0.282817468941	0.282817468941	0.282817468941	0.282817468941	0.282789502933	0.281848097299	0.0651335074533	0.0542125863416	0.0155454206895	0.0	0.0263981384411	0.0788283360707	0.108763198985	0.128093118964	0.181340421241	0.301615643027	0.706976780067	0.065190770161	0.0548621845108	0.0129954071734	0.0110952188842	0.0216988192173	0.094768159425	0.108853909879	0.139125619235	0.218930477165	0.28477966177	0.740746649467	0.299655923136	0.270487267135	0.443819359254
mothur_0.4	0.290744873736	0.290744873736	0.290744873736	0.290744873736	0.290717280995	0.289586444127	0.0903353276611	0.0795013473662	0.0414063491681	0.0263981384411	0.0	0.0538544631331	0.0832158164217	0.102766273112	0.156720053172	0.276394653744	0.692843203417	0.0903832573528	0.0802025042824	0.0388363476299	0.018515972674	0.00939404782204	0.0692330586781	0.0836339978665	0.113790602604	0.193664963714	0.259687495745	0.725809551145	0.296805773972	0.268355988433	0.444768421123
mothur_0.5	0.304080785238	0.304080785238	0.304080785238	0.304080785238	0.304053820427	0.302707466862	0.143013353131	0.132238968798	0.0940541585175	0.0788283360707	0.0538544631331	0.0	0.0303988157809	0.0505435940169	0.140011888301	0.234477653444	0.676075883349	0.143045885097	0.132697814468	0.0915014559996	0.0713255466707	0.0583884808242	0.0187616564194	0.0309242556742	0.062320848897	0.141192283303	0.212972827737	0.709502082883	0.267992706154	0.264506992578	0.462290769753
mothur_0.6	0.324304582416	0.324304582416	0.324304582416	0.324304582416	0.324278569856	0.321612839775	0.172967260311	0.162245565797	0.124011396408	0.108763198985	0.0832158164217	0.0303988157809	0.0	0.0226810543559	0.112663599371	0.210952132154	0.649709062594	0.17298699496	0.162675980485	0.121485419572	0.101103431229	0.0880305910364	0.015323440603	0.00909831254775	0.0353484684307	0.113573060897	0.200545773122	0.682380605124	0.266382734766	0.246377261771	0.480203593503
mothur_0.7	0.339696606772	0.339696606772	0.339696606772	0.339696606772	0.339671318956	0.336690757161	0.191996171868	0.181166969185	0.142774005036	0.128093118964	0.102766273112	0.0505435940169	0.0226810543559	0.0	0.0938224905065	0.193031132698	0.635268170701	0.192015906517	0.181641889183	0.140615035581	0.120555655337	0.107851665044	0.0351257600359	0.0212701827561	0.0322884154184	0.0950912022177	0.182802546584	0.662254881156	0.279364454541	0.25736584754	0.491079602422
mothur_0.8	0.375233551251	0.375233551251	0.375233551251	0.375233551251	0.375209936715	0.372177046116	0.245720959633	0.234870664044	0.196378344996	0.181340421241	0.156720053172	0.140011888301	0.112663599371	0.0938224905065	0.0	0.128305991038	0.555989548111	0.24573576062	0.235286010592	0.194015121585	0.173899365062	0.163048416136	0.124563147816	0.111409492699	0.0804271647709	0.0861241969762	0.121767452539	0.597588237399	0.330770181707	0.328043963665	0.498632251011
