dataset	level	iteration	method	parameters	seq_id               	observed_taxonomy	expected_taxonomy	result	mismatch_level
F1-REF	4	1	sortmerna	0.76:0.8:1:0.8:1.0	AB551948	Root;Ascomycota;Lecanoromycetes;Baeomycetales;Baeomycetaceae;Baeomyces;Baeomyces_rufus	Root;Ascomycota;Dothideomycetes;Pleosporales;Pleomassariaceae	misclassification	2
F1-REF	4	1	sortmerna	0.76:0.8:1:0.8:1.0	EF444842	Root;Basidiomycota;Exobasidiomycetes;Microstromatales;Microstromataceae;Microstroma;Microstroma_juglandis	Root;Basidiomycota;Exobasidiomycetes;Microstromatales;Quambalariaceae	overclassification	4
F1-REF	4	1	sortmerna	0.76:0.8:1:0.8:1.0	HM535599	Root;Ascomycota;Dothideomycetes;Capnodiales;Antennulariellaceae;Heteroconium;Heteroconium_kleinziense	Root;Ascomycota;Dothideomycetes;Capnodiales;Asterinaceae	overclassification	4
F1-REF	4	1	sortmerna	0.76:0.8:1:0.8:1.0	EF653987	Unassigned	Root;Basidiomycota;Ustilaginomycetes;Urocystidales;Floromycetaceae	underclassification	0
F1-REF	4	1	sortmerna	0.76:0.8:1:0.8:1.0	EU272483	Root;Ascomycota;Dothideomycetes;Pleosporales;Venturiaceae;Rhizosphaera;Rhizosphaera_kobayashii	Root;Ascomycota;Dothideomycetes;Dothideales;Dothioraceae	misclassification	3
F1-REF	4	1	sortmerna	0.76:0.8:1:0.8:1.0	AJ581995	Unassigned	Root;Microsporidia;Microsporea;Microsporida;Mrazekiidae	underclassification	0
F1-REF	4	1	sortmerna	0.76:0.8:1:0.8:1.0	AY997095	Unassigned	Root;Chytridiomycota;Chytridiomycetes;Chytridiales;Synchytriaceae	underclassification	0
F1-REF	4	1	sortmerna	0.76:0.8:1:0.8:1.0	GU214649	Root;Ascomycota;Dothideomycetes;Capnodiales;Antennulariellaceae;Antennariella;Antennariella_placitae	Root;Ascomycota;Dothideomycetes;Capnodiales;Capnodiaceae	overclassification	4
F1-REF	4	1	sortmerna	0.76:0.8:1:0.8:1.0	DQ497616	Root;Ascomycota;Taphrinomycetes;Taphrinales;Protomycetaceae;Protomyces;Protomyces_inouyei	Root;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae	overclassification	4
F1-REF	4	1	sortmerna	0.76:0.8:1:0.8:1.0	AB041243	Root;Ascomycota;Leotiomycetes;Leotiales;Bulgariaceae;Bulgaria;Bulgaria_inquinans	Root;Ascomycota;Leotiomycetes;Helotiales;Phacidiaceae	misclassification	3
