UclustConsensusTaxonAssigner parameters:
id_to_taxonomy_filepath:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter2/ref_taxa.tsv
id_to_taxonomy_fp:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter2/ref_taxa.tsv
max_accepts:5
min_consensus_fraction:1.0
reference_sequences_fp:/Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter2/ref_seqs.fasta
similarity:0.9
unassignable_label:Unassigned
Result path: /var/folders/0t/l1dz88p50y91vx_22fx5w3780000gn/T/assign-taxSi2vN5

.uc file contents:

# uclust --input /Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter2/query.fasta --id 0.9 --rev --maxaccepts 5 --allhits --libonly --lib /Users/nbokulich/Desktop/projects/short-read-tax-assignment/data/simulated-community/B1-REF-iter2/ref_seqs.fasta --uc /var/folders/0t/l1dz88p50y91vx_22fx5w3780000gn/T/UclustConsensusTaxonAssigner_5L2K8Z.uc
# version=1.2.22
# Tab-separated fields:
# 1=Type, 2=ClusterNr, 3=SeqLength or ClusterSize, 4=PctId, 5=Strand, 6=QueryStart, 7=SeedStart, 8=Alignment, 9=QueryLabel, 10=TargetLabel
# Record types (field 1): L=LibSeed, S=NewSeed, H=Hit, R=Reject, D=LibCluster, C=NewCluster, N=NoHit
# For C and D types, PctId is average id with seed.
# QueryStart and SeedStart are zero-based relative to start of sequence.
# If minus strand, SeedStart is relative to reverse-complemented seed.
L	14145	250	*	*	*	*	*	3276645	*
H	14145	250	100.0	+	0	0	250M	1108244	3276645
L	12430	250	*	*	*	*	*	14437	*
H	12430	250	100.0	+	0	0	250M	1108244	14437
L	14309	250	*	*	*	*	*	3371550	*
H	14309	250	99.2	+	0	0	250M	1108244	3371550
L	8852	250	*	*	*	*	*	142844	*
H	8852	250	98.8	+	0	0	250M	1108244	142844
L	9797	250	*	*	*	*	*	73805	*
H	9797	250	93.2	+	0	0	250M	1108244	73805
L	10209	250	*	*	*	*	*	25807	*
H	10209	250	100.0	+	0	0	250M	1105145	25807
L	10117	250	*	*	*	*	*	37441	*
H	10117	250	100.0	+	0	0	250M	1105145	37441
L	2280	250	*	*	*	*	*	566849	*
H	2280	250	100.0	+	0	0	250M	1105145	566849
L	2623	250	*	*	*	*	*	548440	*
H	2623	250	100.0	+	0	0	250M	1105145	548440
L	17639	250	*	*	*	*	*	4372372	*
H	17639	250	100.0	+	0	0	250M	1105145	4372372
L	9548	250	*	*	*	*	*	99373	*
H	9548	250	99.6	+	0	0	250M	1096444	99373
L	24	250	*	*	*	*	*	1109361	*
H	24	250	99.6	+	0	0	250M	1096444	1109361
L	11140	250	*	*	*	*	*	1144371	*
H	11140	250	99.6	+	0	0	250M	1096444	1144371
L	11144	250	*	*	*	*	*	1123300	*
H	11144	250	99.6	+	0	0	250M	1096444	1123300
L	11139	250	*	*	*	*	*	1122428	*
H	11139	250	99.6	+	0	0	250M	1096444	1122428
L	15621	250	*	*	*	*	*	4113608	*
H	15621	250	100.0	+	0	0	250M	1080702	4113608
L	15588	250	*	*	*	*	*	926381	*
H	15588	250	100.0	+	0	0	250M	1080702	926381
L	60	250	*	*	*	*	*	1101729	*
H	60	250	100.0	+	0	0	250M	1080702	1101729
L	68	250	*	*	*	*	*	1100298	*
H	68	250	100.0	+	0	0	250M	1080702	1100298
L	435	250	*	*	*	*	*	1019769	*
H	435	250	100.0	+	0	0	250M	1080702	1019769
L	16542	250	*	*	*	*	*	4320683	*
H	16542	250	98.4	+	0	0	100MD149MI	1065380	4320683
L	16534	250	*	*	*	*	*	4320462	*
H	16534	250	98.4	+	0	0	100MD149MI	1065380	4320462
L	16482	250	*	*	*	*	*	4318352	*
H	16482	250	98.4	+	0	0	100MD149MI	1065380	4318352
L	18137	250	*	*	*	*	*	4396235	*
H	18137	250	98.4	+	0	0	100MD149MI	1065380	4396235
L	16452	250	*	*	*	*	*	4317176	*
H	16452	250	98.4	+	0	0	100MD149MI	1065380	4317176
L	698	250	*	*	*	*	*	957437	*
H	698	250	92.8	+	0	0	I39MD19MD190MI	1001255	957437
