Taxon	MockHiSeq.even
k__Bacteria;p__Actinobacteria	0.0412966331068
k__Bacteria;p__Bacteroidetes	0.345377339107
k__Bacteria;p__Caldiserica	1.01465929009e-05
k__Bacteria;p__Chlamydiae	7.6099446757e-06
k__Bacteria;p__Deferribacteres	5.07329645047e-06
k__Bacteria;p__Firmicutes	0.469936913559
k__Bacteria;p__Fusobacteria	5.07329645047e-06
k__Bacteria;p__Lentisphaerae	0.000172492079316
k__Bacteria;p__Proteobacteria	0.124174003922
k__Bacteria;p__Tenericutes	1.26832411262e-05
k__Bacteria;p__Verrucomicrobia	0.0189969585588
k__Bacteria;p__WS2	5.07329645047e-06
