Taxon	EUK.Mock.1
Root;Other;Other;Other	0.00209781657745
Root;k__Bacteria;Other;Other	0.000122294239941
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteria	3.7628996905e-05
Root;k__Bacteria;p__Proteobacteria;Other	0.000470362461313
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.0239320420316
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.00738469064261
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.250524454144
Root;k__Eukaryota;Other;Other	0.00162745411614
Root;k__Eukaryota;p__Fungi;Other	0.00142990188239
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota	0.0160769889277
Root;k__Eukaryota;p__Fungi;c__Dikarya	0.480447032483
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis	0.206009350806
Root;k__Eukaryota;p__Metazoa;c__Chordata	0.00895570126339
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta	0.000884281427268
