Taxon	MockHiSeq.even
None;Other;Other;Other	0.347281045685
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0397128118771
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.160499713421
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	1.52166084209e-05
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	5.07220280696e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	2.53610140348e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.00430883628451
k__Bacteria;p__Firmicutes;c__Clostridia;o__	4.81859266661e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.342784537897
k__Bacteria;p__Firmicutes;c__Clostridia;o__Coriobacteriales	0.000796335840692
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	1.77527098243e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteria;o__Fusobacteriales	5.07220280696e-06
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales	0.000172454895437
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	4.31137238591e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	4.81859266661e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales	2.02888112278e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__	0.000327157081049
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	1.26805070174e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.103384173713
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.000268826748769
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales	5.07220280696e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.000185135402454
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	3.29693182452e-05
