Taxon	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	Expected
Mock.2;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectria;s__Nectria_cinnabarina	0	0	0	0	0	0	0.000806766428107	0.000806766428107	0.000728692257645	0.000416395575797	0.000338321405335	0	0	0	0	0	0	0.000806766428107	0.000806766428107	0.000754716981132	0.000416395575797	0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_sp_2_TMS_2011	0	0	0	0	0	0	5.20494469746e-05	0	0	0	0	0	0	0	0	0	0	5.20494469746e-05	0	0	0	0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Debaryomyces;s__Debaryomyces_hansenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;Other;Other;Other	0	0	0	0	0	0	0	0	0	0.0	2.60247234873e-05	0.000104098893949	0.0585035783995	0.058529603123	0.084059856864	0.118152244632	0.0583994795055	0	0	2.60247234873e-05	2.60247234873e-05	7.80741704619e-05	0.000156148340924	0.0585556278465	0.058529603123	0.0586337020169	0.0848926480156	0.0583994795055	0.000130123617437	0	
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;Other;Other	0	0	0	0	0	0	0	0	0.0	2.60247234873e-05	5.20494469746e-05	0.0	0.0790891346779	0.0732595966168	0.149980481457	2.60247234873e-05	0	0	0	0	2.60247234873e-05	2.60247234873e-05	0.0	5.20494469746e-05	0.0767729342876	0.175172413793	0.0767729342876	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectria;Other	0	0	0	0	0	0	0	0	2.60247234873e-05	0	0	0	0	0	0	0	0	0	0	2.60247234873e-05	0.000338321405335	0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_sp_PSF31	0.0	0.0	0.0	0.0	0.0	0.0	5.20494469746e-05	0	0	0	0	0	0	0	0	0	0	5.20494469746e-05	2.60247234873e-05	0	0	0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;Other	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_coprobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Kluyveromyces;s__Kluyveromyces_lactis	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0.0517111255693	0	0.0517111255693	0.0625	
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Zygosaccharomyces;s__Zygosaccharomyces_rouxii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia_burtonii	0	0	0	0	0	0	0.0541314248536	0.0541314248536	0.0541314248536	0.0541314248536	0.0541314248536	0.0541314248536	0.0541314248536	0.0541314248536	0.0541314248536	0.0541314248536	0	0.0541314248536	0.0541314248536	0.0541314248536	0.0541314248536	0.0541314248536	0.0541314248536	0.0541314248536	0.0541314248536	0.0541314248536	0.0541314248536	0	0.0541314248536	0.0625	
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Galactomyces;s__Galactomyces_reessii	0	0	0	0	0	0	0.0574365647365	0.0	0	0	0.0	0.0	0	0	0	0	0	0.0574365647365	0.0574365647365	0.0574365647365	0.0	0.0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Incertae_sedis;f__Magnaporthaceae;Other;Other	0	0	0	0	0	0	0	0	2.60247234873e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;Other	0	0	0	0	0	0	0	0.000130123617437	0.000130123617437	0.000520494469746	0.0582433311646	0.0583214053351	0.0585556278465	0.0596746909564	0.0595705920625	0.0592322706571	0	0	0.000104098893949	0.000130123617437	0.000156148340924	0.000598568640208	0.0582953806116	0.0583214053351	0.0585816525699	0.0592322706571	0.0588158750813	0	0.0018477553676	0	
Mock.2;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	
Mock.2;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sp_2_TMS_2011	0	0	0	0	0	0	2.60247234873e-05	0	0	0	0	0	0	0	0	0	0	2.60247234873e-05	0	0	0	0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Bartalinia;s__Bartalinia_sp_MM_101	7.80741704619e-05	7.80741704619e-05	7.80741704619e-05	7.80741704619e-05	7.80741704619e-05	7.80741704619e-05	0	0	0	0	0	0	0	0	0	0	0	2.60247234873e-05	2.60247234873e-05	0	0	0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal_sp_BMP2995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Zygosaccharomyces;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116070266753	0	0	0	0	0	0	0	0	0	0.0116070266753	0.0116070266753	0	0.0116070266753	0	
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Debaryomyces;s__Debaryomyces_sp_R344	0	0	0	0	0	0	0.058425504229	0.058425504229	0.058425504229	0	0	0	0	0	0	0	0	0.0584515289525	0.0584515289525	0.058425504229	0.058425504229	0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unculturedfungus	0.22529603123	0.22529603123	0.22529603123	0.22529603123	0.22529603123	0.22529603123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0316460637606	0	
Mock.2;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;Other	0	0	0	0	0	0	0	0	0	0	0.000156148340924	0	0.000156148340924	0.000156148340924	0	0	0	0	0	0	0	0	0.000156148340924	0.000156148340924	0.000156148340924	0.000156148340924	0.000156148340924	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sp_JJP_2009a	2.60247234873e-05	2.60247234873e-05	2.60247234873e-05	2.60247234873e-05	2.60247234873e-05	2.60247234873e-05	2.60247234873e-05	2.60247234873e-05	2.60247234873e-05	2.60247234873e-05	0	0	0	0	0	0	0	2.60247234873e-05	2.60247234873e-05	2.60247234873e-05	2.60247234873e-05	0	0	0	0	0	0	0	2.60247234873e-05	0	
Mock.2;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sp_BBA_65925	0	0	0	0	0	0	2.60247234873e-05	2.60247234873e-05	0	0	0	0	0	0	0	0	0	2.60247234873e-05	2.60247234873e-05	0	0	0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Incertae_sedis;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60247234873e-05	0	
Mock.2;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus_versicolor	0.000156148340924	0.000156148340924	0.000156148340924	0.000156148340924	0.000156148340924	0.000156148340924	0.000156148340924	0.000156148340924	0.000156148340924	0.000156148340924	0	0.000156148340924	0	0	0	0	0	0.000156148340924	0.000156148340924	0.000156148340924	0.000156148340924	0.000156148340924	0	0	0	0	0	0	0.000156148340924	0	
Mock.2;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__unidentified;g__unidentified;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Galactomyces;s__Galactomyces_geotrichum	0.303916720885	0.303916720885	0.303916720885	0.303916720885	0.303916720885	0.303916720885	0.216447625244	0.216447625244	0.216447625244	0.216447625244	0.21642160052	0.214001301236	0.137202342225	0.0640208197788	0.0263890696161	0	0	0.216447625244	0.216447625244	0.216447625244	0.216447625244	0.216369551074	0.21410540013	0.137202342225	0.111828236825	2.60247234873e-05	0	0	0.0961873780091	0.25	
Mock.2;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;Other;Other	0	0	0	0	0	0	0	0	0.0	2.60247234873e-05	5.20494469746e-05	0.011216655823	0.0111385816526	0.0111906310995	0.0111646063761	5.20494469746e-05	0	0	0	0.0	5.20494469746e-05	5.20494469746e-05	0.011216655823	0.0111646063761	0.0111646063761	0.0111646063761	0.0111646063761	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;Other;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;Other;Other	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.00067664281067	0.000858815875081	0.0	0	0	0	0.0	0.0	0	0.0	5.20494469746e-05	0.000832791151594	0.00117111255693	0.0581132075472	0	0	
