Taxon	Even4	Even3	Even1
None;Other;Other;Other;Other	0.159403814576	0.167185475144	0.146515603823
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__	0.0	1.33598749516e-05	8.85825899778e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae	0.0	1.33598749516e-05	1.77165179956e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	1.94323801751e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	0.0	0.0	1.77165179956e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	0.0	2.67197499031e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.134219449869	0.137513192877	0.127576646086
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	3.88647603502e-05	0.0	3.54330359911e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BS11	9.71619008754e-06	4.00796248547e-05	1.77165179956e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.120577918986	0.120546151688	0.119834527722
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.015312715578	0.0109016579605	0.0113740045531
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.0146908794124	0.0108081388358	0.00969979360257
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.00885144916975	0.00949887109057	0.0125078617049
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	0.000272053322451	0.000187038249322	0.000168306920958
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	4.85809504377e-05	4.00796248547e-05	3.54330359911e-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__	2.91485702626e-05	1.33598749516e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.0	5.34394998063e-05	8.85825899778e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.000349782843152	0.000267197499031	0.000177165179956
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__	7.77295207003e-05	5.34394998063e-05	8.85825899778e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	1.94323801751e-05	1.33598749516e-05	2.65747769933e-05
