dataset	level	iteration	method	parameters	seq_id               	observed_taxonomy	expected_taxonomy	result	mismatch_level
B1-REF	1	1	sortmerna	1.0:0.8:1:0.9:1.0	344813	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__guilliermondii	k__Bacteria; p__Chlorobi	overclassification	1
B1-REF	1	1	sortmerna	1.0:0.8:1:0.9:1.0	4183921	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__perfringens	k__Bacteria; p__Chloroflexi	overclassification	1
B1-REF	1	1	sortmerna	1.0:0.8:1:0.9:1.0	583935	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__organophilum	k__Bacteria; p__Bacteroidetes	overclassification	1
B1-REF	1	1	sortmerna	1.0:0.8:1:0.9:1.0	4471401	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfosalsimonas; s__propionicica	k__Bacteria; p__Planctomycetes	overclassification	1
B1-REF	1	1	sortmerna	1.0:0.8:1:0.9:1.0	824872	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Cryobacterium; s__psychrophilum	k__Bacteria; p__Thermi	overclassification	1
B1-REF	1	1	sortmerna	1.0:0.8:1:0.9:1.0	278595	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Pelobacteraceae; g__Pelobacter; s__carbinolicus	k__Bacteria; p__Elusimicrobia	overclassification	1
B1-REF	1	1	sortmerna	1.0:0.8:1:0.9:1.0	56204	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__SUP05; g__Ruthia; s__magnifica	k__Bacteria; p__Nitrospirae	overclassification	1
B1-REF	1	1	sortmerna	1.0:0.8:1:0.9:1.0	1550344	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Ruminococcus; s__gnavus	k__Bacteria; p__Thermotogae	overclassification	1
B1-REF	1	1	sortmerna	1.0:0.8:1:0.9:1.0	1871	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfonema; s__limicola	k__Bacteria; p__Deferribacteres	overclassification	1
B1-REF	1	1	sortmerna	1.0:0.8:1:0.9:1.0	2136916	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__hoa12_73A10	k__Bacteria; p__Lentisphaerae	overclassification	1
