Taxon	EUK.Mock.1
Root;Other;Other;Other;Other	0.00309498499544
Root;k__Bacteria;Other;Other;Other	0.000244588479883
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteria;Other	3.7628996905e-05
Root;k__Bacteria;p__Proteobacteria;Other;Other	0.00178737735299
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	0.000253995729109
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Alysiella	4.70362461313e-05
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Neisseria	0.0227561358783
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;Other	2.82217476788e-05
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;g__Campylobacter	0.00727180365189
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.249564914723
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Avibacterium	0.000206959482978
Root;k__Eukaryota;Other;Other;Other	0.0136499186273
Root;k__Eukaryota;p__Fungi;Other;Other	0.0204231380702
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;Other	0.00170271210995
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.0140732448425
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.162594895627
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.0182970997451
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.000122294239941
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.256676795138
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.0118155050282
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other	0.0128785241907
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.192604020658
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other	0.00313261399234
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.00579486552337
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other	0.000884281427268
