#NodeID	NodeType	Abundance	mock	k	p	c	o	f	g
1	otu	0.000109491663894	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Cronobacter
2	otu	0.00405119156409	MockMiSeq.even	k__Bacteria	p__Actinobacteria	c__Actinobacteria_(class)	o__Coriobacteriales	f__Coriobacteriaceae	Other
3	otu	0.778465112534	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium
4	otu	0.0324095325127	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Other
5	otu	0.00289310665752	MockMiSeq.even	k__Bacteria	p__Actinobacteria	c__Actinobacteria_(class)	o__Bifidobacteriales	Other	Other
6	otu	0.000400065694999	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__
7	otu	0.234809895109	MockMiSeq.even	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium
8	otu	0.000324263773841	MockMiSeq.even	k__Bacteria	p__Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Other
9	otu	0.537107584351	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Edwardsiella
10	otu	2.10560892104e-05	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__	g__
11	otu	3.79009605788e-05	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__	g__
12	otu	1.50340055841	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Clostridium
13	otu	0.210788297868	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__
14	otu	0.020833333	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__ClostridialesFamily_XI.IncertaeSedis	g__Anaerococcus
15	otu	0.722717010741	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Subdoligranulum
16	otu	2.888263757	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Ruminococcus
17	otu	2.94785248946e-05	MockMiSeq.even	k__Bacteria	p__Actinobacteria	c__Actinobacteria_(class)	o__Coriobacteriales	f__Coriobacteriaceae	g__
18	otu	0.00010106922821	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__	g__Paucibacter
19	otu	8.42243568418e-06	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	Other	Other
20	otu	4.21121784209e-05	MockMiSeq.even	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Prosthecobacter
21	otu	0.150201506774	MockMiSeq.even	k__Bacteria	p__Tenericutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__
22	otu	0.000147392624473	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_Family_XI._Incertae_Sedis	Other
23	otu	0.000252673070525	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__	g__Kangiella
24	otu	0.000400065694998	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	Other	Other	Other
25	otu	0.0185798931193	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter
26	otu	0.00608520978182	MockMiSeq.even	Unknown	Other	Other	Other	Other	Other
27	otu	8.42243568418e-06	MockMiSeq.even	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	Other	Other	Other
28	otu	8.42243568418e-06	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__
29	otu	0.02461921784	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Coprococcus
30	otu	0.239016091063	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Klebsiella
31	otu	0.00010106922821	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__	g__
32	otu	0.00160026277999	MockMiSeq.even	k__Bacteria	p__Lentisphaerae	c__[Lentisphaeria]	o__Victivallales	f__Victivallaceae	g__
33	otu	0.0878052070131	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus
