#Sample	OTU	Abundance
blast_100.0	3	0.0335886735085
blast_100.0	9	0.0184872463268
blast_100.0	12	0.0669878422141
blast_100.0	13	0.0100100648106
blast_100.0	15	6.31682676313e-05
blast_100.0	16	0.114267184927
blast_100.0	20	8.42243568418e-06
blast_100.0	21	0.00576515722582
blast_100.0	25	0.000627471458471
blast_100.0	29	6.73794854734e-05
blast_100.0	30	0.0175312998766
blast_100.0	31	1.68448713684e-05
blast_100.0	34	8.42243568418e-06
blast_100.0	35	0.00966053372975
blast_100.0	37	0.0485932426799
blast_100.0	39	0.000400065694998
blast_100.0	40	0.0439988040141
blast_100.0	42	0.026160085235
blast_100.0	43	0.000366375952262
blast_100.0	44	1.26336535263e-05
blast_100.0	48	0.00522191012419
blast_100.0	49	8.42243568418e-06
blast_100.0	50	8.42243568418e-06
blast_100.0	52	8.42243568418e-06
blast_100.0	55	4.6323396263e-05
blast_100.0	58	0.00058535928005
blast_100.0	65	1.26336535263e-05
blast_100.0	67	8.42243568418e-05
blast_100.0	70	0.000113702881736
blast_100.0	71	1.68448713684e-05
blast_100.0	73	0.084085386653
blast_100.0	78	0.276790715107
blast_100.0	79	0.0266738538118
blast_100.0	81	0.000206349674262
blast_100.0	82	0.000265306724052
blast_100.0	84	0.0428449303254
blast_100.0	85	0.000526402230261
blast_100.0	87	2.94785248946e-05
blast_100.0	98	0.0820640020888
blast_100.0	101	8.42243568418e-06
blast_100.0	102	0.0026614896762
blast_100.0	103	2.10560892104e-05
blast_100.0	109	8.42243568418e-06
blast_100.0	110	0.0123894028914
blast_100.0	119	0.00701167770708
blast_100.0	120	1.26336535263e-05
blast_100.0	121	4.21121784209e-05
blast_100.0	122	5.05346141051e-05
blast_100.0	123	2.10560892104e-05
blast_100.0	125	0.00372692779025
blast_100.0	126	6.73794854734e-05
blast_100.0	133	0.0064642193876
blast_100.0	135	0.00109912785678
blast_100.0	136	0.0205760103764
blast_100.0	143	0.0250356900712
blast_100.0	148	0.00459022744788
blast_0.0001	6	0.000130547753105
blast_0.0001	7	0.0479741936571
blast_0.0001	9	0.0184872463268
blast_0.0001	13	0.0723276664379
blast_0.0001	20	8.42243568418e-06
blast_0.0001	25	0.000627471458471
blast_0.0001	30	1.68448713684e-05
blast_0.0001	31	8.42243568418e-06
blast_0.0001	32	0.000400065694998
blast_0.0001	33	0.00653159887308
blast_0.0001	34	8.42243568418e-06
blast_0.0001	35	0.00955104206586
blast_0.0001	40	0.0439609030536
blast_0.0001	43	0.000366375952262
blast_0.0001	44	1.26336535263e-05
blast_0.0001	48	0.00522191012419
blast_0.0001	49	8.42243568418e-06
blast_0.0001	60	0.026160085235
blast_0.0001	65	1.26336535263e-05
blast_0.0001	68	2.10560892104e-05
blast_0.0001	70	0.000113702881736
blast_0.0001	71	0.000206349674262
blast_0.0001	73	0.000501134923208
blast_0.0001	78	0.141176866938
blast_0.0001	79	0.0262864217703
blast_0.0001	81	0.000324263773841
blast_0.0001	82	0.000265306724052
blast_0.0001	84	2.94785248946e-05
blast_0.0001	87	2.94785248946e-05
blast_0.0001	93	8.42243568418e-06
blast_0.0001	98	0.0829315129642
blast_0.0001	104	4.6323396263e-05
blast_0.0001	109	8.42243568418e-06
blast_0.0001	110	0.0694682495231
blast_0.0001	115	0.323097266498
blast_0.0001	119	0.00701167770708
blast_0.0001	120	1.26336535263e-05
blast_0.0001	123	2.10560892104e-05
blast_0.0001	125	0.00359638003714
blast_0.0001	130	0.000168448713684
blast_0.0001	134	0.0026614896762
blast_0.0001	136	0.0217593625901
blast_0.0001	140	0.0634925314052
blast_0.0001	143	0.0245556112372
blast_0.0001	148	0.000391643259314
blast_1e-06	3	0.0335886735085
blast_1e-06	9	0.0184872463268
blast_1e-06	12	0.0669878422141
blast_1e-06	13	0.0100100648106
blast_1e-06	15	6.31682676313e-05
blast_1e-06	16	0.114267184927
blast_1e-06	20	8.42243568418e-06
blast_1e-06	21	0.00576515722582
blast_1e-06	25	0.000627471458471
blast_1e-06	29	6.73794854734e-05
blast_1e-06	30	0.0175312998766
blast_1e-06	31	1.68448713684e-05
blast_1e-06	34	8.42243568418e-06
blast_1e-06	35	0.00966053372975
blast_1e-06	37	0.0485932426799
blast_1e-06	39	0.000400065694998
blast_1e-06	40	0.0439988040141
blast_1e-06	42	0.026160085235
blast_1e-06	43	0.000366375952262
blast_1e-06	44	1.26336535263e-05
blast_1e-06	48	0.00522191012419
blast_1e-06	49	8.42243568418e-06
blast_1e-06	50	8.42243568418e-06
blast_1e-06	52	8.42243568418e-06
blast_1e-06	55	4.6323396263e-05
blast_1e-06	58	0.00058535928005
blast_1e-06	65	1.26336535263e-05
blast_1e-06	67	8.42243568418e-05
blast_1e-06	70	0.000113702881736
blast_1e-06	71	1.68448713684e-05
blast_1e-06	73	0.084085386653
blast_1e-06	78	0.276790715107
blast_1e-06	79	0.0266738538118
blast_1e-06	81	0.000206349674262
blast_1e-06	82	0.000265306724052
blast_1e-06	84	0.0428449303254
blast_1e-06	85	0.000526402230261
blast_1e-06	87	2.94785248946e-05
blast_1e-06	98	0.0820640020888
blast_1e-06	101	8.42243568418e-06
blast_1e-06	102	0.0026614896762
blast_1e-06	103	2.10560892104e-05
blast_1e-06	109	8.42243568418e-06
blast_1e-06	110	0.0123894028914
blast_1e-06	119	0.00701167770708
blast_1e-06	120	1.26336535263e-05
blast_1e-06	121	4.21121784209e-05
blast_1e-06	122	5.05346141051e-05
blast_1e-06	123	2.10560892104e-05
blast_1e-06	125	0.00372692779025
blast_1e-06	126	6.73794854734e-05
blast_1e-06	133	0.0064642193876
blast_1e-06	135	0.00109912785678
blast_1e-06	136	0.0205760103764
blast_1e-06	143	0.0250356900712
blast_1e-06	148	0.00459022744788
blast_1.0	3	0.0335886735085
blast_1.0	9	0.0184872463268
blast_1.0	12	0.0669878422141
blast_1.0	13	0.0100100648106
blast_1.0	15	6.31682676313e-05
blast_1.0	16	0.114267184927
blast_1.0	20	8.42243568418e-06
blast_1.0	21	0.00576515722582
blast_1.0	25	0.000627471458471
blast_1.0	29	6.73794854734e-05
blast_1.0	30	0.0175312998766
blast_1.0	31	1.68448713684e-05
blast_1.0	34	8.42243568418e-06
blast_1.0	35	0.00966053372975
blast_1.0	37	0.0485932426799
blast_1.0	39	0.000400065694998
blast_1.0	40	0.0439988040141
blast_1.0	42	0.026160085235
blast_1.0	43	0.000366375952262
blast_1.0	44	1.26336535263e-05
blast_1.0	48	0.00522191012419
blast_1.0	49	8.42243568418e-06
blast_1.0	50	8.42243568418e-06
blast_1.0	52	8.42243568418e-06
blast_1.0	55	4.6323396263e-05
blast_1.0	58	0.00058535928005
blast_1.0	65	1.26336535263e-05
blast_1.0	67	8.42243568418e-05
blast_1.0	70	0.000113702881736
blast_1.0	71	1.68448713684e-05
blast_1.0	73	0.084085386653
blast_1.0	78	0.276790715107
blast_1.0	79	0.0266738538118
blast_1.0	81	0.000206349674262
blast_1.0	82	0.000265306724052
blast_1.0	84	0.0428449303254
blast_1.0	85	0.000526402230261
blast_1.0	87	2.94785248946e-05
blast_1.0	98	0.0820640020888
blast_1.0	101	8.42243568418e-06
blast_1.0	102	0.0026614896762
blast_1.0	103	2.10560892104e-05
blast_1.0	109	8.42243568418e-06
blast_1.0	110	0.0123894028914
blast_1.0	119	0.00701167770708
blast_1.0	120	1.26336535263e-05
blast_1.0	121	4.21121784209e-05
blast_1.0	122	5.05346141051e-05
blast_1.0	123	2.10560892104e-05
blast_1.0	125	0.00372692779025
blast_1.0	126	6.73794854734e-05
blast_1.0	133	0.0064642193876
blast_1.0	135	0.00109912785678
blast_1.0	136	0.0205760103764
blast_1.0	143	0.0250356900712
blast_1.0	148	0.00459022744788
blast_1e-10	3	0.0335886735085
blast_1e-10	9	0.0184872463268
blast_1e-10	12	0.0669878422141
blast_1e-10	13	0.0100100648106
blast_1e-10	15	6.31682676313e-05
blast_1e-10	16	0.114267184927
blast_1e-10	20	8.42243568418e-06
blast_1e-10	21	0.00576515722582
blast_1e-10	25	0.000627471458471
blast_1e-10	29	6.73794854734e-05
blast_1e-10	30	0.0175312998766
blast_1e-10	31	1.68448713684e-05
blast_1e-10	34	8.42243568418e-06
blast_1e-10	35	0.00966053372975
blast_1e-10	37	0.0485932426799
blast_1e-10	39	0.000400065694998
blast_1e-10	40	0.0439988040141
blast_1e-10	42	0.026160085235
blast_1e-10	43	0.000366375952262
blast_1e-10	44	1.26336535263e-05
blast_1e-10	48	0.00522191012419
blast_1e-10	49	8.42243568418e-06
blast_1e-10	50	8.42243568418e-06
blast_1e-10	52	8.42243568418e-06
blast_1e-10	55	4.6323396263e-05
blast_1e-10	58	0.00058535928005
blast_1e-10	65	1.26336535263e-05
blast_1e-10	67	8.42243568418e-05
blast_1e-10	70	0.000113702881736
blast_1e-10	71	1.68448713684e-05
blast_1e-10	73	0.084085386653
blast_1e-10	78	0.276782292671
blast_1e-10	79	0.0266738538118
blast_1e-10	81	0.000206349674262
blast_1e-10	82	0.000265306724052
blast_1e-10	84	0.0428449303254
blast_1e-10	85	0.000526402230261
blast_1e-10	87	2.94785248946e-05
blast_1e-10	98	0.0820640020888
blast_1e-10	101	8.42243568418e-06
blast_1e-10	102	0.0026614896762
blast_1e-10	103	2.10560892104e-05
blast_1e-10	109	1.68448713684e-05
blast_1e-10	110	0.0123894028914
blast_1e-10	119	0.00701167770708
blast_1e-10	120	1.26336535263e-05
blast_1e-10	121	4.21121784209e-05
blast_1e-10	122	5.05346141051e-05
blast_1e-10	123	2.10560892104e-05
blast_1e-10	125	0.00372692779025
blast_1e-10	126	6.73794854734e-05
blast_1e-10	133	0.0064642193876
blast_1e-10	135	0.00109912785678
blast_1e-10	136	0.0205760103764
blast_1e-10	143	0.0250356900712
blast_1e-10	148	0.00459022744788
blast_1e-30	3	0.0335886735085
blast_1e-30	9	0.0184872463268
blast_1e-30	12	0.0669667861249
blast_1e-30	13	0.00996795263222
blast_1e-30	15	6.31682676313e-05
blast_1e-30	16	0.114267184927
blast_1e-30	21	0.00576515722582
blast_1e-30	25	0.000627471458471
blast_1e-30	29	6.73794854734e-05
blast_1e-30	30	0.0175312998766
blast_1e-30	31	1.68448713684e-05
blast_1e-30	34	8.42243568418e-06
blast_1e-30	35	0.00966053372975
blast_1e-30	37	0.0485848202442
blast_1e-30	39	0.000400065694998
blast_1e-30	40	0.0439988040141
blast_1e-30	42	0.0261516627994
blast_1e-30	43	0.000366375952262
blast_1e-30	44	1.26336535263e-05
blast_1e-30	48	0.00522191012419
blast_1e-30	50	8.42243568418e-06
blast_1e-30	55	4.6323396263e-05
blast_1e-30	58	0.00058535928005
blast_1e-30	65	1.26336535263e-05
blast_1e-30	67	8.42243568418e-05
blast_1e-30	70	0.000113702881736
blast_1e-30	71	1.68448713684e-05
blast_1e-30	73	0.0840769642173
blast_1e-30	78	0.276735969275
blast_1e-30	79	0.0266738538118
blast_1e-30	81	0.000206349674262
blast_1e-30	82	0.000265306724052
blast_1e-30	84	0.0428449303254
blast_1e-30	85	0.000526402230261
blast_1e-30	87	2.94785248946e-05
blast_1e-30	98	0.0820640020888
blast_1e-30	102	0.0026614896762
blast_1e-30	103	2.10560892104e-05
blast_1e-30	109	0.000214772109946
blast_1e-30	110	0.0123894028914
blast_1e-30	119	0.00701167770708
blast_1e-30	121	2.52673070525e-05
blast_1e-30	122	5.05346141051e-05
blast_1e-30	123	2.10560892104e-05
blast_1e-30	125	0.00372692779025
blast_1e-30	126	6.73794854734e-05
blast_1e-30	133	0.0064642193876
blast_1e-30	135	0.00109912785678
blast_1e-30	136	0.0205760103764
blast_1e-30	143	0.0250356900712
blast_1e-30	148	0.00459022744788
mothur_0.0	1	2.52673070525e-05
mothur_0.0	3	0.0326116709691
mothur_0.0	9	0.0185925267728
mothur_0.0	12	0.0648485435503
mothur_0.0	13	0.00456917135867
mothur_0.0	15	0.0438472001718
mothur_0.0	16	0.115875870143
mothur_0.0	18	8.42243568418e-06
mothur_0.0	21	0.00579884696855
mothur_0.0	25	0.000627471458471
mothur_0.0	29	0.000126336535263
mothur_0.0	30	0.0159226146609
mothur_0.0	34	0.000122125317421
mothur_0.0	35	0.00985424975049
mothur_0.0	37	0.0486269324226
mothur_0.0	39	0.000400065694998
mothur_0.0	42	0.026160085235
mothur_0.0	43	8.42243568418e-05
mothur_0.0	44	1.26336535263e-05
mothur_0.0	47	2.52673070525e-05
mothur_0.0	48	0.00523033255987
mothur_0.0	55	4.6323396263e-05
mothur_0.0	64	2.94785248946e-05
mothur_0.0	65	1.26336535263e-05
mothur_0.0	67	5.89570497892e-05
mothur_0.0	70	0.000113702881736
mothur_0.0	71	0.000185293585052
mothur_0.0	73	0.0841864558812
mothur_0.0	75	2.10560892104e-05
mothur_0.0	76	0.00147392624473
mothur_0.0	78	0.277224470545
mothur_0.0	79	0.0261853525421
mothur_0.0	81	0.00106122689621
mothur_0.0	82	2.52673070525e-05
mothur_0.0	84	0.0428912537217
mothur_0.0	85	0.000526402230261
mothur_0.0	92	8.42243568418e-06
mothur_0.0	97	0.000741174340207
mothur_0.0	98	0.00120861952068
mothur_0.0	102	0.0026614896762
mothur_0.0	106	3.36897427367e-05
mothur_0.0	107	8.42243568418e-06
mothur_0.0	110	0.0124483599412
mothur_0.0	111	8.42243568418e-06
mothur_0.0	113	0.0667056906187
mothur_0.0	119	0.00700325527139
mothur_0.0	120	8.42243568418e-06
mothur_0.0	122	0.0132148015885
mothur_0.0	123	0.00010106922821
mothur_0.0	125	0.00373535022593
mothur_0.0	133	0.00647264182329
mothur_0.0	135	0.00018108236721
mothur_0.0	136	0.0270486521997
mothur_0.0	143	0.0247156375152
mothur_0.0	144	0.00173923296878
mothur_0.0	148	0.00454390405161
mothur_0.1	1	1.68448713684e-05
mothur_0.1	3	0.0326116709691
mothur_0.1	9	0.0185925267728
mothur_0.1	12	0.0648485435503
mothur_0.1	13	0.00416068322798
mothur_0.1	15	0.0438472001718
mothur_0.1	16	0.115875870143
mothur_0.1	18	8.42243568418e-06
mothur_0.1	19	8.42243568418e-06
mothur_0.1	21	0.00579884696855
mothur_0.1	25	0.000627471458471
mothur_0.1	29	0.000126336535263
mothur_0.1	30	0.0159226146609
mothur_0.1	34	8.84355746838e-05
mothur_0.1	35	0.00985424975049
mothur_0.1	37	0.0486269324226
mothur_0.1	39	0.000400065694998
mothur_0.1	42	0.026160085235
mothur_0.1	43	7.58019211576e-05
mothur_0.1	44	1.26336535263e-05
mothur_0.1	47	2.52673070525e-05
mothur_0.1	48	0.00523033255987
mothur_0.1	53	8.42243568418e-06
mothur_0.1	55	4.6323396263e-05
mothur_0.1	64	2.94785248946e-05
mothur_0.1	65	1.26336535263e-05
mothur_0.1	67	5.89570497892e-05
mothur_0.1	70	0.000113702881736
mothur_0.1	71	0.000185293585052
mothur_0.1	73	0.0841864558812
mothur_0.1	75	2.10560892104e-05
mothur_0.1	76	0.00147392624473
mothur_0.1	78	0.277224470545
mothur_0.1	79	0.0261727188886
mothur_0.1	81	0.00104438202484
mothur_0.1	82	2.52673070525e-05
